Time,CO2_ele,CO2_gas,Ele_buy,Ele_sell,Gas_buy,Dem_cha
14083200.00,0.000345,2.75,0.05,0.03,0.58,28.94
14086800.00,0.000375,2.75,0.05,0.03,0.58,28.94
14090400.00,0.000377,2.75,0.05,0.03,0.58,28.94
14094000.00,0.000416,2.75,0.05,0.03,0.58,28.94
14097600.00,0.000369,2.75,0.05,0.03,0.58,28.94
14101200.00,0.000334,2.75,0.05,0.03,0.58,28.94
14104800.00,0.000323,2.75,0.05,0.03,0.58,28.94
14108400.00,0.000297,2.75,0.05,0.03,0.58,28.94
14112000.00,0.000297,2.75,0.05,0.03,0.58,28.94
14115600.00,0.000306,2.75,0.05,0.03,0.58,28.94
14119200.00,0.000298,2.75,0.05,0.03,0.58,28.94
14122800.00,0.000316,2.75,0.05,0.03,0.58,28.94
14126400.00,0.000378,2.75,0.05,0.03,0.58,28.94
14130000.00,0.000413,2.75,0.08,0.03,0.58,28.94
14133600.00,0.000431,2.75,0.08,0.03,0.58,28.94
14137200.00,0.000449,2.75,0.18,0.03,0.58,28.94
14140800.00,0.000382,2.75,0.18,0.03,0.58,28.94
14144400.00,0.000553,2.75,0.18,0.03,0.58,28.94
14148000.00,0.000556,2.75,0.18,0.03,0.58,28.94
14151600.00,0.000548,2.75,0.08,0.03,0.58,28.94
14155200.00,0.000519,2.75,0.08,0.03,0.58,28.94
14158800.00,0.000511,2.75,0.05,0.03,0.58,28.94
14162400.00,0.000521,2.75,0.05,0.03,0.58,28.94
14166000.00,0.000521,2.75,0.05,0.03,0.58,28.94
14169600.00,0.000523,2.75,0.05,0.03,0.58,28.94
14173200.00,0.000531,2.75,0.05,0.03,0.58,28.94
14176800.00,0.000546,2.75,0.05,0.03,0.58,28.94
14180400.00,0.000524,2.75,0.05,0.03,0.58,28.94
14184000.00,0.000546,2.75,0.05,0.03,0.58,28.94
14187600.00,0.000532,2.75,0.05,0.03,0.58,28.94
14191200.00,0.000535,2.75,0.05,0.03,0.58,28.94
14194800.00,0.000535,2.75,0.05,0.03,0.58,28.94
14198400.00,0.000549,2.75,0.05,0.03,0.58,28.94
14202000.00,0.000560,2.75,0.05,0.03,0.58,28.94
14205600.00,0.000559,2.75,0.05,0.03,0.58,28.94
14209200.00,0.000573,2.75,0.05,0.03,0.58,28.94
14212800.00,0.000574,2.75,0.05,0.03,0.58,28.94
14216400.00,0.000563,2.75,0.08,0.03,0.58,28.94
14220000.00,0.000547,2.75,0.08,0.03,0.58,28.94
14223600.00,0.000511,2.75,0.18,0.03,0.58,28.94
14227200.00,0.000397,2.75,0.18,0.03,0.58,28.94
14230800.00,0.000542,2.75,0.18,0.03,0.58,28.94
14234400.00,0.000532,2.75,0.18,0.03,0.58,28.94
14238000.00,0.000481,2.75,0.08,0.03,0.58,28.94
14241600.00,0.000527,2.75,0.08,0.03,0.58,28.94
14245200.00,0.000505,2.75,0.05,0.03,0.58,28.94
14248800.00,0.000444,2.75,0.05,0.03,0.58,28.94
14252400.00,0.000499,2.75,0.05,0.03,0.58,28.94
14256000.00,0.000555,2.75,0.05,0.03,0.58,28.94
14259600.00,0.000541,2.75,0.05,0.03,0.58,28.94
14263200.00,0.000524,2.75,0.05,0.03,0.58,28.94
14266800.00,0.000478,2.75,0.05,0.03,0.58,28.94
14270400.00,0.000381,2.75,0.05,0.03,0.58,28.94
14274000.00,0.000485,2.75,0.05,0.03,0.58,28.94
14277600.00,0.000296,2.75,0.05,0.03,0.58,28.94
14281200.00,0.000287,2.75,0.05,0.03,0.58,28.94
14284800.00,0.000360,2.75,0.05,0.03,0.58,28.94
14288400.00,0.000523,2.75,0.05,0.03,0.58,28.94
14292000.00,0.000579,2.75,0.05,0.03,0.58,28.94
14295600.00,0.000597,2.75,0.05,0.03,0.58,28.94
14299200.00,0.000600,2.75,0.05,0.03,0.58,28.94
14302800.00,0.000554,2.75,0.08,0.03,0.58,28.94
14306400.00,0.000570,2.75,0.08,0.03,0.58,28.94
14310000.00,0.000606,2.75,0.18,0.03,0.58,28.94
14313600.00,0.000558,2.75,0.18,0.03,0.58,28.94
14317200.00,0.000573,2.75,0.18,0.03,0.58,28.94
14320800.00,0.000583,2.75,0.18,0.03,0.58,28.94
14324400.00,0.000529,2.75,0.08,0.03,0.58,28.94
14328000.00,0.000552,2.75,0.08,0.03,0.58,28.94
14331600.00,0.000644,2.75,0.05,0.03,0.58,28.94
14335200.00,0.000524,2.75,0.05,0.03,0.58,28.94
14338800.00,0.000624,2.75,0.05,0.03,0.58,28.94
14342400.00,0.000699,2.75,0.05,0.03,0.58,28.94
14346000.00,0.000618,2.75,0.05,0.03,0.58,28.94
14349600.00,0.000649,2.75,0.05,0.03,0.58,28.94
14353200.00,0.000594,2.75,0.05,0.03,0.58,28.94
14356800.00,0.000773,2.75,0.05,0.03,0.58,28.94
14360400.00,0.000526,2.75,0.05,0.03,0.58,28.94
14364000.00,0.000589,2.75,0.05,0.03,0.58,28.94
14367600.00,0.000478,2.75,0.05,0.03,0.58,28.94
14371200.00,0.000553,2.75,0.05,0.03,0.58,28.94
14374800.00,0.000551,2.75,0.05,0.03,0.58,28.94
14378400.00,0.000491,2.75,0.05,0.03,0.58,28.94
14382000.00,0.000462,2.75,0.05,0.03,0.58,28.94
14385600.00,0.000476,2.75,0.05,0.03,0.58,28.94
14389200.00,0.000432,2.75,0.08,0.03,0.58,28.94
14392800.00,0.000444,2.75,0.08,0.03,0.58,28.94
14396400.00,0.000378,2.75,0.18,0.03,0.58,28.94
14400000.00,0.000450,2.75,0.18,0.03,0.58,28.94
14403600.00,0.000728,2.75,0.18,0.03,0.58,28.94
14407200.00,0.000634,2.75,0.18,0.03,0.58,28.94
14410800.00,0.000616,2.75,0.08,0.03,0.58,28.94
14414400.00,0.000602,2.75,0.08,0.03,0.58,28.94
14418000.00,0.000637,2.75,0.05,0.03,0.58,28.94
14421600.00,0.000533,2.75,0.05,0.03,0.58,28.94
14425200.00,0.000466,2.75,0.05,0.03,0.58,28.94
14428800.00,0.000310,2.75,0.05,0.03,0.58,28.94
14432400.00,0.000420,2.75,0.05,0.03,0.58,28.94
14436000.00,0.000615,2.75,0.05,0.03,0.58,28.94
14439600.00,0.000514,2.75,0.05,0.03,0.58,28.94
14443200.00,0.000489,2.75,0.05,0.03,0.58,28.94
14446800.00,0.000544,2.75,0.05,0.03,0.58,28.94
14450400.00,0.000486,2.75,0.05,0.03,0.58,28.94
14454000.00,0.000427,2.75,0.05,0.03,0.58,28.94
14457600.00,0.000347,2.75,0.05,0.03,0.58,28.94
14461200.00,0.000421,2.75,0.05,0.03,0.58,28.94
14464800.00,0.000514,2.75,0.05,0.03,0.58,28.94
14468400.00,0.000579,2.75,0.05,0.03,0.58,28.94
14472000.00,0.000611,2.75,0.05,0.03,0.58,28.94
14475600.00,0.000625,2.75,0.08,0.03,0.58,28.94
14479200.00,0.000635,2.75,0.08,0.03,0.58,28.94
14482800.00,0.000704,2.75,0.18,0.03,0.58,28.94
14486400.00,0.000716,2.75,0.18,0.03,0.58,28.94
14490000.00,0.000681,2.75,0.18,0.03,0.58,28.94
14493600.00,0.000680,2.75,0.18,0.03,0.58,28.94
14497200.00,0.000610,2.75,0.08,0.03,0.58,28.94
14500800.00,0.000601,2.75,0.08,0.03,0.58,28.94
14504400.00,0.000661,2.75,0.05,0.03,0.58,28.94
14508000.00,0.000675,2.75,0.05,0.03,0.58,28.94
14511600.00,0.000675,2.75,0.05,0.03,0.58,28.94
14515200.00,0.000650,2.75,0.05,0.03,0.58,28.94
14518800.00,0.000407,2.75,0.05,0.03,0.58,28.94
14522400.00,0.000308,2.75,0.05,0.03,0.58,28.94
14526000.00,0.000361,2.75,0.05,0.03,0.58,28.94
14529600.00,0.000336,2.75,0.05,0.03,0.58,28.94
14533200.00,0.000288,2.75,0.05,0.03,0.58,28.94
14536800.00,0.000350,2.75,0.05,0.03,0.58,28.94
14540400.00,0.000354,2.75,0.05,0.03,0.58,28.94
14544000.00,0.000356,2.75,0.05,0.03,0.58,28.94
14547600.00,0.000365,2.75,0.05,0.03,0.58,28.94
14551200.00,0.000365,2.75,0.05,0.03,0.58,28.94
14554800.00,0.000430,2.75,0.05,0.03,0.58,28.94
14558400.00,0.000440,2.75,0.05,0.03,0.58,28.94
14562000.00,0.000476,2.75,0.08,0.03,0.58,28.94
14565600.00,0.000549,2.75,0.08,0.03,0.58,28.94
14569200.00,0.000599,2.75,0.18,0.03,0.58,28.94
14572800.00,0.000611,2.75,0.18,0.03,0.58,28.94
14576400.00,0.000670,2.75,0.18,0.03,0.58,28.94
14580000.00,0.000709,2.75,0.18,0.03,0.58,28.94
14583600.00,0.000639,2.75,0.08,0.03,0.58,28.94
14587200.00,0.000672,2.75,0.08,0.03,0.58,28.94
14590800.00,0.000640,2.75,0.05,0.03,0.58,28.94
14594400.00,0.000601,2.75,0.05,0.03,0.58,28.94
14598000.00,0.000634,2.75,0.05,0.03,0.58,28.94
14601600.00,0.000672,2.75,0.05,0.03,0.58,28.94
14605200.00,0.000688,2.75,0.05,0.03,0.58,28.94
14608800.00,0.000680,2.75,0.05,0.03,0.58,28.94
14612400.00,0.000659,2.75,0.05,0.03,0.58,28.94
14616000.00,0.000683,2.75,0.05,0.03,0.58,28.94
14619600.00,0.000651,2.75,0.05,0.03,0.58,28.94
14623200.00,0.000641,2.75,0.05,0.03,0.58,28.94
14626800.00,0.000610,2.75,0.05,0.03,0.58,28.94
14630400.00,0.000629,2.75,0.05,0.03,0.58,28.94
14634000.00,0.000625,2.75,0.05,0.03,0.58,28.94
14637600.00,0.000622,2.75,0.05,0.03,0.58,28.94
14641200.00,0.000590,2.75,0.05,0.03,0.58,28.94
14644800.00,0.000581,2.75,0.05,0.03,0.58,28.94
14648400.00,0.000575,2.75,0.08,0.03,0.58,28.94
14652000.00,0.000499,2.75,0.08,0.03,0.58,28.94
14655600.00,0.000513,2.75,0.18,0.03,0.58,28.94
14659200.00,0.000470,2.75,0.18,0.03,0.58,28.94
14662800.00,0.000515,2.75,0.18,0.03,0.58,28.94
14666400.00,0.000533,2.75,0.18,0.03,0.58,28.94
14670000.00,0.000513,2.75,0.08,0.03,0.58,28.94
14673600.00,0.000523,2.75,0.08,0.03,0.58,28.94
14677200.00,0.000517,2.75,0.05,0.03,0.58,28.94
14680800.00,0.000544,2.75,0.05,0.03,0.58,28.94
14684400.00,0.000539,2.75,0.05,0.03,0.58,28.94
14688000.00,0.000533,2.75,0.05,0.03,0.58,28.94
14691600.00,0.000537,2.75,0.05,0.03,0.58,28.94
14695200.00,0.000549,2.75,0.05,0.03,0.58,28.94
14698800.00,0.000612,2.75,0.05,0.03,0.58,28.94
14702400.00,0.000558,2.75,0.05,0.03,0.58,28.94
14706000.00,0.000496,2.75,0.05,0.03,0.58,28.94
14709600.00,0.000590,2.75,0.05,0.03,0.58,28.94
14713200.00,0.000572,2.75,0.05,0.03,0.58,28.94
14716800.00,0.000581,2.75,0.05,0.03,0.58,28.94
14720400.00,0.000564,2.75,0.05,0.03,0.58,28.94
14724000.00,0.000543,2.75,0.05,0.03,0.58,28.94
14727600.00,0.000558,2.75,0.05,0.03,0.58,28.94
14731200.00,0.000566,2.75,0.05,0.03,0.58,28.94
14734800.00,0.000587,2.75,0.08,0.03,0.58,28.94
14738400.00,0.000590,2.75,0.08,0.03,0.58,28.94
14742000.00,0.000522,2.75,0.18,0.03,0.58,28.94
14745600.00,0.000551,2.75,0.18,0.03,0.58,28.94
14749200.00,0.000549,2.75,0.18,0.03,0.58,28.94
14752800.00,0.000574,2.75,0.18,0.03,0.58,28.94
14756400.00,0.000485,2.75,0.08,0.03,0.58,28.94
14760000.00,0.000534,2.75,0.08,0.03,0.58,28.94
14763600.00,0.000507,2.75,0.05,0.03,0.58,28.94
14767200.00,0.000534,2.75,0.05,0.03,0.58,28.94
14770800.00,0.000498,2.75,0.05,0.03,0.58,28.94
14774400.00,0.000413,2.75,0.05,0.03,0.58,28.94
14778000.00,0.000454,2.75,0.05,0.03,0.58,28.94
14781600.00,0.000286,2.75,0.05,0.03,0.58,28.94
14785200.00,0.000339,2.75,0.05,0.03,0.58,28.94
14788800.00,0.000280,2.75,0.05,0.03,0.58,28.94
14792400.00,0.000367,2.75,0.05,0.03,0.58,28.94
14796000.00,0.000239,2.75,0.05,0.03,0.58,28.94
14799600.00,0.000227,2.75,0.05,0.03,0.58,28.94
14803200.00,0.000226,2.75,0.05,0.03,0.58,28.94
14806800.00,0.000254,2.75,0.05,0.03,0.58,28.94
14810400.00,0.000352,2.75,0.05,0.03,0.58,28.94
14814000.00,0.000384,2.75,0.05,0.03,0.58,28.94
14817600.00,0.000417,2.75,0.05,0.03,0.58,28.94
14821200.00,0.000464,2.75,0.08,0.03,0.58,28.94
14824800.00,0.000461,2.75,0.08,0.03,0.58,28.94
14828400.00,0.000482,2.75,0.18,0.03,0.58,28.94
14832000.00,0.000514,2.75,0.18,0.03,0.58,28.94
14835600.00,0.000579,2.75,0.18,0.03,0.58,28.94
14839200.00,0.000633,2.75,0.18,0.03,0.58,28.94
14842800.00,0.000619,2.75,0.08,0.03,0.58,28.94
14846400.00,0.000644,2.75,0.08,0.03,0.58,28.94
14850000.00,0.000633,2.75,0.05,0.03,0.58,28.94
14853600.00,0.000647,2.75,0.05,0.03,0.58,28.94
14857200.00,0.000725,2.75,0.05,0.03,0.58,28.94
14860800.00,0.000778,2.75,0.05,0.03,0.58,28.94
14864400.00,0.000826,2.75,0.05,0.03,0.58,28.94
14868000.00,0.000816,2.75,0.05,0.03,0.58,28.94
14871600.00,0.000794,2.75,0.05,0.03,0.58,28.94
14875200.00,0.000818,2.75,0.05,0.03,0.58,28.94
14878800.00,0.000760,2.75,0.05,0.03,0.58,28.94
14882400.00,0.000669,2.75,0.05,0.03,0.58,28.94
14886000.00,0.000617,2.75,0.05,0.03,0.58,28.94
14889600.00,0.000550,2.75,0.05,0.03,0.58,28.94
14893200.00,0.000521,2.75,0.05,0.03,0.58,28.94
14896800.00,0.000494,2.75,0.05,0.03,0.58,28.94
14900400.00,0.000496,2.75,0.05,0.03,0.58,28.94
14904000.00,0.000472,2.75,0.05,0.03,0.58,28.94
14907600.00,0.000462,2.75,0.08,0.03,0.58,28.94
14911200.00,0.000442,2.75,0.08,0.03,0.58,28.94
14914800.00,0.000441,2.75,0.18,0.03,0.58,28.94
14918400.00,0.000424,2.75,0.18,0.03,0.58,28.94
14922000.00,0.000458,2.75,0.18,0.03,0.58,28.94
14925600.00,0.000491,2.75,0.18,0.03,0.58,28.94
14929200.00,0.000499,2.75,0.08,0.03,0.58,28.94
14932800.00,0.000494,2.75,0.08,0.03,0.58,28.94
14936400.00,0.000489,2.75,0.05,0.03,0.58,28.94
14940000.00,0.000502,2.75,0.05,0.03,0.58,28.94
14943600.00,0.000500,2.75,0.05,0.03,0.58,28.94
14947200.00,0.000498,2.75,0.05,0.03,0.58,28.94
14950800.00,0.000481,2.75,0.05,0.03,0.58,28.94
14954400.00,0.000480,2.75,0.05,0.03,0.58,28.94
14958000.00,0.000481,2.75,0.05,0.03,0.58,28.94
14961600.00,0.000470,2.75,0.05,0.03,0.58,28.94
14965200.00,0.000408,2.75,0.05,0.03,0.58,28.94
14968800.00,0.000271,2.75,0.05,0.03,0.58,28.94
14972400.00,0.000285,2.75,0.05,0.03,0.58,28.94
14976000.00,0.000304,2.75,0.05,0.03,0.58,28.94
14979600.00,0.000367,2.75,0.05,0.03,0.58,28.94
14983200.00,0.000377,2.75,0.05,0.03,0.58,28.94
14986800.00,0.000320,2.75,0.05,0.03,0.58,28.94
14990400.00,0.000300,2.75,0.05,0.03,0.58,28.94
14994000.00,0.000330,2.75,0.08,0.03,0.58,28.94
14997600.00,0.000372,2.75,0.08,0.03,0.58,28.94
15001200.00,0.000409,2.75,0.18,0.03,0.58,28.94
15004800.00,0.000426,2.75,0.18,0.03,0.58,28.94
15008400.00,0.000461,2.75,0.18,0.03,0.58,28.94
15012000.00,0.000508,2.75,0.18,0.03,0.58,28.94
15015600.00,0.000534,2.75,0.08,0.03,0.58,28.94
15019200.00,0.000508,2.75,0.08,0.03,0.58,28.94
15022800.00,0.000506,2.75,0.05,0.03,0.58,28.94
15026400.00,0.000495,2.75,0.05,0.03,0.58,28.94
15030000.00,0.000502,2.75,0.05,0.03,0.58,28.94
15033600.00,0.000489,2.75,0.05,0.03,0.58,28.94
15037200.00,0.000534,2.75,0.05,0.03,0.58,28.94
15040800.00,0.000521,2.75,0.05,0.03,0.58,28.94
15044400.00,0.000442,2.75,0.05,0.03,0.58,28.94
15048000.00,0.000514,2.75,0.05,0.03,0.58,28.94
15051600.00,0.000315,2.75,0.05,0.03,0.58,28.94
15055200.00,0.000298,2.75,0.05,0.03,0.58,28.94
15058800.00,0.000347,2.75,0.05,0.03,0.58,28.94
15062400.00,0.000538,2.75,0.05,0.03,0.58,28.94
15066000.00,0.000611,2.75,0.05,0.03,0.58,28.94
15069600.00,0.000623,2.75,0.05,0.03,0.58,28.94
15073200.00,0.000628,2.75,0.05,0.03,0.58,28.94
15076800.00,0.000619,2.75,0.05,0.03,0.58,28.94
15080400.00,0.000622,2.75,0.08,0.03,0.58,28.94
15084000.00,0.000622,2.75,0.08,0.03,0.58,28.94
15087600.00,0.000618,2.75,0.18,0.03,0.58,28.94
15091200.00,0.000632,2.75,0.18,0.03,0.58,28.94
15094800.00,0.000629,2.75,0.18,0.03,0.58,28.94
15098400.00,0.000582,2.75,0.18,0.03,0.58,28.94
15102000.00,0.000535,2.75,0.08,0.03,0.58,28.94
15105600.00,0.000617,2.75,0.08,0.03,0.58,28.94
15109200.00,0.000646,2.75,0.05,0.03,0.58,28.94
15112800.00,0.000668,2.75,0.05,0.03,0.58,28.94
15116400.00,0.000624,2.75,0.05,0.03,0.58,28.94
15120000.00,0.000658,2.75,0.05,0.03,0.58,28.94
15123600.00,0.000583,2.75,0.05,0.03,0.58,28.94
15127200.00,0.000609,2.75,0.05,0.03,0.58,28.94
15130800.00,0.000658,2.75,0.05,0.03,0.58,28.94
15134400.00,0.000627,2.75,0.05,0.03,0.58,28.94
15138000.00,0.000573,2.75,0.05,0.03,0.58,28.94
15141600.00,0.000557,2.75,0.05,0.03,0.58,28.94
15145200.00,0.000623,2.75,0.05,0.03,0.58,28.94
15148800.00,0.000639,2.75,0.05,0.03,0.58,28.94
15152400.00,0.000617,2.75,0.05,0.03,0.58,28.94
15156000.00,0.000578,2.75,0.05,0.03,0.58,28.94
15159600.00,0.000562,2.75,0.05,0.03,0.58,28.94
15163200.00,0.000557,2.75,0.05,0.03,0.58,28.94
15166800.00,0.000508,2.75,0.08,0.03,0.58,28.94
15170400.00,0.000512,2.75,0.08,0.03,0.58,28.94
15174000.00,0.000503,2.75,0.18,0.03,0.58,28.94
15177600.00,0.000472,2.75,0.18,0.03,0.58,28.94
15181200.00,0.000502,2.75,0.18,0.03,0.58,28.94
15184800.00,0.000504,2.75,0.18,0.03,0.58,28.94
15188400.00,0.000564,2.75,0.08,0.03,0.58,28.94
15192000.00,0.000520,2.75,0.08,0.03,0.58,28.94
15195600.00,0.000541,2.75,0.05,0.03,0.58,28.94
15199200.00,0.000511,2.75,0.05,0.03,0.58,28.94
15202800.00,0.000512,2.75,0.05,0.03,0.58,28.94
15206400.00,0.000524,2.75,0.05,0.03,0.58,28.94
15210000.00,0.000570,2.75,0.05,0.03,0.58,28.94
15213600.00,0.000536,2.75,0.05,0.03,0.58,28.94
15217200.00,0.000563,2.75,0.05,0.03,0.58,28.94
15220800.00,0.000521,2.75,0.05,0.03,0.58,28.94
15224400.00,0.000603,2.75,0.05,0.03,0.58,28.94
15228000.00,0.000654,2.75,0.05,0.03,0.58,28.94
15231600.00,0.000620,2.75,0.05,0.03,0.58,28.94
15235200.00,0.000564,2.75,0.05,0.03,0.58,28.94
15238800.00,0.000486,2.75,0.05,0.03,0.58,28.94
15242400.00,0.000461,2.75,0.05,0.03,0.58,28.94
15246000.00,0.000446,2.75,0.05,0.03,0.58,28.94
15249600.00,0.000428,2.75,0.05,0.03,0.58,28.94
15253200.00,0.000433,2.75,0.08,0.03,0.58,28.94
15256800.00,0.000419,2.75,0.08,0.03,0.58,28.94
15260400.00,0.000413,2.75,0.18,0.03,0.58,28.94
15264000.00,0.000428,2.75,0.18,0.03,0.58,28.94
15267600.00,0.000453,2.75,0.18,0.03,0.58,28.94
15271200.00,0.000477,2.75,0.18,0.03,0.58,28.94
15274800.00,0.000498,2.75,0.08,0.03,0.58,28.94
15278400.00,0.000489,2.75,0.08,0.03,0.58,28.94
15282000.00,0.000491,2.75,0.05,0.03,0.58,28.94
15285600.00,0.000509,2.75,0.05,0.03,0.58,28.94
15289200.00,0.000537,2.75,0.05,0.03,0.58,28.94
15292800.00,0.000544,2.75,0.05,0.03,0.58,28.94
15296400.00,0.000551,2.75,0.05,0.03,0.58,28.94
15300000.00,0.000526,2.75,0.05,0.03,0.58,28.94
15303600.00,0.000479,2.75,0.05,0.03,0.58,28.94
15307200.00,0.000509,2.75,0.05,0.03,0.58,28.94
15310800.00,0.000422,2.75,0.05,0.03,0.58,28.94
15314400.00,0.000402,2.75,0.05,0.03,0.58,28.94
15318000.00,0.000397,2.75,0.05,0.03,0.58,28.94
15321600.00,0.000393,2.75,0.05,0.03,0.58,28.94
15325200.00,0.000413,2.75,0.05,0.03,0.58,28.94
15328800.00,0.000503,2.75,0.05,0.03,0.58,28.94
15332400.00,0.000508,2.75,0.05,0.03,0.58,28.94
15336000.00,0.000549,2.75,0.05,0.03,0.58,28.94
15339600.00,0.000511,2.75,0.08,0.03,0.58,28.94
15343200.00,0.000497,2.75,0.08,0.03,0.58,28.94
15346800.00,0.000471,2.75,0.18,0.03,0.58,28.94
15350400.00,0.000447,2.75,0.18,0.03,0.58,28.94
15354000.00,0.000512,2.75,0.18,0.03,0.58,28.94
15357600.00,0.000527,2.75,0.18,0.03,0.58,28.94
15361200.00,0.000528,2.75,0.08,0.03,0.58,28.94
15364800.00,0.000542,2.75,0.08,0.03,0.58,28.94
15368400.00,0.000558,2.75,0.05,0.03,0.58,28.94
15372000.00,0.000534,2.75,0.05,0.03,0.58,28.94
15375600.00,0.000617,2.75,0.05,0.03,0.58,28.94
15379200.00,0.000599,2.75,0.05,0.03,0.58,28.94
15382800.00,0.000420,2.75,0.05,0.03,0.58,28.94
15386400.00,0.000539,2.75,0.05,0.03,0.58,28.94
15390000.00,0.000561,2.75,0.05,0.03,0.58,28.94
15393600.00,0.000551,2.75,0.05,0.03,0.58,28.94
15397200.00,0.000504,2.75,0.05,0.03,0.58,28.94
15400800.00,0.000469,2.75,0.05,0.03,0.58,28.94
15404400.00,0.000512,2.75,0.05,0.03,0.58,28.94
15408000.00,0.000539,2.75,0.05,0.03,0.58,28.94
15411600.00,0.000541,2.75,0.05,0.03,0.58,28.94
15415200.00,0.000573,2.75,0.05,0.03,0.58,28.94
15418800.00,0.000546,2.75,0.05,0.03,0.58,28.94
15422400.00,0.000476,2.75,0.05,0.03,0.58,28.94
15426000.00,0.000484,2.75,0.08,0.03,0.58,28.94
15429600.00,0.000460,2.75,0.08,0.03,0.58,28.94
15433200.00,0.000529,2.75,0.18,0.03,0.58,28.94
15436800.00,0.000571,2.75,0.18,0.03,0.58,28.94
15440400.00,0.000524,2.75,0.18,0.03,0.58,28.94
15444000.00,0.000659,2.75,0.18,0.03,0.58,28.94
15447600.00,0.000720,2.75,0.08,0.03,0.58,28.94
15451200.00,0.000675,2.75,0.08,0.03,0.58,28.94
15454800.00,0.000697,2.75,0.05,0.03,0.58,28.94
15458400.00,0.000790,2.75,0.05,0.03,0.58,28.94
15462000.00,0.000805,2.75,0.05,0.03,0.58,28.94
15465600.00,0.000771,2.75,0.05,0.03,0.58,28.94
15469200.00,0.000722,2.75,0.05,0.03,0.58,28.94
15472800.00,0.000782,2.75,0.05,0.03,0.58,28.94
15476400.00,0.000818,2.75,0.05,0.03,0.58,28.94
15480000.00,0.000732,2.75,0.05,0.03,0.58,28.94
15483600.00,0.000743,2.75,0.05,0.03,0.58,28.94
15487200.00,0.000678,2.75,0.05,0.03,0.58,28.94
15490800.00,0.000649,2.75,0.05,0.03,0.58,28.94
15494400.00,0.000640,2.75,0.05,0.03,0.58,28.94
15498000.00,0.000636,2.75,0.05,0.03,0.58,28.94
15501600.00,0.000599,2.75,0.05,0.03,0.58,28.94
15505200.00,0.000595,2.75,0.05,0.03,0.58,28.94
15508800.00,0.000595,2.75,0.05,0.03,0.58,28.94
15512400.00,0.000614,2.75,0.08,0.03,0.58,28.94
15516000.00,0.000609,2.75,0.08,0.03,0.58,28.94
15519600.00,0.000720,2.75,0.18,0.03,0.58,28.94
15523200.00,0.000657,2.75,0.18,0.03,0.58,28.94
15526800.00,0.000561,2.75,0.18,0.03,0.58,28.94
15530400.00,0.000559,2.75,0.18,0.03,0.58,28.94
15534000.00,0.000580,2.75,0.08,0.03,0.58,28.94
15537600.00,0.000556,2.75,0.08,0.03,0.58,28.94
15541200.00,0.000588,2.75,0.05,0.03,0.58,28.94
15544800.00,0.000667,2.75,0.05,0.03,0.58,28.94
15548400.00,0.000752,2.75,0.05,0.03,0.58,28.94
15552000.00,0.000833,2.75,0.05,0.03,0.58,28.94
15555600.00,0.000771,2.75,0.05,0.03,0.58,28.94
15559200.00,0.000792,2.75,0.05,0.03,0.58,28.94
15562800.00,0.000782,2.75,0.05,0.03,0.58,28.94
15566400.00,0.000747,2.75,0.05,0.03,0.58,28.94
15570000.00,0.000619,2.75,0.05,0.03,0.58,28.94
15573600.00,0.000637,2.75,0.05,0.03,0.58,28.94
15577200.00,0.000629,2.75,0.05,0.03,0.58,28.94
15580800.00,0.000616,2.75,0.05,0.03,0.58,28.94
15584400.00,0.000623,2.75,0.05,0.03,0.58,28.94
15588000.00,0.000641,2.75,0.05,0.03,0.58,28.94
15591600.00,0.000617,2.75,0.05,0.03,0.58,28.94
15595200.00,0.000634,2.75,0.05,0.03,0.58,28.94
15598800.00,0.000585,2.75,0.08,0.03,0.58,28.94
15602400.00,0.000612,2.75,0.08,0.03,0.58,28.94
15606000.00,0.000496,2.75,0.18,0.03,0.58,28.94
15609600.00,0.000501,2.75,0.18,0.03,0.58,28.94
15613200.00,0.000569,2.75,0.18,0.03,0.58,28.94
15616800.00,0.000631,2.75,0.18,0.03,0.58,28.94
15620400.00,0.000612,2.75,0.08,0.03,0.58,28.94
15624000.00,0.000653,2.75,0.08,0.03,0.58,28.94
15627600.00,0.000680,2.75,0.05,0.03,0.58,28.94
15631200.00,0.000594,2.75,0.05,0.03,0.58,28.94
15634800.00,0.000609,2.75,0.05,0.03,0.58,28.94
15638400.00,0.000693,2.75,0.05,0.03,0.58,28.94
15642000.00,0.000743,2.75,0.05,0.03,0.58,28.94
15645600.00,0.000699,2.75,0.05,0.03,0.58,28.94
15649200.00,0.000729,2.75,0.05,0.03,0.58,28.94
15652800.00,0.000774,2.75,0.05,0.03,0.58,28.94
15656400.00,0.000728,2.75,0.05,0.03,0.58,28.94
15660000.00,0.000689,2.75,0.05,0.03,0.58,28.94
15663600.00,0.000662,2.75,0.05,0.03,0.58,28.94
15667200.00,0.000655,2.75,0.05,0.03,0.58,28.94
15670800.00,0.000648,2.75,0.05,0.03,0.58,28.94
15674400.00,0.000594,2.75,0.05,0.03,0.58,28.94
15678000.00,0.000512,2.75,0.05,0.03,0.58,28.94
15681600.00,0.000425,2.75,0.05,0.03,0.58,28.94
15685200.00,0.000440,2.75,0.08,0.03,0.58,28.94
15688800.00,0.000497,2.75,0.08,0.03,0.58,28.94
15692400.00,0.000507,2.75,0.18,0.03,0.58,28.94
15696000.00,0.000527,2.75,0.18,0.03,0.58,28.94
15699600.00,0.000627,2.75,0.18,0.03,0.58,28.94
