Time,CO2_ele,CO2_gas,Ele_buy,Ele_sell,Gas_buy,Dem_cha
6001200.00,0.000167,2.75,0.05,0.03,0.58,22.79
6004800.00,0.000164,2.75,0.05,0.03,0.58,22.79
6008400.00,0.000159,2.75,0.06,0.03,0.58,22.79
6012000.00,0.000176,2.75,0.06,0.03,0.58,22.79
6015600.00,0.000161,2.75,0.11,0.03,0.58,22.79
6019200.00,0.000175,2.75,0.11,0.03,0.58,22.79
6022800.00,0.000273,2.75,0.11,0.03,0.58,22.79
6026400.00,0.000306,2.75,0.11,0.03,0.58,22.79
6030000.00,0.000293,2.75,0.06,0.03,0.58,22.79
6033600.00,0.000317,2.75,0.06,0.03,0.58,22.79
6037200.00,0.000305,2.75,0.05,0.03,0.58,22.79
6040800.00,0.000232,2.75,0.05,0.03,0.58,22.79
6044400.00,0.000216,2.75,0.05,0.03,0.58,22.79
6048000.00,0.000238,2.75,0.05,0.03,0.58,22.79
6051600.00,0.000264,2.75,0.05,0.03,0.58,22.79
6055200.00,0.000339,2.75,0.05,0.03,0.58,22.79
6058800.00,0.000399,2.75,0.05,0.03,0.58,22.79
6062400.00,0.000416,2.75,0.05,0.03,0.58,22.79
6066000.00,0.000498,2.75,0.05,0.03,0.58,22.79
6069600.00,0.000551,2.75,0.05,0.03,0.58,22.79
6073200.00,0.000418,2.75,0.05,0.03,0.58,22.79
6076800.00,0.000562,2.75,0.05,0.03,0.58,22.79
6080400.00,0.000332,2.75,0.05,0.03,0.58,22.79
6084000.00,0.000273,2.75,0.05,0.03,0.58,22.79
6087600.00,0.000267,2.75,0.05,0.03,0.58,22.79
6091200.00,0.000283,2.75,0.05,0.03,0.58,22.79
6094800.00,0.000281,2.75,0.06,0.03,0.58,22.79
6098400.00,0.000276,2.75,0.06,0.03,0.58,22.79
6102000.00,0.000288,2.75,0.11,0.03,0.58,22.79
6105600.00,0.000314,2.75,0.11,0.03,0.58,22.79
6109200.00,0.000444,2.75,0.11,0.03,0.58,22.79
6112800.00,0.000425,2.75,0.11,0.03,0.58,22.79
6116400.00,0.000269,2.75,0.06,0.03,0.58,22.79
6120000.00,0.000244,2.75,0.06,0.03,0.58,22.79
6123600.00,0.000200,2.75,0.05,0.03,0.58,22.79
6127200.00,0.000200,2.75,0.05,0.03,0.58,22.79
6130800.00,0.000196,2.75,0.05,0.03,0.58,22.79
6134400.00,0.000200,2.75,0.05,0.03,0.58,22.79
6138000.00,0.000199,2.75,0.05,0.03,0.58,22.79
6141600.00,0.000200,2.75,0.05,0.03,0.58,22.79
6145200.00,0.000199,2.75,0.05,0.03,0.58,22.79
6148800.00,0.000199,2.75,0.05,0.03,0.58,22.79
6152400.00,0.000205,2.75,0.05,0.03,0.58,22.79
6156000.00,0.000365,2.75,0.05,0.03,0.58,22.79
6159600.00,0.000397,2.75,0.05,0.03,0.58,22.79
6163200.00,0.000450,2.75,0.05,0.03,0.58,22.79
6166800.00,0.000446,2.75,0.05,0.03,0.58,22.79
6170400.00,0.000459,2.75,0.05,0.03,0.58,22.79
6174000.00,0.000459,2.75,0.05,0.03,0.58,22.79
6177600.00,0.000496,2.75,0.05,0.03,0.58,22.79
6181200.00,0.000477,2.75,0.06,0.03,0.58,22.79
6184800.00,0.000486,2.75,0.06,0.03,0.58,22.79
6188400.00,0.000483,2.75,0.11,0.03,0.58,22.79
6192000.00,0.000537,2.75,0.11,0.03,0.58,22.79
6195600.00,0.000595,2.75,0.11,0.03,0.58,22.79
6199200.00,0.000595,2.75,0.11,0.03,0.58,22.79
6202800.00,0.000573,2.75,0.06,0.03,0.58,22.79
6206400.00,0.000462,2.75,0.06,0.03,0.58,22.79
6210000.00,0.000464,2.75,0.05,0.03,0.58,22.79
6213600.00,0.000414,2.75,0.05,0.03,0.58,22.79
6217200.00,0.000370,2.75,0.05,0.03,0.58,22.79
6220800.00,0.000291,2.75,0.05,0.03,0.58,22.79
6224400.00,0.000297,2.75,0.05,0.03,0.58,22.79
6228000.00,0.000475,2.75,0.05,0.03,0.58,22.79
6231600.00,0.000545,2.75,0.05,0.03,0.58,22.79
6235200.00,0.000383,2.75,0.05,0.03,0.58,22.79
6238800.00,0.000477,2.75,0.05,0.03,0.58,22.79
6242400.00,0.000491,2.75,0.05,0.03,0.58,22.79
6246000.00,0.000446,2.75,0.05,0.03,0.58,22.79
6249600.00,0.000511,2.75,0.05,0.03,0.58,22.79
6253200.00,0.000495,2.75,0.05,0.03,0.58,22.79
6256800.00,0.000475,2.75,0.05,0.03,0.58,22.79
6260400.00,0.000480,2.75,0.05,0.03,0.58,22.79
6264000.00,0.000382,2.75,0.05,0.03,0.58,22.79
6267600.00,0.000276,2.75,0.06,0.03,0.58,22.79
6271200.00,0.000217,2.75,0.06,0.03,0.58,22.79
6274800.00,0.000238,2.75,0.11,0.03,0.58,22.79
6278400.00,0.000237,2.75,0.11,0.03,0.58,22.79
6282000.00,0.000470,2.75,0.11,0.03,0.58,22.79
6285600.00,0.000475,2.75,0.11,0.03,0.58,22.79
6289200.00,0.000384,2.75,0.06,0.03,0.58,22.79
6292800.00,0.000314,2.75,0.06,0.03,0.58,22.79
6296400.00,0.000225,2.75,0.05,0.03,0.58,22.79
6300000.00,0.000221,2.75,0.05,0.03,0.58,22.79
6303600.00,0.000223,2.75,0.05,0.03,0.58,22.79
6307200.00,0.000269,2.75,0.05,0.03,0.58,22.79
6310800.00,0.000260,2.75,0.05,0.03,0.58,22.79
6314400.00,0.000242,2.75,0.05,0.03,0.58,22.79
6318000.00,0.000278,2.75,0.05,0.03,0.58,22.79
6321600.00,0.000376,2.75,0.05,0.03,0.58,22.79
6325200.00,0.000522,2.75,0.05,0.03,0.58,22.79
6328800.00,0.000514,2.75,0.05,0.03,0.58,22.79
6332400.00,0.000498,2.75,0.05,0.03,0.58,22.79
6336000.00,0.000506,2.75,0.05,0.03,0.58,22.79
6339600.00,0.000485,2.75,0.05,0.03,0.58,22.79
6343200.00,0.000457,2.75,0.05,0.03,0.58,22.79
6346800.00,0.000461,2.75,0.05,0.03,0.58,22.79
6350400.00,0.000472,2.75,0.05,0.03,0.58,22.79
6354000.00,0.000459,2.75,0.06,0.03,0.58,22.79
6357600.00,0.000442,2.75,0.06,0.03,0.58,22.79
6361200.00,0.000440,2.75,0.11,0.03,0.58,22.79
6364800.00,0.000493,2.75,0.11,0.03,0.58,22.79
6368400.00,0.000610,2.75,0.11,0.03,0.58,22.79
6372000.00,0.000592,2.75,0.11,0.03,0.58,22.79
6375600.00,0.000525,2.75,0.06,0.03,0.58,22.79
6379200.00,0.000522,2.75,0.06,0.03,0.58,22.79
6382800.00,0.000508,2.75,0.05,0.03,0.58,22.79
6386400.00,0.000481,2.75,0.05,0.03,0.58,22.79
6390000.00,0.000411,2.75,0.05,0.03,0.58,22.79
6393600.00,0.000302,2.75,0.05,0.03,0.58,22.79
6397200.00,0.000218,2.75,0.05,0.03,0.58,22.79
6400800.00,0.000218,2.75,0.05,0.03,0.58,22.79
6404400.00,0.000220,2.75,0.05,0.03,0.58,22.79
6408000.00,0.000220,2.75,0.05,0.03,0.58,22.79
6411600.00,0.000354,2.75,0.05,0.03,0.58,22.79
6415200.00,0.000334,2.75,0.05,0.03,0.58,22.79
6418800.00,0.000196,2.75,0.05,0.03,0.58,22.79
6422400.00,0.000226,2.75,0.05,0.03,0.58,22.79
6426000.00,0.000199,2.75,0.05,0.03,0.58,22.79
6429600.00,0.000271,2.75,0.05,0.03,0.58,22.79
6433200.00,0.000416,2.75,0.05,0.03,0.58,22.79
6436800.00,0.000456,2.75,0.05,0.03,0.58,22.79
6440400.00,0.000485,2.75,0.06,0.03,0.58,22.79
6444000.00,0.000484,2.75,0.06,0.03,0.58,22.79
6447600.00,0.000489,2.75,0.11,0.03,0.58,22.79
6451200.00,0.000522,2.75,0.11,0.03,0.58,22.79
6454800.00,0.000593,2.75,0.11,0.03,0.58,22.79
6458400.00,0.000566,2.75,0.11,0.03,0.58,22.79
6462000.00,0.000570,2.75,0.06,0.03,0.58,22.79
6465600.00,0.000541,2.75,0.06,0.03,0.58,22.79
6469200.00,0.000512,2.75,0.05,0.03,0.58,22.79
6472800.00,0.000532,2.75,0.05,0.03,0.58,22.79
6476400.00,0.000490,2.75,0.05,0.03,0.58,22.79
6480000.00,0.000383,2.75,0.05,0.03,0.58,22.79
6483600.00,0.000371,2.75,0.05,0.03,0.58,22.79
6487200.00,0.000441,2.75,0.05,0.03,0.58,22.79
6490800.00,0.000426,2.75,0.05,0.03,0.58,22.79
6494400.00,0.000624,2.75,0.05,0.03,0.58,22.79
6498000.00,0.000601,2.75,0.05,0.03,0.58,22.79
6501600.00,0.000517,2.75,0.05,0.03,0.58,22.79
6505200.00,0.000432,2.75,0.05,0.03,0.58,22.79
6508800.00,0.000481,2.75,0.05,0.03,0.58,22.79
6512400.00,0.000486,2.75,0.05,0.03,0.58,22.79
6516000.00,0.000490,2.75,0.05,0.03,0.58,22.79
6519600.00,0.000489,2.75,0.05,0.03,0.58,22.79
6523200.00,0.000424,2.75,0.05,0.03,0.58,22.79
6526800.00,0.000331,2.75,0.06,0.03,0.58,22.79
6530400.00,0.000284,2.75,0.06,0.03,0.58,22.79
6534000.00,0.000272,2.75,0.11,0.03,0.58,22.79
6537600.00,0.000431,2.75,0.11,0.03,0.58,22.79
6541200.00,0.000633,2.75,0.11,0.03,0.58,22.79
6544800.00,0.000618,2.75,0.11,0.03,0.58,22.79
6548400.00,0.000597,2.75,0.06,0.03,0.58,22.79
6552000.00,0.000594,2.75,0.06,0.03,0.58,22.79
6555600.00,0.000627,2.75,0.05,0.03,0.58,22.79
6559200.00,0.000604,2.75,0.05,0.03,0.58,22.79
6562800.00,0.000574,2.75,0.05,0.03,0.58,22.79
6566400.00,0.000443,2.75,0.05,0.03,0.58,22.79
6570000.00,0.000293,2.75,0.05,0.03,0.58,22.79
6573600.00,0.000306,2.75,0.05,0.03,0.58,22.79
6577200.00,0.000248,2.75,0.05,0.03,0.58,22.79
6580800.00,0.000310,2.75,0.05,0.03,0.58,22.79
6584400.00,0.000323,2.75,0.05,0.03,0.58,22.79
6588000.00,0.000307,2.75,0.05,0.03,0.58,22.79
6591600.00,0.000253,2.75,0.05,0.03,0.58,22.79
6595200.00,0.000265,2.75,0.05,0.03,0.58,22.79
6598800.00,0.000292,2.75,0.05,0.03,0.58,22.79
6602400.00,0.000245,2.75,0.05,0.03,0.58,22.79
6606000.00,0.000202,2.75,0.05,0.03,0.58,22.79
6609600.00,0.000169,2.75,0.05,0.03,0.58,22.79
6613200.00,0.000158,2.75,0.06,0.03,0.58,22.79
6616800.00,0.000157,2.75,0.06,0.03,0.58,22.79
6620400.00,0.000153,2.75,0.11,0.03,0.58,22.79
6624000.00,0.000199,2.75,0.11,0.03,0.58,22.79
6627600.00,0.000208,2.75,0.11,0.03,0.58,22.79
6631200.00,0.000199,2.75,0.11,0.03,0.58,22.79
6634800.00,0.000273,2.75,0.06,0.03,0.58,22.79
6638400.00,0.000249,2.75,0.06,0.03,0.58,22.79
6642000.00,0.000200,2.75,0.05,0.03,0.58,22.79
6645600.00,0.000201,2.75,0.05,0.03,0.58,22.79
6649200.00,0.000196,2.75,0.05,0.03,0.58,22.79
6652800.00,0.000186,2.75,0.05,0.03,0.58,22.79
6656400.00,0.000188,2.75,0.05,0.03,0.58,22.79
6660000.00,0.000194,2.75,0.05,0.03,0.58,22.79
6663600.00,0.000196,2.75,0.05,0.03,0.58,22.79
6667200.00,0.000194,2.75,0.05,0.03,0.58,22.79
6670800.00,0.000204,2.75,0.05,0.03,0.58,22.79
6674400.00,0.000189,2.75,0.05,0.03,0.58,22.79
6678000.00,0.000196,2.75,0.05,0.03,0.58,22.79
6681600.00,0.000176,2.75,0.05,0.03,0.58,22.79
6685200.00,0.000178,2.75,0.05,0.03,0.58,22.79
6688800.00,0.000157,2.75,0.05,0.03,0.58,22.79
6692400.00,0.000157,2.75,0.05,0.03,0.58,22.79
6696000.00,0.000159,2.75,0.05,0.03,0.58,22.79
6699600.00,0.000163,2.75,0.06,0.03,0.58,22.79
6703200.00,0.000149,2.75,0.06,0.03,0.58,22.79
6706800.00,0.000147,2.75,0.11,0.03,0.58,22.79
6710400.00,0.000181,2.75,0.11,0.03,0.58,22.79
6714000.00,0.000199,2.75,0.11,0.03,0.58,22.79
6717600.00,0.000200,2.75,0.11,0.03,0.58,22.79
6721200.00,0.000212,2.75,0.06,0.03,0.58,22.79
6724800.00,0.000213,2.75,0.06,0.03,0.58,22.79
6728400.00,0.000200,2.75,0.05,0.03,0.58,22.79
6732000.00,0.000199,2.75,0.05,0.03,0.58,22.79
6735600.00,0.000201,2.75,0.05,0.03,0.58,22.79
6739200.00,0.000228,2.75,0.05,0.03,0.58,22.79
6742800.00,0.000217,2.75,0.05,0.03,0.58,22.79
6746400.00,0.000247,2.75,0.05,0.03,0.58,22.79
6750000.00,0.000369,2.75,0.05,0.03,0.58,22.79
6753600.00,0.000439,2.75,0.05,0.03,0.58,22.79
6757200.00,0.000241,2.75,0.05,0.03,0.58,22.79
6760800.00,0.000462,2.75,0.05,0.03,0.58,22.79
6764400.00,0.000496,2.75,0.05,0.03,0.58,22.79
6768000.00,0.000439,2.75,0.05,0.03,0.58,22.79
6771600.00,0.000336,2.75,0.05,0.03,0.58,22.79
6775200.00,0.000408,2.75,0.05,0.03,0.58,22.79
6778800.00,0.000406,2.75,0.05,0.03,0.58,22.79
6782400.00,0.000400,2.75,0.05,0.03,0.58,22.79
6786000.00,0.000459,2.75,0.06,0.03,0.58,22.79
6789600.00,0.000472,2.75,0.06,0.03,0.58,22.79
6793200.00,0.000506,2.75,0.11,0.03,0.58,22.79
6796800.00,0.000491,2.75,0.11,0.03,0.58,22.79
6800400.00,0.000543,2.75,0.11,0.03,0.58,22.79
6804000.00,0.000456,2.75,0.11,0.03,0.58,22.79
6807600.00,0.000450,2.75,0.06,0.03,0.58,22.79
6811200.00,0.000420,2.75,0.06,0.03,0.58,22.79
6814800.00,0.000467,2.75,0.05,0.03,0.58,22.79
6818400.00,0.000354,2.75,0.05,0.03,0.58,22.79
6822000.00,0.000396,2.75,0.05,0.03,0.58,22.79
6825600.00,0.000329,2.75,0.05,0.03,0.58,22.79
6829200.00,0.000333,2.75,0.05,0.03,0.58,22.79
6832800.00,0.000303,2.75,0.05,0.03,0.58,22.79
6836400.00,0.000337,2.75,0.05,0.03,0.58,22.79
6840000.00,0.000358,2.75,0.05,0.03,0.58,22.79
6843600.00,0.000355,2.75,0.05,0.03,0.58,22.79
6847200.00,0.000353,2.75,0.05,0.03,0.58,22.79
6850800.00,0.000338,2.75,0.05,0.03,0.58,22.79
6854400.00,0.000208,2.75,0.05,0.03,0.58,22.79
6858000.00,0.000176,2.75,0.05,0.03,0.58,22.79
6861600.00,0.000173,2.75,0.05,0.03,0.58,22.79
6865200.00,0.000176,2.75,0.05,0.03,0.58,22.79
6868800.00,0.000185,2.75,0.05,0.03,0.58,22.79
6872400.00,0.000190,2.75,0.06,0.03,0.58,22.79
6876000.00,0.000188,2.75,0.06,0.03,0.58,22.79
6879600.00,0.000198,2.75,0.11,0.03,0.58,22.79
6883200.00,0.000231,2.75,0.11,0.03,0.58,22.79
6886800.00,0.000418,2.75,0.11,0.03,0.58,22.79
6890400.00,0.000407,2.75,0.11,0.03,0.58,22.79
6894000.00,0.000397,2.75,0.06,0.03,0.58,22.79
6897600.00,0.000389,2.75,0.06,0.03,0.58,22.79
6901200.00,0.000352,2.75,0.05,0.03,0.58,22.79
6904800.00,0.000379,2.75,0.05,0.03,0.58,22.79
6908400.00,0.000364,2.75,0.05,0.03,0.58,22.79
6912000.00,0.000280,2.75,0.05,0.03,0.58,22.79
6915600.00,0.000281,2.75,0.05,0.03,0.58,22.79
6919200.00,0.000299,2.75,0.05,0.03,0.58,22.79
6922800.00,0.000281,2.75,0.05,0.03,0.58,22.79
6926400.00,0.000338,2.75,0.05,0.03,0.58,22.79
6930000.00,0.000337,2.75,0.05,0.03,0.58,22.79
6933600.00,0.000385,2.75,0.05,0.03,0.58,22.79
6937200.00,0.000438,2.75,0.05,0.03,0.58,22.79
6940800.00,0.000282,2.75,0.05,0.03,0.58,22.79
6944400.00,0.000276,2.75,0.05,0.03,0.58,22.79
6948000.00,0.000248,2.75,0.05,0.03,0.58,22.79
6951600.00,0.000244,2.75,0.05,0.03,0.58,22.79
6955200.00,0.000239,2.75,0.05,0.03,0.58,22.79
6958800.00,0.000284,2.75,0.06,0.03,0.58,22.79
6962400.00,0.000310,2.75,0.06,0.03,0.58,22.79
6966000.00,0.000292,2.75,0.11,0.03,0.58,22.79
6969600.00,0.000405,2.75,0.11,0.03,0.58,22.79
6973200.00,0.000463,2.75,0.11,0.03,0.58,22.79
6976800.00,0.000467,2.75,0.11,0.03,0.58,22.79
6980400.00,0.000467,2.75,0.06,0.03,0.58,22.79
6984000.00,0.000452,2.75,0.06,0.03,0.58,22.79
6987600.00,0.000450,2.75,0.05,0.03,0.58,22.79
6991200.00,0.000430,2.75,0.05,0.03,0.58,22.79
6994800.00,0.000396,2.75,0.05,0.03,0.58,22.79
6998400.00,0.000361,2.75,0.05,0.03,0.58,22.79
7002000.00,0.000334,2.75,0.05,0.03,0.58,22.79
7005600.00,0.000271,2.75,0.05,0.03,0.58,22.79
7009200.00,0.000268,2.75,0.05,0.03,0.58,22.79
7012800.00,0.000268,2.75,0.05,0.03,0.58,22.79
7016400.00,0.000269,2.75,0.05,0.03,0.58,22.79
7020000.00,0.000455,2.75,0.05,0.03,0.58,22.79
7023600.00,0.000512,2.75,0.05,0.03,0.58,22.79
7027200.00,0.000538,2.75,0.05,0.03,0.58,22.79
7030800.00,0.000547,2.75,0.05,0.03,0.58,22.79
7034400.00,0.000557,2.75,0.05,0.03,0.58,22.79
7038000.00,0.000534,2.75,0.05,0.03,0.58,22.79
7041600.00,0.000534,2.75,0.05,0.03,0.58,22.79
7045200.00,0.000585,2.75,0.06,0.03,0.58,22.79
7048800.00,0.000550,2.75,0.06,0.03,0.58,22.79
7052400.00,0.000574,2.75,0.11,0.03,0.58,22.79
7056000.00,0.000606,2.75,0.11,0.03,0.58,22.79
7059600.00,0.000680,2.75,0.11,0.03,0.58,22.79
7063200.00,0.000701,2.75,0.11,0.03,0.58,22.79
7066800.00,0.000708,2.75,0.06,0.03,0.58,22.79
7070400.00,0.000716,2.75,0.06,0.03,0.58,22.79
7074000.00,0.000722,2.75,0.05,0.03,0.58,22.79
7077600.00,0.000784,2.75,0.05,0.03,0.58,22.79
7081200.00,0.000782,2.75,0.05,0.03,0.58,22.79
7084800.00,0.000775,2.75,0.05,0.03,0.58,22.79
7088400.00,0.000785,2.75,0.05,0.03,0.58,22.79
7092000.00,0.000814,2.75,0.05,0.03,0.58,22.79
7095600.00,0.000805,2.75,0.05,0.03,0.58,22.79
7099200.00,0.000783,2.75,0.05,0.03,0.58,22.79
7102800.00,0.000786,2.75,0.05,0.03,0.58,22.79
7106400.00,0.000698,2.75,0.05,0.03,0.58,22.79
7110000.00,0.000608,2.75,0.05,0.03,0.58,22.79
7113600.00,0.000585,2.75,0.05,0.03,0.58,22.79
7117200.00,0.000577,2.75,0.05,0.03,0.58,22.79
7120800.00,0.000583,2.75,0.05,0.03,0.58,22.79
7124400.00,0.000588,2.75,0.05,0.03,0.58,22.79
7128000.00,0.000588,2.75,0.05,0.03,0.58,22.79
7131600.00,0.000587,2.75,0.06,0.03,0.58,22.79
7135200.00,0.000581,2.75,0.06,0.03,0.58,22.79
7138800.00,0.000584,2.75,0.11,0.03,0.58,22.79
7142400.00,0.000637,2.75,0.11,0.03,0.58,22.79
7146000.00,0.000673,2.75,0.11,0.03,0.58,22.79
7149600.00,0.000723,2.75,0.11,0.03,0.58,22.79
7153200.00,0.000639,2.75,0.06,0.03,0.58,22.79
7156800.00,0.000618,2.75,0.06,0.03,0.58,22.79
7160400.00,0.000543,2.75,0.05,0.03,0.58,22.79
7164000.00,0.000432,2.75,0.05,0.03,0.58,22.79
7167600.00,0.000366,2.75,0.05,0.03,0.58,22.79
7171200.00,0.000349,2.75,0.05,0.03,0.58,22.79
7174800.00,0.000559,2.75,0.05,0.03,0.58,22.79
7178400.00,0.000596,2.75,0.05,0.03,0.58,22.79
7182000.00,0.000621,2.75,0.05,0.03,0.58,22.79
7185600.00,0.000635,2.75,0.05,0.03,0.58,22.79
7189200.00,0.000640,2.75,0.05,0.03,0.58,22.79
7192800.00,0.000579,2.75,0.05,0.03,0.58,22.79
7196400.00,0.000472,2.75,0.05,0.03,0.58,22.79
7200000.00,0.000514,2.75,0.05,0.03,0.58,22.79
7203600.00,0.000505,2.75,0.05,0.03,0.58,22.79
7207200.00,0.000501,2.75,0.05,0.03,0.58,22.79
7210800.00,0.000512,2.75,0.05,0.03,0.58,22.79
7214400.00,0.000514,2.75,0.05,0.03,0.58,22.79
7218000.00,0.000545,2.75,0.06,0.03,0.58,22.79
7221600.00,0.000532,2.75,0.06,0.03,0.58,22.79
7225200.00,0.000466,2.75,0.11,0.03,0.58,22.79
7228800.00,0.000545,2.75,0.11,0.03,0.58,22.79
7232400.00,0.000588,2.75,0.11,0.03,0.58,22.79
7236000.00,0.000358,2.75,0.11,0.03,0.58,22.79
7239600.00,0.000275,2.75,0.06,0.03,0.58,22.79
7243200.00,0.000262,2.75,0.06,0.03,0.58,22.79
7246800.00,0.000270,2.75,0.05,0.03,0.58,22.79
7250400.00,0.000268,2.75,0.05,0.03,0.58,22.79
7254000.00,0.000265,2.75,0.05,0.03,0.58,22.79
7257600.00,0.000272,2.75,0.05,0.03,0.58,22.79
7261200.00,0.000364,2.75,0.05,0.03,0.58,22.79
7264800.00,0.000413,2.75,0.05,0.03,0.58,22.79
7268400.00,0.000490,2.75,0.05,0.03,0.58,22.79
7272000.00,0.000509,2.75,0.05,0.03,0.58,22.79
7275600.00,0.000719,2.75,0.05,0.03,0.58,22.79
7279200.00,0.000735,2.75,0.05,0.03,0.58,22.79
7282800.00,0.000674,2.75,0.05,0.03,0.58,22.79
7286400.00,0.000641,2.75,0.05,0.03,0.58,22.79
7290000.00,0.000623,2.75,0.05,0.03,0.58,22.79
7293600.00,0.000615,2.75,0.05,0.03,0.58,22.79
7297200.00,0.000592,2.75,0.05,0.03,0.58,22.79
7300800.00,0.000604,2.75,0.05,0.03,0.58,22.79
7304400.00,0.000602,2.75,0.06,0.03,0.58,22.79
7308000.00,0.000573,2.75,0.06,0.03,0.58,22.79
7311600.00,0.000545,2.75,0.11,0.03,0.58,22.79
7315200.00,0.000571,2.75,0.11,0.03,0.58,22.79
7318800.00,0.000536,2.75,0.11,0.03,0.58,22.79
7322400.00,0.000453,2.75,0.11,0.03,0.58,22.79
7326000.00,0.000227,2.75,0.06,0.03,0.58,22.79
7329600.00,0.000223,2.75,0.06,0.03,0.58,22.79
7333200.00,0.000223,2.75,0.05,0.03,0.58,22.79
7336800.00,0.000221,2.75,0.05,0.03,0.58,22.79
7340400.00,0.000225,2.75,0.05,0.03,0.58,22.79
7344000.00,0.000232,2.75,0.05,0.03,0.58,22.79
7347600.00,0.000237,2.75,0.05,0.03,0.58,22.79
7351200.00,0.000233,2.75,0.05,0.03,0.58,22.79
7354800.00,0.000243,2.75,0.05,0.03,0.58,22.79
7358400.00,0.000252,2.75,0.05,0.03,0.58,22.79
7362000.00,0.000231,2.75,0.05,0.03,0.58,22.79
7365600.00,0.000228,2.75,0.05,0.03,0.58,22.79
7369200.00,0.000215,2.75,0.05,0.03,0.58,22.79
7372800.00,0.000212,2.75,0.05,0.03,0.58,22.79
7376400.00,0.000190,2.75,0.05,0.03,0.58,22.79
7380000.00,0.000185,2.75,0.05,0.03,0.58,22.79
7383600.00,0.000159,2.75,0.05,0.03,0.58,22.79
7387200.00,0.000157,2.75,0.05,0.03,0.58,22.79
7390800.00,0.000154,2.75,0.06,0.03,0.58,22.79
7394400.00,0.000150,2.75,0.06,0.03,0.58,22.79
7398000.00,0.000153,2.75,0.11,0.03,0.58,22.79
7401600.00,0.000168,2.75,0.11,0.03,0.58,22.79
7405200.00,0.000215,2.75,0.11,0.03,0.58,22.79
7408800.00,0.000220,2.75,0.11,0.03,0.58,22.79
7412400.00,0.000224,2.75,0.06,0.03,0.58,22.79
7416000.00,0.000229,2.75,0.06,0.03,0.58,22.79
7419600.00,0.000233,2.75,0.05,0.03,0.58,22.79
7423200.00,0.000222,2.75,0.05,0.03,0.58,22.79
7426800.00,0.000253,2.75,0.05,0.03,0.58,22.79
7430400.00,0.000211,2.75,0.05,0.03,0.58,22.79
7434000.00,0.000298,2.75,0.05,0.03,0.58,22.79
7437600.00,0.000259,2.75,0.05,0.03,0.58,22.79
7441200.00,0.000268,2.75,0.05,0.03,0.58,22.79
7444800.00,0.000266,2.75,0.05,0.03,0.58,22.79
7448400.00,0.000257,2.75,0.05,0.03,0.58,22.79
7452000.00,0.000222,2.75,0.05,0.03,0.58,22.79
7455600.00,0.000244,2.75,0.05,0.03,0.58,22.79
7459200.00,0.000232,2.75,0.05,0.03,0.58,22.79
7462800.00,0.000252,2.75,0.05,0.03,0.58,22.79
7466400.00,0.000275,2.75,0.05,0.03,0.58,22.79
7470000.00,0.000304,2.75,0.05,0.03,0.58,22.79
7473600.00,0.000353,2.75,0.05,0.03,0.58,22.79
7477200.00,0.000376,2.75,0.06,0.03,0.58,22.79
7480800.00,0.000427,2.75,0.06,0.03,0.58,22.79
7484400.00,0.000441,2.75,0.11,0.03,0.58,22.79
7488000.00,0.000530,2.75,0.11,0.03,0.58,22.79
7491600.00,0.000636,2.75,0.11,0.03,0.58,22.79
7495200.00,0.000527,2.75,0.11,0.03,0.58,22.79
7498800.00,0.000470,2.75,0.06,0.03,0.58,22.79
7502400.00,0.000358,2.75,0.06,0.03,0.58,22.79
7506000.00,0.000374,2.75,0.05,0.03,0.58,22.79
7509600.00,0.000324,2.75,0.05,0.03,0.58,22.79
7513200.00,0.000282,2.75,0.05,0.03,0.58,22.79
7516800.00,0.000493,2.75,0.05,0.03,0.58,22.79
7520400.00,0.000612,2.75,0.05,0.03,0.58,22.79
7524000.00,0.000678,2.75,0.05,0.03,0.58,22.79
7527600.00,0.000695,2.75,0.05,0.03,0.58,22.79
7531200.00,0.000673,2.75,0.05,0.03,0.58,22.79
7534800.00,0.000606,2.75,0.05,0.03,0.58,22.79
7538400.00,0.000510,2.75,0.05,0.03,0.58,22.79
7542000.00,0.000497,2.75,0.05,0.03,0.58,22.79
7545600.00,0.000502,2.75,0.05,0.03,0.58,22.79
7549200.00,0.000504,2.75,0.05,0.03,0.58,22.79
7552800.00,0.000503,2.75,0.05,0.03,0.58,22.79
7556400.00,0.000509,2.75,0.05,0.03,0.58,22.79
7560000.00,0.000481,2.75,0.05,0.03,0.58,22.79
7563600.00,0.000489,2.75,0.06,0.03,0.58,22.79
7567200.00,0.000484,2.75,0.06,0.03,0.58,22.79
7570800.00,0.000458,2.75,0.11,0.03,0.58,22.79
7574400.00,0.000524,2.75,0.11,0.03,0.58,22.79
7578000.00,0.000544,2.75,0.11,0.03,0.58,22.79
7581600.00,0.000488,2.75,0.11,0.03,0.58,22.79
7585200.00,0.000238,2.75,0.06,0.03,0.58,22.79
7588800.00,0.000220,2.75,0.06,0.03,0.58,22.79
7592400.00,0.000227,2.75,0.05,0.03,0.58,22.79
7596000.00,0.000225,2.75,0.05,0.03,0.58,22.79
7599600.00,0.000330,2.75,0.05,0.03,0.58,22.79
7603200.00,0.000377,2.75,0.05,0.03,0.58,22.79
7606800.00,0.000318,2.75,0.05,0.03,0.58,22.79
7610400.00,0.000604,2.75,0.05,0.03,0.58,22.79
7614000.00,0.000341,2.75,0.05,0.03,0.58,22.79
7617600.00,0.000281,2.75,0.05,0.03,0.58,22.79
