Time,heatingGroupFmu.mSteDem,heatingGroupFmu.absChiOn,heatingGroupFmu.pSteTur,heatingGroupFmu.pGasTur,heatingGroupFmu.pGenTot,heatingGroupFmu.mSteBoi,heatingGroupFmu.mSteChp,heatingGroupFmu.mFueChp,heatingGroupFmu.mFueBoi,heatingGroupFmu.qAbsChi,heatingGroupFmu.boilerFWPum.boi.y,heatingGroupFmu.preChp.p,heatingGroupFmu.preBoi.p,heatingGroupFmu.ext,heatingGroupFmu.yChp,heatingGroupFmu.TAmb,heatingGroupFmu.boilerFWPum.port_a.p,heatingGroupFmu.chp.botCycExp.Qboi,heatingGroupFmu.chp.botCycExp.QsteAbs,heatingGroupFmu.chp.botCycExp.Qlos,heatingGroupFmu.chp.botCycExp.exhQ.y,heatingGroupFmu.qFueChp,qUse,qUseSum
2.57E+07,9.459543,0,4966860.5,11245637,16212498,4.603224,4.856346,0.7323538,0.2399354,0,0.17718773,899292.1,899612.44,1,0.9949859,281.44836,101325,11393986,0,-5732251.5,22093098,34870293.83,22093098,22093098
2.57E+07,9.3740635,0,4960013.5,11211166,16171179,4.527633,4.846557,0.73118967,0.23627217,0,0.17448251,898568.6,898878.94,1,0.99194527,281.45087,101325,11376537,0,-5729252.5,22065804,34814864.95,22065804,22065803
2.57E+07,8.333093,0,4947042,11121596,16068638,3.5130239,4.820245,0.7271174,0.18322685,0,0.13530955,899840.8,900036.06,1,0.98819625,282.56296,101325,11311993,0,-5689378,21948412,34620967.88,21948412,21948413
2.57E+07,7.122463,0,4902539,10822306,15724845,2.4080503,4.714604,0.7114181,0.12560064,0,0.09275368,900223.8,900330.56,1,0.9837456,287.56674,101325,11063878,0,-5518009,21484426,33873461.41,21484426,21484426
2.57E+07,5.811485,1,4868497,1.07E+07,15529326,5.819379,-0.007891038,0.7038782,0.3031048,10916093,0.22383712,899620,900127.94,1,0.9786013,289.85825,101325,0,10916093,-5439385,21223974,33514456.61,21223974,21223975
2.57E+07,6.0629754,1,4843214,1.05E+07,15392513,6.065002,-0.001887007,0.6991472,0.3166243,10822257,0.23382103,897831.3,898383.1,1,0.9727727,290.95294,101325,0,10822257,-5398705,21064176,33289194.78,21064176,21064176
2.57E+07,4.8411994,1,4827797.5,10478773,15306571,4.8418045,-0.000598365,0.6967238,0.25215822,10782348,0.18621406,899757.25,900110.4,1,0.96627027,290.9532,101325,0,10782348,-5391827.5,21001974,33173807.01,21001974,21001973
2.57E+07,5.048686,1,4800376.5,10353493,1.52E+07,5.0487604,-4.79E-05,0.69140285,0.26338488,10683952,0.19450472,898111.44,898494.6,1,0.95910585,292.05313,101325,0,10683952,-5349018,20833346,32920455.3,20833346,20833346.5
2.57E+07,4.8211427,1,4783709.5,10269373,15053083,4.8211637,-4.44E-05,0.688445,0.25131524,10641955,0.18559153,898643.06,898993.3,1,0.95129234,292.04785,101325,0,10641955,-5340431.5,20766096,32779620.23,20766096,20766096
2.57E+07,5.0204,1,4778527,1.02E+07,15003527,5.0203767,1.01E-05,0.6878791,0.26183277,10658241,0.19335853,898118.44,898497.44,1,0.9428439,290.94672,101325,0,10658241,-5366247,20803014,32752675.47,20803014,20803015
2.57E+07,5.0985727,1,4751689.5,10080861,14832551,5.098385,8.43E-06,0.68173474,0.26553762,10563651,0.19609447,898192.1,898582.75,1,0.9337757,292.034,101325,0,10563651,-5320393.5,20635734,32460117.91,20635734,20635734
2.57E+07,6.5896,1,4767609.5,10093165,14860775,6.589554,1.60E-05,0.6848531,0.34399205,10680032,0.2540316,896252.2,896903.5,1,0.9241043,289.23395,101325,0,10680032,-5400096.5,20847738,32608595.5,20847738,20847738
2.57E+07,6.516684,1,4783367.5,10106498,14889865,6.516873,-0.000109916,0.687926,0.33996102,10798634,0.25105476,898048,898685.06,1,0.913847,286.44052,101325,0,10798634,-5480336,21062338,32754908.56,21062338,21062337.5
2.57E+07,5.9517784,1,4786113,10037938,14824051,5.9516034,-5.81E-05,0.6863618,0.30975127,10839643,0.22874542,898677.6,899208.94,1,0.90302247,285.34372,101325,0,10839643,-5503280.5,21129038,32680430.75,21129038,21129036.5
2.57E+07,8.004346,0,4791225.5,9962176,14753401,3.3663683,4.637852,0.6856765,0.17576934,0,0.12980232,896398.06,896579.44,1,0.8916502,284.24377,101325,10887791,0,-5524161.5,21203178,32647800.87,21203178,21203178
2.57E+07,8.761773,0,4786705.5,9828973,14615678,4.1254416,4.636276,0.6824913,0.21521086,0,0.15892912,897686.5,897947,1,0.8797508,284.2494,101325,10881235,0,-5506567.5,21174508,32496140.76,21174508,21174508
2.57E+07,9.070686,0,4787094.5,9712764,14499858,4.425442,4.6452236,0.68040484,0.23080906,0,0.17044811,898136.06,898433.2,1,0.86734575,283.74963,101325,10901356,0,-5505721.5,21194172,32396796.05,21194172,21194172
2.57E+07,9.188227,0,4744793.5,9400969,14145762,4.6285095,4.5597553,0.6669925,0.24145329,0,0.17830867,898312.56,898636.25,1,0.8544575,287.5446,101325,10701926,0,-5354689,20801408,31758180.9,20801408,20801408.5
2.57E+07,8.877139,0,4755659.5,9323876,14079535,4.2848096,4.592397,0.66735363,0.22347808,0,0.16503431,898929.3,899208.9,1,0.8411093,285.93854,101325,10777737,0,-5390182.5,20923578,31775375.74,20923578,20923579
2.58E+07,8.383834,0,4773428.5,9265005,14038434,3.743071,4.6406903,0.6691791,0.19499274,0,0.14399843,899228.44,899446.75,1,0.8273252,283.74023,101325,10886319,0,-5447904,21107652,31862293.67,21107652,21107651.5
2.58E+07,9.05641,0,4761961,9084223,13846185,4.431172,4.625085,0.6636194,0.2309981,0,0.1705877,897651.75,897949.6,1,0.8131303,284.25974,101325,1.09E+07,0,-5408563,21022134,31597574.11,21022134,21022134
2.58E+07,10.16834,0,4716006.5,8785727,13501733,5.6253023,4.5430493,0.65021753,0.29359585,0,0.21681495,896918.44,897393.2,1,0.7985502,287.54788,101325,10665797,0,-5267028,20648832,30959457.47,20648832,20648831.5
2.58E+07,9.880916,0,4706912,8641651,13348564,5.33502,4.5458794,0.6466886,0.2781345,0,0.20539702,898591.06,899018.3,1,0.7836112,287.04663,101325,10666114,0,-5254951.5,20627978,30791431,20627978,20627977.5
2.58E+07,10.0422325,0,4698364.5,8497044,13195408,5.494908,4.547274,0.6431899,0.2865087,0,0.21158123,898034.75,898487.8,1,0.7683403,286.44687,101325,10670064,0,-5245950,20614378,30624843.9,20614378,20614378.5
2.58E+07,10.4242735,0,4682134.5,8324644.5,13006779,5.891637,4.532752,0.6378186,0.3074755,0,0.22706482,897689.6,898210.3,1,0.7527651,286.45084,101325,1.06E+07,0,-5214443.5,20538098,30369094.82,20538098,20538098
2.58E+07,9.4190035,0,4652326.5,8107450.5,12759777,4.921985,4.4972715,0.62926626,0.25683472,0,0.18966755,899522.1,899886.75,1,0.7369138,287.55173,101325,10556881,0,-5142340.5,20351548,29961883.7,20351548,20351548
2.58E+07,7.5063343,0,4674026.5,8053162.5,12727189,2.9477692,4.55869,0.6322797,0.15349305,0,0.113351695,900981.06,901126.6,1,0.72081506,284.2523,101325,10693314,0,-5231285.5,20598626,30105365.64,20598626,20598626
2.58E+07,6.8694844,1,4630564.5,7790900.5,12421465,6.8887205,-0.019211652,0.6203462,0.3589638,10552279,0.26508793,898708.1,899419.94,1,0.70449793,286.45,101325,0,10552279,-5117460,20300304,29537163.97,20300304,20300303.5
2.58E+07,6.7837243,1,4607296.5,7608363.5,1.22E+07,6.788563,-0.004919691,0.6138951,0.35383812,10509684,0.2613027,897955.06,898646.3,1,0.6879919,286.45,101325,0,10509684,-5078475,20195454,29230001.29,20195454,20195455.5
2.58E+07,7.4347563,0,4581892.5,7424065.5,12005958,2.975611,4.459028,0.6071454,0.15514052,0,0.11456832,898021.6,898169.4,1,0.6713269,286.45007,101325,10463021,0,-5036869,20081782,28908621.08,20081782,20081782.5
2.58E+07,8.25977,0,4542185,7200977,11743162,3.844861,4.414893,0.5972044,0.20065159,0,0.14817737,897633.9,897862.94,1,0.6545329,287.55548,101325,1.04E+07,0,-4953973.5,19859148,28435290.3,19859148,19859148.5
2.58E+07,8.217765,0,4508143,6995520,11503663,3.8340902,4.3837295,0.5883803,0.20000081,0,0.1476968,898645.75,898873.6,1,0.63764036,288.15112,101325,10288247,0,-4889604,19685994,28015139.6,19685994,19685994
2.58E+07,7.8302865,0,4509943.5,6880095,11390039,3.4212375,4.40905,0.5868068,0.178331,0,0.13169405,899142.56,899329,1,0.62067974,285.94702,101325,10344971,0,-4929406,1.98E+07,27940218.98,19784320,19784320.5
2.58E+07,7.8814907,0,4468348.5,6657461.5,1.11E+07,3.5158985,4.3655596,0.57616943,0.18331558,0,0.13537507,898613.56,898809.06,1,0.6036818,287.04446,101325,10243812,0,-4845988.5,19558148,27433731.24,19558148,19558149
2.58E+07,8.144875,0,4435909.5,6521392,10957302,3.7993019,4.3454633,0.5674446,0.19802125,0,0.14623493,898227,898451.2,1,0.5866772,285.3461,101325,10194802,0,-4853157,19483868,27018307.18,19483868,19483868.5
2.58E+07,8.994186,0,4338526,6347284,1.07E+07,4.761384,4.232693,0.5520988,0.24831441,0,0.18337548,897267.1,897609,1,0.56969666,284.84836,101325,9932211,0,-4814278,19085016,26287632.26,19085016,19085015
2.58E+07,9.722237,0,4210252.5,6158787.5,1.04E+07,5.638372,4.083801,0.5362643,0.29408064,0,0.21717298,897128.75,897605.7,1,0.5527709,284.8455,101325,9583198,0,-4763101,18556552,25533688.38,18556552,18556551.5
2.58E+07,10.109025,0,3919708,6018252,9937960,6.312361,3.7966778,0.5126171,0.32927915,0,0.24316639,897262.1,897859.8,1,0.5359305,283.1428,101325,8910206,0,-4772878,17602792,24407750.6,17602792,17602792
2.58E+07,9.940861,0,3668205.2,5854963.5,9523169,6.351689,3.5891576,0.5002627,0.33117527,0,0.24456663,897978.9,898584,1,0.5192059,282.04312,101325,8420531,0,-4783462,16872198,23819508.2,16872198,16872198.2
2.58E+07,10.090115,0,3531107.8,5704713,9235821,6.590556,3.4995553,0.4930801,0.34370324,0,0.25381833,897708.6,898360.1,1,0.5026274,280.3429,101325,8212320.5,0,-4808937,16552365,23477515.88,16552365,16552365.3
2.58E+07,10.1083355,0,3280736,5483235.5,8763971,6.8343062,3.2740638,0.4655337,0.35645664,0,0.26323646,897699.6,898400.25,1,0.4862248,282.03394,101325,7683681,0,-4687308.5,15651726,22165921.59,15651726,15651725.5
2.58E+07,9.818737,0,3221808,5357102,8578910,6.5515127,3.2672565,0.4605127,0.3416392,0,0.25229406,898336.1,898980,1,0.4700279,279.23392,101325,7667231,0,-4739321,1.56E+07,21926851.7,15628360,15628360
2.58E+07,9.600746,0,3225933.8,5229776,8455710,6.299611,3.3011248,0.45060486,0.3284488,0,0.24255319,898214.44,898809.75,1,0.4540659,276.43405,101325,7745121,0,-4765769,15736824,21455099.8,15736824,15736823.8
2.58E+07,9.732182,0,2896799,5058099.5,7954898.5,6.658085,3.0740454,0.43059137,0.34716597,0,0.2563755,897469.1,898134.06,1,0.4383677,275.9491,101325,7211611.5,0,-4749210.5,14857621,20502177.49,14857621,14857621
2.58E+07,10.112584,0,2576233.2,4880379,7456612,7.2562237,2.8562975,0.40992254,0.37838578,0,0.27943072,897084.94,897874.75,1,0.42296162,275.9468,101325,6701503,0,-4715574.5,1.40E+07,19518051.82,13993310,13993310.7
2.58E+07,10.559484,0,2339470,4725598,7065068,7.848675,2.7108107,0.39115244,0.40938586,0,0.30232367,896906.1,897830.1,1,0.40787557,274.84552,101325,6362542.5,0,-4707873,13409886,18624332.28,13409886,13409885.5
2.58E+07,10.470804,0,2244162.8,4564891,6809053.5,7.825607,2.6451812,0.3777495,0.40805095,0,0.30133787,897604.9,898523.5,1,0.39313677,274.25,101325,6206287,0,-4668113,13118563,17986164.69,13118563,13118562.8
2.59E+07,10.606093,0,2201729.8,4398093.5,6599823,8.002791,2.6033957,0.37079608,0.4174692,0,0.30829307,897313.25,898273.9,1,0.37877187,274.25,101325,6111847.5,0,-4616807,12930384,17655084.55,12930384,12930384.3
2.59E+07,9.934136,0,2161286.5,4235938,6397224.5,7.366075,2.5679908,0.36378065,0.38388738,0,0.28349355,898402.06,899215.94,1,0.36480686,274.25006,101325,6021139,0,-4566764.5,1.27E+07,17321051.87,12749190,12749190
2.59E+07,10.656263,0,2166353.8,4052830.8,6219184.5,8.126666,2.5294461,0.35594854,0.42372343,0,0.3129117,896573.56,897564.2,1,0.35126692,275.9662,101325,5934096,0,-4454376,12554826,16948133.78,12554826,12554825.8
2.59E+07,11.737586,0,2221187.8,3845160.5,6066348.5,9.249171,2.4884439,0.347183,0.48258203,0,0.35637766,895809.8,897093,1,0.3381766,279.86584,101325,5844400,0,-4269912.5,1.23E+07,16530771.36,12335500,12335500.3
2.59E+07,11.319367,0,2232568,3670931.2,5903499,8.865253,2.4541366,0.33926308,0.4622538,0,0.34136564,897643.9,898822.75,1,0.32555953,282.06653,101325,5757745,0,-4152585.8,12142899,16153672.29,12142899,12142898.8
2.59E+07,11.187695,0,2266454.5,3483806,5750260.5,8.777403,2.4107575,0.3307308,0.45837525,0,0.33850142,897425.9,898581.5,1,0.31343848,285.36563,101325,5670275,0,-4004066.8,11940796,15747416.31,11940796,11940796.3
2.59E+07,7.3229856,0,2275967.5,3320646.8,5596614.5,4.937445,2.3857768,0.322809,0.25702795,0,0.18981025,902738.3,903105.2,1,0.3018354,287.55914,101325,5589586.5,0,-3897433.2,11762987,15370227.73,11762987,11762987.2
2.59E+07,6.10885,1,2266104.8,3182139.5,5448244,6.113778,-0.004880091,0.3173849,0.3185865,5514837.5,0.23527007,899440.25,900000.94,1,0.29077125,288.75323,101325,0,5514837.5,-3823264.8,11604207,15111964.63,11604207,11604207.1
2.59E+07,5.9095397,1,2243798.8,3060849.8,5304648.5,5.910687,-0.00113308,0.31270808,0.3082034,5445539,0.22760235,898344.1,898868.2,1,0.28026602,289.2534,101325,0,5445539,-3772151.2,11461489,14889282.52,11461489,11461489
2.59E+07,5.83,1,2224367.2,2945117.5,5169485,5.8302712,-0.00026974,0.3080657,0.30401897,5378891.5,0.22451223,898227,898736.9,1,0.2703387,289.85315,101325,0,5378891.5,-3720517.2,11323776,14668240.24,11323776,11323775.9
2.59E+07,5.8315535,1,2205047,2837575.5,5042622.5,5.831577,-5.75E-05,0.30356118,0.30404237,5316958.5,0.22452952,898126.8,898636.94,1,0.26100728,290.3529,101325,0,5316958.5,-3674045.2,11196051,14453762.02,11196051,11196050.7
2.59E+07,6.104545,1,2189522.2,2735978,4925500,6.1044154,2.08E-05,0.29915363,0.3182115,5259071,0.23499314,897731.9,898290.8,1,0.25228855,290.9514,101325,0,5259071,-3627085.2,11075678,14243900.94,11075678,11075678.4
2.59E+07,6.8899426,1,2106562,2686826.5,4793388.5,6.8899093,1.76E-05,0.2962509,0.35947958,5225500,0.26546884,896957.7,897669.75,1,0.24419832,287.53735,101325,0,5225500,-3696436.5,11028499,14105690.35,11028499,11028498.5
2.59E+07,6.876432,1,2042584.4,2631788.5,4674373,6.8765717,-5.52E-05,0.29319805,0.35874224,5186225,0.26492432,897878.94,898588.25,1,0.2367512,285.33734,101325,0,5186225,-3736550.8,1.10E+07,13960331.95,10965360,10965360.2
2.59E+07,6.264317,1,1978844.4,2582405.8,4561250,6.2643075,-6.28E-05,0.29028866,0.32635236,5149235,0.241005,898684.4,899273,1,0.22996065,283.13736,101325,0,5149235,-3780016.8,10908096,13821804.26,10908096,10908096.2
2.59E+07,7.018002,0,1925669.2,2529953.2,4455622.5,4.7048206,2.312996,0.28725138,0.26807803,0,0.19797052,947292.25,947626.25,1,0.22383894,281.4425,101325,5112587.5,0,-3810172.5,1.08E+07,13677187.21,10848430,10848429.2
2.59E+07,8.3982725,0,1910661.9,2468336.8,4378998.5,6.2366023,2.1616678,0.28403512,0.3255151,0,0.24038671,896450.6,897034.06,1,0.21839714,281.45425,101325,5078362.5,0,-3789940.8,10778965,13524048.2,10778965,10778965.2
2.59E+07,8.099942,0,1933411.2,2399027.2,4332438.5,5.9486494,2.1513011,0.2807302,0.31016153,0,0.2290484,898430,898960.75,1,0.21364509,283.15384,101325,5047319.5,0,-3720554.8,10701285,13366687.74,10701285,10701285.5
2.59E+07,8.089079,0,1909209.4,2359074.5,4268284,5.9489446,2.140154,0.2783853,0.31025273,0,0.22911572,898110,898640.9,1,0.20959136,282.5362,101325,5022693,0,-3724616,10656518,13255037.67,10656518,10656518.4
2.59E+07,7.9254494,0,1841919.5,2345301.5,4187221,5.794655,2.1308987,0.27691737,0.30228916,0,0.2232348,898339.1,898842.8,1,0.2062433,279.83664,101325,5002658.5,0,-3795703.8,10640282,13185143.66,10640282,10640281.8
2.59E+07,7.1381564,0,1783126,2335432.2,4118558.2,5.013492,2.1247199,0.2757443,0.26136446,0,0.19301268,899237.9,899615.8,1,0.20360696,277.53687,101325,4984389,0,-3858961,10626476,13129289.1,10626476,10626476
2.59E+07,6.823918,1,1727088.2,2332449.8,4059538,6.829304,-0.005457853,0.2749719,0.3559024,4968679,0.26282716,898199.6,898899.2,1,0.20168708,275.33884,101325,0,4968679,-3923401.5,10619169,13092512.05,10619169,10619168.7
2.59E+07,7.5002303,0,1712247.8,2322822.2,4035070,5.3874755,2.1127489,0.27428153,0.2810546,0,0.20755346,897481.44,897917.06,1,0.20048717,274.8453,101325,4960006.5,0,-3935182,10607436,13059640.77,10607436,10607436.3
2.59E+07,7.543746,0,1684905,2326731.5,4011636.5,5.431541,2.1121204,0.27419868,0.28313884,0,0.20909265,898177.25,898620,1,0.20000936,273.74576,101325,4954257,0,-3970124.5,10609286,13055695.95,10609286,10609286.5
2.59E+07,8.202623,0,1697513,2325262.2,4022775.2,6.0875826,2.114766,0.274255,0.31718722,0,0.23423673,897276.56,897832.44,1,0.20025453,274.24823,101325,4957116.5,0,-3954198.2,10608828,13058377.57,10608828,10608827.7
2.59E+07,10.384843,0,1659389.9,2351192.8,4010582.8,8.2735815,2.1111128,0.27526888,0.4316766,0,0.31878495,894919.2,895945.94,1,0.20122226,272.5479,101325,4958475,0,-4015461.5,10633326,13106652.45,10633326,10633326.4
2.59E+07,11.212389,0,1693242.5,2360293.8,4053536.2,9.096623,2.1159034,0.27612707,0.47474125,0,0.3505874,896226.56,897467.8,1,0.20291075,273.76755,101325,4972788.5,0,-3980529.5,1.06E+07,13147514.31,10646560,10646560.5
2.59E+07,9.894695,0,1788706.8,2354706.8,4143413.5,7.7656574,2.129183,0.27684566,0.4048992,0,0.29901037,899099.1,900003.7,1,0.20531699,277.5754,101325,4995248,0,-3864123.8,10648079,13181729.26,10648079,10648078.6
2.60E+07,8.973771,0,1906685.5,2345800.5,4252486,6.8369145,2.1370096,0.277656,0.3565624,0,0.26331455,898932.8,899633.94,1,0.20843661,282.5671,101325,5015529,0,-3719476.8,10641692,13220312.78,10641692,10641691.3
2.60E+07,7.899423,0,1964315,2364762.8,4329077.5,5.7522774,2.1471827,0.27931687,0.29980332,0,0.22139905,899388.75,899885.1,1,0.21226399,284.86478,101325,5035417.5,0,-3663352,10663084,13299393.45,10663084,10663084.5
2.60E+07,7.7991347,0,2029363.8,2385006.2,4414370,5.6447177,2.1544385,0.28110966,0.29437014,0,0.21738677,898314.44,898792.44,1,0.2167922,287.56238,101325,5055958.5,0,-3599085.5,10684408,13384755.35,10684408,10684407.8
2.60E+07,7.6474614,0,2066764.5,2429657.5,4496422,5.4811254,2.1663911,0.28377098,0.28588298,0,0.21111915,898424.5,898875.3,1,0.22201304,288.7539,101325,5084938,0,-3583043.5,10734746,13511471.44,10734746,10734746
2.60E+07,7.206711,0,2092559.2,2489169.8,4581729,5.025375,2.1814156,0.28695923,0.26208717,0,0.19354638,898874,899253.75,1,0.22791709,289.25,101325,5119619,0,-3589713.2,10801891,13663276.78,10801891,10801891.4
2.60E+07,6.6389613,1,2111064.5,2560995,4672059.5,6.644121,-0.005126302,0.2905517,0.34638822,5159867.5,0.2558011,898564.4,899226.56,1,0.23449369,289.25003,101325,0,5159867.5,-3612720.2,10883652,13834328.64,10883652,10883652.2
2.60E+07,6.459827,1,2131480.8,2640106,4771587,6.461067,-0.001234172,0.2943775,0.33689758,5204425.5,0.24879245,898168.44,898794.56,1,0.24173094,289.2436,101325,0,5204425.5,-3638196,10974102,14016490.29,10974102,10974102.3
2.60E+07,6.4334636,1,2112666.8,2752879,4865545.5,6.433668,-0.00028499,0.29922512,0.335356,5261263,0.24765402,897983.3,898604.2,1,0.24961576,287.0373,101325,0,5261263,-3730547.2,11104477,14247304.86,11104477,11104477
2.60E+07,7.0336375,0,2094552.9,2876153,4970706,4.718015,2.3155534,0.30439943,0.2274037,0,0.16793332,924760.44,925096.25,1,0.2581339,284.8371,101325,5323006.5,0,-3828113.2,11245673,14493674.46,11245673,11245672.6
2.60E+07,7.6643887,0,2026482.2,3033569.8,5060052,5.3664484,2.2978332,0.31051332,0.2798258,0,0.20664603,897558.7,897990.94,1,0.26726994,280.33304,101325,5391823.5,0,-4004001.5,11422307,14784781.22,11422307,11422307.2
2.60E+07,8.41538,0,2005014.6,3170169.2,5175184,6.0925384,2.3229213,0.31585374,0.31798172,0,0.23482345,897263.8,897820.6,1,0.2770074,278.14102,101325,5456590.5,0,-4112400,11574005,15039059.98,11574005,11574005.1
2.60E+07,7.6203465,0,2009397.4,3301752.2,5311149.5,5.265088,2.355272,0.32092103,0.27441704,0,0.20265178,899218.75,899635,1,0.28732866,277.05005,101325,5524232,0,-4187860.8,1.17E+07,15280333.92,11721490,11721490.2
2.60E+07,7.67509,0,2053127.6,3420447.2,5473575,5.292065,2.3831275,0.32545114,0.27612847,0,0.20391561,898268.7,898689.2,1,0.2982151,277.55,101325,5595728,0,-4211164.5,1.19E+07,15496030.58,11860020,11860020.1
2.60E+07,6.8313866,1,2085777.1,3551568,5637345,6.8416615,-0.010280819,0.3319942,0.35644034,5668317,0.26322442,898890.56,899592.7,1,0.30964696,277.55,101325,0,5668317,-4251503,12005597,15807571.84,12005597,12005597.1
2.60E+07,7.0732937,0,2119928.2,3688708,5808636.5,4.6249266,2.4482906,0.33895007,0.24110483,0,0.17805132,898213,898536.25,1,0.3216037,277.55,101325,5743986.5,0,-4293258,12157173,16138768.63,12157173,12157172.7
2.60E+07,7.644681,0,2155769,3831619.8,5987389,5.162765,2.481804,0.34595132,0.2691854,0,0.19878829,897684.2,898084.6,1,0.3340636,277.55,101325,5823198,0,-4336729.5,12315696,16472126.15,12315696,12315696.5
2.60E+07,8.454798,0,2180807.5,3987625.8,6168433,5.937787,2.5168908,0.35319883,0.30963862,0,0.22866224,897213.94,897742.75,1,0.34700418,277.04132,101325,5906276,0,-4400170.5,12487254,16817209.09,12487254,12487254
2.60E+07,9.279191,0,2176825.2,4167915.8,6344741,6.7268434,2.552342,0.3610084,0.3509576,0,0.2591755,896998.9,897677.7,1,0.36040205,275.3404,101325,5992947.5,0,-4509947.5,1.27E+07,17189053.96,12679720,12679720.2
2.60E+07,9.137918,0,2175052.5,4353555,6528607.5,6.5466156,2.5913503,0.36878735,0.34143192,0,0.25214097,898152.06,898794.94,1,0.37423298,273.742,101325,6081977.5,0,-4620093,12877123,17559440.88,12877123,12877123
2.60E+07,8.776126,0,2230229.2,4510756,6740985,6.145188,2.6310406,0.3755207,0.3205139,0,0.23669343,898523.1,899089.56,1,0.388472,274.2482,101325,6175474,0,-4651543.5,13057247,17880042.61,13057247,13057246.7
2.60E+07,8.111041,0,2268896.5,4689175.5,6958072,5.4303236,2.680713,0.38547876,0.28303805,0,0.20901823,899088.75,899531.25,1,0.40309334,273.74893,101325,6288289,0,-4729210.5,13286396,18354185.68,13286396,13286396
2.60E+07,8.289479,0,2479105,4863397,7342502,5.463128,2.8263547,0.4064254,0.2849398,0,0.21042262,898265.2,898713,1,0.41807058,273.74942,101325,6634457.5,0,-4784460,13898023,19351539,13898023,13898022.5
2.60E+07,8.199711,0,2874266,5052564,7926830,5.1005893,3.0991294,0.42984986,0.26597765,0,0.19641943,898773.75,899164.75,1,0.4333767,273.1524,101325,7273977.5,0,-4829904.5,14978148,20466871.23,14978148,14978148
2.60E+07,8.144041,0,3194077.5,5192006,8386083.5,4.85518,3.2889867,0.44697648,0.25336748,0,0.18710707,898694.25,899049.25,1,0.44898397,275.35733,101325,7722782.5,0,-4784237.5,15701097,21282338.12,15701097,15701097.5
2.60E+07,7.11485,0,3463112.8,5353742,8816855,3.6336925,3.4812896,0.46542096,0.18946876,0,0.13991907,900069.4,900276.5,1,0.4648642,276.45435,101325,8170079.5,0,-4788350.5,16421543,22160553.59,16421543,16421542.8
2.60E+07,6.225891,1,3691196,5527008,9218204,6.2320514,-0.006055967,0.4850199,0.32494944,8598991,0.23996899,899059.5,899642.06,1,0.48098865,277.05637,101325,0,8598991,-4818341,17108528,23093737.52,17108528,17108528
2.60E+07,5.515659,1,3749161.8,5691270.5,9440432,5.5172825,-0.001515828,0.50088996,0.28772646,8695392,0.21248053,899043.75,899500.5,1,0.49732825,278.15637,101325,0,8695392,-4851594,17296148,23849374.56,17296148,17296147.8
2.60E+07,4.7699423,1,3772905,5856108.5,9629013,4.770349,-0.00039233,0.51086783,0.2485923,8719864,0.18358068,899244.56,899587.6,1,0.51385343,279.2562,101325,0,8719864,-4872456.5,17365226,24324460.86,17365226,17365225.5
2.61E+07,4.759826,1,4086859.8,6071435,10158295,4.7598767,-4.67E-05,0.5331844,0.2482232,9437605,0.18330811,898420.25,898761.9,1,0.5305343,278.14914,101325,0,9437605,-4945523.5,18469988,25387042.02,18469988,18469988.3
2.61E+07,4.730753,1,4196876,6249761,10446637,4.73075,-1.26E-05,0.5459984,0.24666205,9682781,0.18215524,898443.4,898781,1,0.54734075,278.74503,101325,0,9682781,-4975101,18854758,25997167.82,18854758,18854758
2.61E+07,4.8616214,1,4405194,6471921.5,10877115,4.8615737,1.04E-05,0.56711423,0.2534861,10249654,0.18719468,898227.56,898583.5,1,0.56424236,277.54123,101325,0,10249654,-5065505.5,19720352,27002576.95,19720352,19720353.5
2.61E+07,5.143533,1,4534202.5,6706446.5,11240649,5.143432,1.87E-05,0.58785653,0.26814196,10623645,0.19801775,897978.3,898375.8,1,0.58120865,275.94193,101325,0,10623645,-5183488.5,20341336,27990200.82,20341336,20341336
2.61E+07,5.748957,1,4594716.5,6930914.5,11525631,5.748959,1.24E-05,0.6046789,0.29998052,10787598,0.2215299,897483.94,897979.7,1,0.59820884,274.84015,101325,0,10787598,-5290559.5,20672874,28791181.14,20672874,20672874
2.61E+07,5.5697684,1,4638218,7172835,11811053,5.5698323,-5.46E-05,0.61728734,0.2904235,10927563,0.21447225,898408.44,898873.9,1,0.6152123,273.14014,101325,0,10927563,-5399796,20965578,29391519.41,20965578,20965577
2.61E+07,5.5323176,1,4677595,7416913.5,12094509,5.532268,-1.66E-06,0.6290999,0.28839406,11061603,0.21297354,898245,898704.2,1,0.63218826,271.44025,101325,0,11061603,-5507133.5,21246332,29953962.64,21246332,21246331.5
2.61E+07,5.9352155,1,4706038,7629211.5,1.23E+07,5.935062,2.93E-05,0.63757974,0.30938378,11139213,0.22847404,897628.1,898156.5,1,0.649106,270.9446,101325,0,11139213,-5567527,21412778,30357721.74,21412778,21412778
2.61E+07,6.8294783,1,4739516,7858427.5,12597943,6.8294578,1.66E-05,0.647332,0.3563721,11247609,0.26317403,896855.9,897555.5,1,0.66593504,269.8461,101325,0,11247609,-5651181.5,21638306,30822065.85,21638306,21638306.5
2.61E+07,6.739826,1,4769602,8073177.5,12842779,6.7398963,-6.54E-05,0.6555546,0.35145897,11335033,0.25954577,897986,898667.4,1,0.6826449,269.247,101325,0,11335033,-5714793.5,21819428,31213576.72,21819428,21819428.5
