Time,heatingGroupFmu.mSteDem,heatingGroupFmu.absChiOn,heatingGroupFmu.pSteTur,heatingGroupFmu.pGasTur,heatingGroupFmu.pGenTot,heatingGroupFmu.mSteBoi,heatingGroupFmu.mSteChp,heatingGroupFmu.mFueChp,heatingGroupFmu.mFueBoi,heatingGroupFmu.qAbsChi,heatingGroupFmu.boilerFWPum.boi.y,heatingGroupFmu.preChp.p,heatingGroupFmu.preBoi.p,heatingGroupFmu.ext,heatingGroupFmu.yChp,heatingGroupFmu.TAmb,heatingGroupFmu.boilerFWPum.port_a.p,heatingGroupFmu.chp.botCycExp.Qboi,heatingGroupFmu.chp.botCycExp.QsteAbs,heatingGroupFmu.chp.botCycExp.Qlos,heatingGroupFmu.chp.botCycExp.exhQ.y,heatingGroupFmu.qFueChp,qUse,qUseSum
0,15.12,0,0,7196211,7196211,12.196162,16.551176,0.6304105,0,0,0,97215.875,99447.07,0,0.6,265.35,101325,15932117,0,-5670728.5,21602846,30016365.55,21602846,21602845.5
3600.003,15.690001,0,0,7400128,7400128,8.869211,6.820704,0.63804954,0.4625188,0,0.34156135,896603.8,897783.75,0,0.617002,265.35,101325,16006166,0,-5711944,2.17E+07,30380090.8,21718110,21718110
7200.006,15.95,0,0,7633626,7633626,9.070895,6.878871,0.6482576,0.47304177,0,0.34933236,896897.94,898132.2,0,0.6339733,264.25,101325,16142836,0,-5797349,21940186,30866137.37,21940186,21940185
10800.009,16.11,0,0,7851213.5,7851213.5,9.185088,6.9248533,0.65666103,0.4789939,0,0.35372788,896969.75,898235.2,0,0.65088314,263.75,101325,16250689,0,-5858121.5,2.21E+07,31266258.28,22108810,22108810.5
14400.012,16.62,0,0,8088488.5,8088488.5,9.630474,6.989388,0.6665838,0.50221694,0,0.37087765,896400.5,897791.7,0,0.66770107,262.55,101325,16401971,0,-5946766.5,22348738,31738721.05,22348738,22348737.5
18000.014,17.1,0,0,8273101.5,8273101.5,10.085991,7.0139227,0.6716687,0.5259739,0,0.38842174,896248.2,897774.06,0,0.68439656,263.15,101325,16459509,0,-5961673,22421182,31980833.48,22421182,22421182
21600.018,17.420002,0,0,8473076,8473076,10.366143,7.0537524,0.6780168,0.5405802,0,0.3992082,896324.5,897936.4,0,0.7009396,263.15,101325,16552921,0,-5999430.5,22552352,32283091.92,22552352,22552351.5
25200.02,17.84,0,0,8689328,8689328,10.746072,7.0938535,0.6853842,0.56039405,0,0.41384035,896062.2,897794.4,0,0.7173001,262.55,101325,16647023,0,-6047354,22694378,32633883.3,22694378,22694377
28800.023,18.009998,0,0,8866050,8866050,10.905685,7.1041822,0.68950844,0.56871885,0,0.41998807,896207.5,897991.5,0,0.7334486,263.15002,101325,16670949,0,-6047160.5,2.27E+07,32830254.86,22718110,22718109.5
32400.025,17.809998,0,0,8952138,8952138,10.765291,7.0447707,0.68675166,0.5613995,0,0.41458288,896666.1,898404.5,0,0.7493559,266.45,101325,16531537,0,-5943444.5,22474982,32698993.54,22474982,22474981.5
36000.027,17.499996,0,0,9046957,9046957,10.504611,6.9954348,0.68509597,0.5478059,0,0.40454423,896910.75,898565.94,0,0.7649933,269.25003,101325,16415863,0,-5862871.5,22278734,32620159.52,22278734,22278734.5
39600.03,17.079998,0,0,9171388,9171388,10.107396,6.9726815,0.6859775,0.52708894,0,0.38924515,897202.06,898734.5,0,0.7803324,270.95,101325,16362491,0,-5825704,22188194,32662132.69,22188194,22188195
43200.035,16.959997,0,0,9252199,9252199,10.0408945,6.9191346,0.6840123,0.52362394,0,0.38668633,896872.4,898384.6,0,0.7953456,273.75003,101325,16236817,0,-5750491,21987308,32568561.65,21987308,21987308
46800.04,16.580002,0,0,9367080,9367080,9.691824,6.888269,0.68449634,0.5054192,0,0.37324247,897329.5,898738.44,0,0.81000566,275.35,101325,16164532,0,-5714651.5,21879184,32591608.73,21879184,21879183.5
50400.04,16.840002,0,0,9510983,9510983,9.96169,6.8780675,0.687087,0.519497,0,0.38363865,896507.56,897996.06,0,0.82428616,275.95,101325,16140646,0,-5712121.5,21852768,32714960.42,21852768,21852767.5
54000.043,16.970003,0,0,9671080,9671080,10.087755,6.882223,0.69091994,0.5260661,0,0.38848984,896633.06,898159.56,0,0.8381613,275.94998,101325,16150426,0,-5730337.5,21880764,32897462.02,21880764,21880763.5
57600.047,17.310003,0,0,9866442,9866442,10.394579,6.9151816,0.69713384,0.54207116,0,0.40030926,896299.9,897920.56,0,0.85160595,274.84998,101325,16227932,0,-5785923,22013856,33193330.66,22013856,22013855
61200.05,17.540003,0,0,10080063,10080063,10.575902,6.9640465,0.7045008,0.5515221,0,0.40728858,896370.9,898048.6,0,0.8645958,273.14996,101325,16342588,0,-5861280.5,22203868,33544101.09,22203868,22203868.5
64800.05,17.75,0,0,10331405,10331405,10.707414,7.0425267,0.7141351,0.55837613,0,0.41235015,896331,898050.75,0,0.8771074,270.34998,101325,16526614,0,-5973696,2.25E+07,34002828.65,22500310,22500310
68400.055,17.739996,0,0,10491971,10491971,10.6809845,7.059042,0.71823066,0.5570033,0,0.41133633,896570,898281.25,0,0.88911813,269.84998,101325,16565414,0,-6005583.5,22570998,34197834.65,22570998,22570997.5
72000.055,17.52999,0,0,10670082,10670082,10.43768,7.0923643,0.72359973,0.5443121,0,0.40196413,896886.8,898521,0,0.9006063,268.75,101325,16643536,0,-6057207.5,22700744,34453477.54,22700744,22700743.5
75600.06,16.839996,0,0,10780178,10780178,9.756119,7.084011,0.72714937,0.5087743,0,0.37572014,897685.1,899112.9,0,0.9115511,269.25,101325,16624073,0,-6052905.5,22676978,34622490.1,22676978,22676978.5
79200.06,16.64998,0,0,10902954,10902954,9.559977,7.0901055,0.7315398,0.49854058,0,0.36816275,897181.44,898552.3,0,0.92193276,269.25,101325,16638202,0,-6064994.5,22703196,34831536.04,22703196,22703196.5
82800.06,15.520015,0,0,10994839,10994839,8.438491,7.0817327,0.73426735,0.44006062,0,0.3249764,898658.3,899726.44,0,0.9317326,269.85,101325,16618831,0,-6055688,22674518,34961405.6,22674518,22674519
86400.07,16.34001,0,0,11103406,11103406,9.250319,7.0895767,0.73807627,0.48239106,0,0.3562366,896140.5,897424,0,0.94093275,269.85,101325,16636842,0,-6066139,2.27E+07,35142763.52,22702980,22702981
90000.07,16.840002,0,0,11229167,11229167,9.7289095,7.1109796,0.74298245,0.5073507,0,0.37466884,896336.9,897756.7,0,0.9495167,269.25,101325,1.67E+07,0,-6096451,2.28E+07,35376366.37,22783590,22783591
93600.08,16.959972,0,0,11298539,11298539,9.854738,7.105198,0.74483407,0.51391673,0,0.37951773,896716.7,898173.44,0,0.9574689,269.85,101325,1.67E+07,0,-6084663,22758324,35464529.41,22758324,22758323
97200.08,15.650035,0,0,11409614,11409614,8.525445,7.1247506,0.74917674,0.44459462,0,0.32832468,898843.9,899934.1,0,0.964775,269.25,101325,16719824,0,-6113521.5,22833346,35671301.3,22833346,22833345.5
100800.08,17.260002,0,0,11442328,11442328,10.149121,7.110664,0.7492858,0.52926075,0,0.390849,894876.1,896421.2,0,0.9714218,270.35,101325,16686037,0,-6082781,22768818,35676494.08,22768818,22768818
104400.086,17.38999,0,0,11512713,11512713,10.272234,7.1176815,0.75166446,0.5356879,0,0.39559534,896557.75,898140.56,0,0.97739714,270.35,101325,1.67E+07,0,-6089297,22792268,35789751.6,22792268,22792267
108000.086,16.989962,0,0,11621486,11621486,9.847389,7.142691,0.75633055,0.5135301,0,0.37923223,897334.3,898788.94,0,0.98269045,269.25,101325,16761728,0,-6133358.5,22895086,36011922.81,22895086,22895086.5
111600.086,15.399975,0,0,11629263,11629263,8.2703705,7.1298213,0.7555724,0.43129903,0,0.31850612,899247.4,900273.4,0,0.987292,270.35,101325,16731896,0,-6100034,2.28E+07,35975824.25,22831930,22831930
115200.09,14.379971,0,0,11743328,11743328,7.221089,7.159043,0.7608529,0.3765706,0,0.27809024,898913.8,899696,0,0.99119353,268.75003,101325,16800184,0,-6160276,2.30E+07,36227249.98,22960460,22960460
118800.09,13.239968,0,0,1.17E+07,1.17E+07,6.1098495,7.130314,0.7569418,0.31862378,0,0.2352976,899332.7,899892.6,0,0.994388,270.95007,101325,16732713,0,-6086782.5,22819496,36041026.87,22819496,22819495.5
122400.1,12.029971,0,0,11575105,11575105,4.9431467,7.0870075,0.7501313,0.25778252,0,0.1903675,899717.06,900084.75,0,0.99686956,274.2501,101325,16631169,0,-5975448.5,22606618,35716751.72,22606618,22606617.5
126000.1,10.969979,0,4983191,11501239,1.65E+07,6.033879,4.9362807,0.7456084,0.31466308,0,0.2323727,899295.06,899841.1,1,0.99863386,276.45,101325,1.16E+07,0,-5902321,22469592,35501398.36,22469592,22469592
129600.1,10.220002,0,4984998,1.15E+07,16498258,5.281931,4.9381814,0.74600834,0.27544692,0,0.20341231,899141.94,899560.8,1,0.99967754,276.45,101325,11588491,0,-5903357,22476846,35520441.1,22476846,22476846
133200.11,10.300041,0,4985293.5,11491193,16476486,5.3694158,4.930573,0.7447094,0.2800096,0,0.20678177,898159.7,898592.44,1,0.99999887,277.05002,101325,11570535,0,-5883384.5,22439214,35458593.37,22439214,22439213
136800.11,11.680012,0,4984567.5,11486577,16471144,6.749869,4.9299254,0.7445558,0.35199547,0,0.25994197,896282.1,896965.5,1,0.9995972,277.05002,101325,11568754,0,-5882988.5,2.24E+07,35451279.86,22436310,22436310
140400.11,12.080036,0,0,11452221,11452221,5.0381474,7.0417624,0.7429405,0.26303908,0,0.19424936,897628.44,898010.06,0,0.9984732,277.55002,101325,16529588,0,-5865029.5,22394618,35374368.97,22394618,22394617.5
144000.11,13.25,0,0,11431069,11431069,6.21105,7.0388174,0.74223447,0.32389635,0,0.2391913,896677.7,897256.4,0,0.99662906,277.55,101325,16517694,0,-5863221,22380914,35340752.05,22380914,22380915
147600.12,13.25998,0,0,11423042,11423042,6.220727,7.0392084,0.7424351,0.32440573,0,0.23956747,898035.8,898616.25,0,0.99406797,277.04996,101325,16518995,0,-5877534,22396528,35350304.85,22396528,22396529
151200.12,12.660007,0,0,11457765,11457765,5.602848,7.057222,0.7451871,0.2921838,0,0.21577217,898911.4,899382.3,0,0.9907946,275.34995,101325,16561409,0,-5931778.5,22493188,35481338.58,22493188,22493187.5
154800.12,12.890005,0,0,11479551,11479551,5.8155084,7.074418,0.7474072,0.30327356,0,0.22396176,897893.75,898401.06,0,0.98681486,273.74994,101325,16601598,0,-5982239.5,22583838,35587046.42,22583838,22583837.5
158400.12,13.049986,0,0,11404031,11404031,5.9930563,7.0568457,0.7444033,0.31253648,0,0.23080225,897902.6,898441.4,0,0.982136,274.24997,101325,1.66E+07,0,-5960347,22520686,35444018.73,22520686,22520687
162000.12,12.649996,0,0,11387826,11387826,5.583887,7.066252,0.7448709,0.29119012,0,0.21503837,898666.8,899134.6,0,0.9767664,273.15,101325,16582391,0,-5992278,2.26E+07,35466283.03,22574670,22574669
165600.12,12.529998,0,0,11317285,11317285,5.4742413,7.055813,0.74247587,0.28547692,0,0.21081929,898376.7,898826.4,0,0.9707158,273.14996,101325,16557968,0,-5985900.5,22543868,35352246.07,22543868,22543868.5
169200.14,12.469994,0,0,11309312,11309312,5.3906703,7.0793457,0.7437542,0.28111637,0,0.20759909,898342.25,898778.44,0,0.9639951,271.44995,101325,16613191,0,-6036828,2.27E+07,35413112.48,22650020,22650019
172800.14,12.290007,0,0,1.13E+07,1.13E+07,5.19655,7.093478,0.7433312,0.27099442,0,0.20012423,898522.06,898927.7,0,0.9566165,270.34998,101325,16646373,0,-6066507,2.27E+07,35392971.76,22712880,22712880
176400.14,12.47001,0,0,11193805,11193805,5.373483,7.0964136,0.74122095,0.28022474,0,0.20694065,898059,898492.4,0,0.9485934,269.84998,101325,16653248,0,-6074759.5,22728008,35292494.31,22728008,22728007.5
180000.14,12.710002,0,0,11160318,11160318,5.580708,7.129259,0.74157166,0.29102463,0,0.21491615,897940.3,898407.56,0,0.9399401,268.14996,101325,16730194,0,-6123551,22853746,35309193.02,22853746,22853745
183600.14,12.770002,0,0,11050278,11050278,5.646584,7.123388,0.7377162,0.29446536,0,0.21745707,898120.25,898598.56,0,0.9306724,268.15,101325,16716509,0,-6112924,22829432,35125619.15,22829432,22829433
187200.16,12.819979,0,0,10956871,10956871,5.686727,7.1332335,0.73493785,0.29655814,0,0.21900254,898136.3,898621.44,0,0.92080706,267.54996,101325,16739668,0,-6122246.5,22861914,34993330.79,22861914,22861914.5
190800.16,12.299992,0,0,10875588,10875588,5.1426697,7.157412,0.73298925,0.2681844,0,0.19804907,898940.75,899338.1,0,0.9103618,266.44995,101325,16796518,0,-6148221.5,22944738,34900550.15,22944738,22944739.5
194400.16,12.109965,0,0,10763412,10763412,4.9432917,7.1667295,0.7295029,0.25778475,0,0.19036913,898550.6,898918.3,0,0.8993556,265.95004,101325,1.68E+07,0,-6152853.5,22970874,34734551.08,22970874,22970873.5
198000.16,11.309996,0,4939559.5,10583273,15522832,6.281092,5.0290265,0.7242867,0.32755303,0,0.24189168,898906.56,899498.4,1,0.8878083,267.05005,101325,11801556,0,-6101250.5,22842366,34486186.93,22842366,22842366
201600.16,11.209996,0,4928475.5,10398049,15326524,6.2085567,5.0014815,0.71884906,0.3237688,0,0.23909709,898118.25,898696.44,1,0.8757408,268.15005,101325,11736801,0,-6048642.5,22713918,34227279.14,22713918,22713919
205200.17,11.119949,0,4902316.5,10145047,15047363,6.185523,4.9344954,0.7092422,0.32256886,0,0.23821096,898055.56,898629.44,1,0.8631749,270.95013,101325,1.16E+07,0,-5935700,22417388,33769858.11,22417388,22417386.5
208800.17,10.009991,0,4870007,9871282,14741289,5.1541452,4.855967,0.6981493,0.2687865,0,0.1984937,899515,899914.06,1,0.8501333,274.25012,101325,11395341,0,-5804715.5,22070064,33241680.77,22070064,22070063.5
212400.17,9.809991,0,4840370.5,9613993,14454364,5.0205693,4.789474,0.68789715,0.26181674,0,0.1933467,898498.94,898877.94,1,0.8366396,277.05014,101325,1.12E+07,0,-5690386.5,21769878,32753534.9,21769878,21769877
216000.17,9.620026,0,4808997,9355086,14164083,4.8967357,4.7232943,0.6773205,0.25535974,0,0.18857832,898518.5,898879.5,1,0.8227182,279.85013,101325,11083837,0,-5575304.5,21468138,32249938.29,21468138,21468138.5
219600.17,10.149988,0,4782382,9115831,13898213,5.478316,4.671589,0.66786575,0.285689,0,0.2109759,897572.06,898022.4,1,0.8083942,282.05008,101325,10962545,0,-5479901.5,21224828,31799759.82,21224828,21224828.5
223200.17,9.900012,0,4762052.5,8912565,13674617,5.25921,4.640832,0.6606301,0.2742619,0,0.20253718,898538.1,898953.44,1,0.79369354,283.15005,101325,1.09E+07,0,-5417660,21070202,31455241.58,21070202,21070202.5
226800.19,10.149965,0,4740095.5,8719431,13459527,5.534883,4.6150756,0.65398985,0.28864005,0,0.2131552,897922.6,898382.3,1,0.7786428,283.74997,101325,10830173,0,-5365448.5,20935716,31139072.72,20935716,20935717
230400.19,9.459998,0,4741921,8606985,13348906,4.8212104,4.638881,0.6530785,0.25142136,0,0.1856699,899227.56,899577.75,1,0.76326907,282.0499,101325,10886319,0,-5395685,21023924,31095679.7,21023924,21023925
234000.19,9.430028,0,4747987.5,8500932,1.32E+07,4.757102,4.6729364,0.6530525,0.24807589,0,0.18319933,898471.6,898812.9,1,0.7476003,279.8499,101325,10966072,0,-5443636,21157696,31094441.74,21157696,21157695.5
237600.19,9.970064,0,4748736.5,8373148,13121885,5.2741323,4.6958156,0.6516073,0.2750392,0,0.20311122,897683.75,898101.4,1,0.7316648,278.1499,101325,11019684,0,-5475131.5,21243552,31025629.98,21243552,21243552
241200.19,11.18002,0,4748853,8240297,1.30E+07,6.4610715,4.7176933,0.64997125,0.336967,0,0.24884371,896598.75,897224.94,1,0.71549124,276.44992,101325,11071461,0,-5508020.5,21328334,30947731.1,21328334,21328334.5
244800.2,11.559974,0,4725820.5,8033606,12759427,6.8701024,4.689821,0.64235747,0.3582707,0,0.2645761,897394.2,898102.1,1,0.69910896,277.04996,101325,1.10E+07,0,-5454873.5,21186194,30585208.58,21186194,21186194
248400.2,11.069979,0,4711331.5,7875540,12586871,6.3801107,4.689947,0.63860124,0.33271572,0,0.24570425,898543.7,899154.3,1,0.6825475,275.94995,101325,11005874,0,-5456094.5,2.12E+07,30406359.44,21173300,21173300
252000.2,10.68998,0,4692154.5,7699882.5,12392037,6.010366,4.679683,0.6333546,0.31343454,0,0.23146546,898515.44,899057.3,1,0.6658369,275.34998,101325,10981782,0,-5438178,21112114,30156545.92,21112114,21112114.5
255600.2,10.329927,0,4672087.5,7519197.5,12191285,5.6626725,4.667366,0.62761813,0.29530314,0,0.21807577,898585,899066,1,0.64900726,274.84998,101325,10952891,0,-5416240,21041218,29883409.64,21041218,21041218.5
259200.2,9.049984,0,4667972,7385625,12053597,4.359025,4.691111,0.62622756,0.22731625,0,0.16786873,899982.06,900270.8,1,0.6320891,272.54996,101325,11008751,0,-5463709,21140432,29817199.04,21140432,21140432
262800.22,8.770024,0,4647809,7200475,11848284,4.0916233,4.6784444,0.620029,0.21337262,0,0.15757161,898865.75,899122.3,1,0.61511284,272.05,101325,1.10E+07,0,-5441883.5,21068532,29522060.81,21068532,21068532.5
266400.22,9.180057,0,4621729,7001431.5,11623161,4.5257173,4.654246,0.61200607,0.23601219,0,0.17429052,897943.8,898253.9,1,0.5981093,272.05002,101325,10921887,0,-5398373,2.09E+07,29140057.02,20941990,20941989
270000.22,10.130073,0,4571564,6747524.5,11319088,5.543031,4.586886,0.5936335,0.28906903,0,0.21347198,897081.44,897542.44,1,0.5811092,274.25,101325,10763889,0,-5246564,20582018,28265265.47,20582018,20582017
273600.22,11.339963,0,4577786.5,6562641,11140427,6.7236238,4.6162634,0.58306587,0.35063016,0,0.2589337,896589.7,897267.8,1,0.56414324,273.74994,101325,10833252,0,-5194715.5,20605754,27762098.33,20605754,20605754
277200.22,10.730029,0,4652399.5,6394234,11046634,5.972001,4.7581964,0.5767108,0.31143236,0,0.22998689,899021.7,899556.6,1,0.5472421,272.54993,101325,11167077,0,-5160379,20979856,27459508.03,20979856,20979855.5
280800.22,11.209956,0,4775927,6234316,11010243,6.1689587,5.04094,0.5745729,0.32169724,0,0.23756728,897783.56,898354.4,1,0.5304363,270.94992,101325,11830633,0,-5131694,21738254,27357714.06,21738254,21738254
284400.22,10.510005,0,4488662,5976485,10465147,5.9481554,4.561913,0.5452038,0.31019166,0,0.22907065,897960.5,898491.2,1,0.5137562,273.75027,101325,1.07E+07,0,-4999875,20189788,25959333.73,20189788,20189787
288000.22,10.589979,0,3588096,5666811,9254907,7.031077,3.5588677,0.49390876,0.36670035,0,0.27080125,896994.4,897735.94,1,0.49723208,279.2502,101325,8349135,0,-4825488,16762719,23516971.7,16762719,16762719
291600.22,10.26999,0,3238978.8,5445496.5,8684475,7.0095224,3.2605217,0.4652551,0.36553568,0,0.26994115,897804.1,898541.1,1,0.48089364,280.95023,101325,7649721.5,0,-4717300,1.56E+07,22152656.33,15606000,15606000.3
295200.25,10.109971,0,3303689.5,5178203,8481893,6.877884,3.2322574,0.4464989,0.35866854,0,0.2648699,898286.4,898996,1,0.4647705,284.85022,101325,7586148,0,-4502159.5,15391997,21259598.62,15391997,15391997
298800.25,9.670016,0,3417684.2,4924788,8342472.5,6.399417,3.2706275,0.43932274,0.33371162,0,0.2464397,898240.06,898854.3,1,0.4488918,288.1502,101325,7673831.5,0,-4338990.5,15430506,20917912.94,15430506,15430506.2
302400.25,9.910044,0,3327558.8,4710584,8038142.5,6.746557,3.1634185,0.42966026,0.3518264,0,0.25981712,897553.5,898236.25,1,0.43328622,290.3501,101325,7423314.5,0,-4233376.5,14984249,20457843.62,14984249,14984249.8
306000.25,10.560018,0,3276044.2,4523462,7799506.5,7.457408,3.1025374,0.41854385,0.38888904,0,0.28718716,896781.25,897615.5,1,0.41798198,291.45,101325,7279854.5,0,-4151501.5,1.47E+07,19928546.87,14707400,14707400.2
309600.25,10.820031,0,3098843.5,4361398.5,7460242,7.86343,2.9564946,0.40152118,0.41006967,0,0.30282867,897059,897986.5,1,0.4030067,291.44998,101325,6937104.5,0,-4104105,14140053,19118029.46,14140053,14140053
313200.25,11.270011,0,2890198.8,4211947.5,7102146,8.467218,2.8027418,0.38607928,0.44155496,0,0.32607996,896654.25,897729.6,1,0.38838753,290.94995,101325,6576300,0,-4074389.2,13540888,18382778.84,13540888,13540888
316800.25,11.42998,0,2640385.5,4076120.5,6716506,8.790537,2.6393723,0.3699803,0.45841852,0,0.33853337,896850.06,898009.1,1,0.3741508,289.84988,101325,6192863,0,-4064829.8,12898078,17616242,12898078,12898078.3
320400.25,11.1500225,0,2417797.2,3994040,6411837.5,8.609897,2.5401847,0.35558435,0.44899532,0,0.3315745,897582.6,898694.6,1,0.36032236,285.9498,101325,5960813,0,-4135914.5,12514525,16930793.24,12514525,12514524.7
324000.25,11.46,0,2329597.2,3884975,6214572,8.952748,2.5072227,0.35001373,0.46687502,0,0.34477833,896782.25,897984.5,1,0.34692708,283.7499,101325,5883411.5,0,-4167367.8,12380377,16665553.74,12380377,12380376.5
327600.25,11.459997,0,2266444.5,3759049.2,6025494,8.985159,2.4748409,0.3437075,0.4685663,0,0.3460273,897131.06,898342.06,1,0.33398923,282.54993,101325,5807476.5,0,-4164851.8,12238773,16365288.91,12238773,12238772.8
331200.25,11.419974,0,2208134,3634035.2,5842169,8.975965,2.4440665,0.3372608,0.46808603,0,0.34567264,897181.5,898390.06,1,0.32153222,281.44992,101325,5735255.5,0,-4159517.8,12102907,16058335.73,12102907,12102907.3
334800.28,11.070064,0,2163698.8,3505579,5669278,8.656877,2.4133625,0.33057362,0.45144126,0,0.3333808,897649.5,898773.6,1,0.30957854,280.94995,101325,5663148,0,-4135587.8,11962434,15739932.34,11962434,11962434.6
338400.28,11.920044,0,2067088.8,3412017,5479106,9.535546,2.3843715,0.3251913,0.49726543,0,0.36722106,895952.7,897316.6,1,0.29814976,278.14987,101325,5595044.5,0,-4190356.2,1.19E+07,15483658.56,11852490,11852489.5
342000.28,12.499982,0,0,3280068.2,3280068.2,9.272774,3.227067,0.32026392,0.48356375,0,0.35710263,896329.1,897618.94,0,0.2872666,278.74985,101325,7572481,0,-4129816,11702297,15249046.29,11702297,11702297
345600.28,12.260026,0,0,3221727,3221727,9.126596,3.1334488,0.3173654,0.47594577,0,0.3514769,897313,898562.44,0,0.2769487,273.74985,101325,7352914,0,-4264021.5,11616935,15111036.16,11616935,11616935.5
349200.28,12.600037,0,0,3122261.8,3122261.8,9.51929,3.080638,0.3130993,0.4964214,0,0.36659777,896535.25,897894.5,0,0.26721472,272.55,101325,7229008.5,0,-4269602,1.15E+07,14907910.07,11498610,11498610.5
352800.28,13.07002,0,0,3008903,3008903,10.019033,3.0508938,0.3083356,0.5224802,0,0.3858417,896208.44,897714.2,0,0.2580822,273.15,101325,7159185.5,0,-4213262.5,11372448,14681091.26,11372448,11372448
356400.28,13.320045,0,0,2939645.5,2939645.5,10.336237,2.9837449,0.30474454,0.53902745,0,0.3980615,896342.44,897945,0,0.24956775,270.35007,101325,7001747.5,0,-4280781,11282528,14510106.53,11282528,11282528.5
360000.28,13.900072,0,0,2777269.8,2777269.8,10.87205,3.027899,0.29852238,0.56695694,0,0.41868693,895785.75,897558.8,0,0.24168669,277.05017,101325,7105222.5,0,-4017451.5,11122674,14213844.6,11122674,11122674
363600.28,14.800038,0,0,2683073,2683073,11.789395,3.0104852,0.29421958,0.614803,0,0.45402032,895022.7,897107.5,0,0.23445328,278.15018,101325,7064437.5,0,-3954181,11018619,14008971.08,11018619,11018618.5
367200.28,15.28,0,0,2580453.8,2580453.8,12.26914,3.0107915,0.28971907,0.6398194,0,0.47249445,895285.25,897543.2,0,0.22788058,280.95004,101325,7065088,0,-3840324.5,10905413,13794683.8,10905413,10905412.5
370800.28,15.280009,0,0,2508876,2508876,12.287834,2.9921665,0.28616166,0.6407973,0,0.47321665,895830.4,898095.2,0,0.22198048,281.45004,101325,7021486,0,-3803155.2,10824641,13625301.28,10824641,10824641.2
374400.3,15.3899355,0,0,2444328.8,2444328.8,12.4127445,2.9772334,0.28290096,0.64731115,0,0.47802696,895651.4,897962.5,0,0.21676366,282.05005,101325,6986445.5,0,-3765589,10752034,13470046.31,10752034,10752034.5
378000.3,14.609954,0,0,2383285,2383285,11.640807,2.9693222,0.27987167,0.607057,0,0.4483,897032,899064.6,0,0.21223955,283.15015,101325,6968059,0,-3715581,1.07E+07,13325809.7,10683640,10683640
381600.3,14.059956,0,0,2322054.2,2322054.2,11.091923,2.9681225,0.2769518,0.5784341,0,0.4271626,896999.8,898845.3,0,0.2084163,284.85013,101325,6965264,0,-3649981,10615245,13186783.01,10615245,10615245
385200.3,13.539954,0,0,2270379.5,2270379.5,10.571825,2.9682639,0.27448612,0.55130947,0,0.40713155,897172.5,898848.94,0,0.20530082,286.45007,101325,6965554.5,0,-3591087.2,10556642,13069382.12,10556642,10556641.7
388800.3,13.000028,0,0,2266871.8,2266871.8,10.057347,2.9427252,0.27365834,0.5244819,0,0.38731992,897370.7,898887.94,0,0.20289879,284.24985,101325,6905555.5,0,-3648248,10553803,13029968.2,10553803,10553803.5
392400.3,13.320082,0,0,2264668,2264668,10.397662,2.922316,0.27304783,0.5422272,0,0.40042448,896271.1,897892.8,0,0.20121449,282.55005,101325,6857661.5,0,-3693705.5,10551367,13000899.38,10551367,10551367
396000.3,14.260098,0,0,2248663.8,2248663.8,11.335922,2.9239712,0.27228343,0.5911533,0,0.43655547,895180.6,897108.1,0,0.200251,283.15005,101325,6861439,0,-3672119.8,10533559,12964503.24,10533559,10533558.8
399600.3,15.380056,0,0,2239760.5,2239760.5,12.451886,2.9279444,0.2719441,0.64935005,0,0.47953266,894487.9,896813.56,0,0.20001005,283.75006,101325,6870743,0,-3652959.8,10523703,12948346.38,10523703,10523702.8
403200.3,16.020052,0,0,2260845.5,2260845.5,13.104687,2.9152663,0.27269027,0.6833917,0,0.50467175,894705.7,897281.7,0,0.20049208,282.04974,101325,6840842.5,0,-3706246,10547089,12983874.52,10547089,10547088.5
406800.3,16.610046,0,0,2303009.5,2303009.5,13.721044,2.8888144,0.27422163,0.715538,0,0.5284112,894462.75,897286.8,0,0.20169623,278.74973,101325,6778821.5,0,-3813098.8,1.06E+07,13056788.69,10591920,10591920.3
410400.34,17.12002,0,0,2349463.8,2349463.8,14.252413,2.8674319,0.27610996,0.7432496,0,0.5488757,894301.9,897348.9,0,0.2036203,275.94983,101325,6728721.5,0,-3910609.8,10639331,13146699.64,10639331,10639331.3
414000.34,17.34001,0,0,2379929,2379929,14.462387,2.8775804,0.27782783,0.7541974,0,0.55696046,894567.3,897704.75,0,0.20626083,275.95007,101325,6752703,0,-3920593,10673296,13228494.3,10673296,10673296
417600.34,17.449944,0,0,2408705.8,2408705.8,14.547743,2.9021285,0.27971685,0.75864935,0,0.56024814,894655.25,897829.8,0,0.20961304,277.05008,101325,6810331.5,0,-3897241.5,10707573,13318438.1,10707573,10707573
421200.34,16.850008,0,0,2450748.5,2450748.5,13.927124,2.9230328,0.28213933,0.7262831,0,0.53634626,895774.94,898684.4,0,0.21367086,277.54993,101325,6859381.5,0,-3896215,10755596,13433782.06,10755596,10755596.5
424800.34,16.94,0,0,2525938.5,2525938.5,14.021478,2.918459,0.2856067,0.7312071,0,0.5399825,894917.4,897866.4,0,0.21842699,275.34982,101325,6848580.5,0,-3986582.5,10835163,13598877.41,10835163,10835163
428400.34,16.949959,0,0,2604297.5,2604297.5,14.027934,2.9220579,0.2892959,0.73154247,0,0.5402302,895022.6,897974.3,0,0.2238728,273.7499,101325,6857089,0,-4061474.5,10918563,13774534.98,10918563,10918563.5
