Time,electricalGroup.Ppv,electricalGroup.Ir,electricalGroup.Pdem,electricalGroup.Ppla,electricalGroup.Pgen,electricalGroup.Soc,electricalGroup.Pbat,electricalGroup.Pgri.real,electricalGroup.batCon1.chaCyc.active,electricalGroup.batCon1.staBy.active,electricalGroup.batCon1.disCyc.active
13683600,486298.28,250.15,-13195841.00,-510770.84,4192341.50,0.05,0.00,9027972.00,0.00,1.00,0.00
13687200,486785.97,250.40,-13456478.00,-510770.84,4188404.50,0.05,0.00,9292058.00,0.00,1.00,0.00
13690800,367899.16,189.25,-13758001.00,-512021.94,4154150.80,0.05,0.00,9747973.00,0.00,1.00,0.00
13694400,268787.38,138.27,-13980285.00,-511404.06,4136224.80,0.05,0.00,10086677.00,0.00,1.00,0.00
13698000,318164.38,163.66,-14324930.00,-470620.16,4134690.50,0.05,0.00,10342695.00,0.00,1.00,0.00
13701600,408130.10,209.94,-14521215.00,-472785.62,4136964.80,0.05,0.00,10448906.00,0.00,1.00,0.00
13705200,342508.56,176.19,-14714067.00,-450628.30,4149331.50,0.05,0.00,10672856.00,0.00,1.00,0.00
13708800,158989.39,81.78,-14546795.00,-448292.28,4165521.50,0.05,0.00,10670576.00,0.00,1.00,0.00
13712400,114442.30,58.87,-14197100.00,-422762.06,4198070.00,0.05,0.00,10307350.00,0.00,1.00,0.00
13716000,49440.14,25.43,-13747195.00,-421336.88,4233227.50,0.05,0.00,9885864.00,0.00,1.00,0.00
13719600,2117.66,1.09,-13612165.00,-420856.53,4279742.00,0.05,0.00,9751162.00,0.00,1.00,0.00
13723200,0.00,0.00,-12877557.00,-421478.62,4342488.50,0.05,0.00,8956548.00,0.00,1.00,0.00
13726800,0.00,0.00,-12306586.00,-422900.06,4407855.00,0.05,0.00,8321631.00,0.00,1.00,0.00
13730400,0.00,0.00,-11885962.00,-424014.97,4490388.00,0.05,0.00,7819589.00,0.00,1.00,0.00
13734000,0.00,0.00,-11391898.00,-421018.50,4582583.50,0.05,0.00,7230333.00,0.00,1.00,0.00
13737600,0.00,0.00,-10927946.00,-420401.25,4684305.00,0.05,0.00,6664042.00,0.00,1.00,0.00
13741200,0.00,0.00,-10793761.00,-420076.34,4795396.50,0.05,0.00,6418440.50,0.00,1.00,0.00
13744800,0.00,0.00,-10717374.00,-440761.72,4915680.50,0.05,0.00,6242455.50,0.00,1.00,0.00
13748400,0.00,0.00,-10778599.00,-451921.80,5044957.00,0.05,0.00,6185563.50,0.00,1.00,0.00
13752000,0.00,0.00,-11227382.00,-488422.56,5177731.50,0.05,0.00,6538073.00,0.00,1.00,0.00
13755600,15993.95,8.23,-11739703.00,-509912.72,5324452.00,0.05,0.00,6909169.50,0.00,1.00,0.00
13759200,46902.72,24.13,-11959045.00,-540383.20,5473365.00,0.05,0.00,6979160.00,0.00,1.00,0.00
13762800,108771.73,55.95,-12505318.00,-560598.00,5635626.00,0.05,0.00,7321518.50,0.00,1.00,0.00
13766400,211282.94,108.68,-13424817.00,-561919.44,5800606.50,0.05,0.00,7974847.00,0.00,1.00,0.00
13770000,260931.90,134.22,-13941861.00,-561919.44,5982321.50,0.05,0.00,8260527.00,0.00,1.00,0.00
13773600,219943.64,113.14,-14386888.00,-573343.40,6174112.50,0.05,0.00,8566176.00,0.00,1.00,0.00
13777200,302959.62,155.84,-15029920.00,-580384.75,6367974.00,0.05,0.00,8939371.00,0.00,1.00,0.00
13780800,651619.44,335.20,-14907762.00,-586124.06,6574671.50,0.05,0.00,8267595.00,0.00,1.00,0.00
13784400,963081.20,495.41,-15376093.00,-562757.80,6786830.00,0.05,0.00,8188939.00,0.00,1.00,0.00
13788000,963598.10,495.68,-15845392.00,-549152.06,7003577.00,0.05,0.00,8427368.00,0.00,1.00,0.00
13791600,887456.10,456.51,-15675298.00,-552952.90,7302904.50,0.05,0.00,8037890.00,0.00,1.00,0.00
13795200,656742.20,337.83,-15309673.00,-525433.44,7749933.50,0.05,0.00,7428430.50,0.00,1.00,0.00
13798800,314754.80,161.91,-14959279.00,-525433.44,8286969.00,0.05,0.00,6882989.00,0.00,1.00,0.00
13802400,36607.06,18.83,-14470448.00,-522212.25,8787582.00,0.05,0.00,6168471.00,0.00,1.00,0.00
13806000,7435.11,3.82,-14025003.00,-476462.78,9204477.00,0.05,0.00,5289553.50,0.00,1.00,0.00
13809600,0.00,0.00,-13459564.00,-454329.10,9044901.00,0.05,0.00,4868991.50,0.00,1.00,0.00
13813200,0.00,0.00,-12837679.00,-455260.44,9345987.00,0.05,0.00,3946952.20,0.00,1.00,0.00
13816800,0.00,0.00,-12417520.00,-442891.10,9759572.00,0.05,0.00,3100838.80,0.00,1.00,0.00
13820400,0.00,0.00,-11967561.00,-430648.66,10228224.00,0.05,0.00,2169985.50,0.00,1.00,0.00
13824000,0.00,0.00,-11367754.00,-433813.16,10654466.00,0.05,0.00,1147101.50,0.00,1.00,0.00
13827600,0.00,0.00,-11147300.00,-430984.72,11023527.00,0.05,0.00,554758.25,0.00,1.00,0.00
13831200,0.00,0.00,-11013224.00,-427057.22,11336288.00,0.05,0.00,103992.91,0.00,1.00,0.00
13834800,0.00,0.00,-10961940.00,-426896.50,11564453.00,0.05,173216.73,-2399.40,1.00,0.00,0.00
13838400,2811.86,1.45,-11437972.00,-429343.28,11802995.00,0.05,0.00,61507.96,0.00,1.00,0.00
13842000,140984.88,72.52,-11838392.00,-440282.10,12021467.00,0.05,0.00,116222.26,0.00,1.00,0.00
13845600,577246.30,296.94,-12141547.00,-449977.25,12133889.00,0.05,117358.32,-2252.41,1.00,0.00,0.00
13849200,1039966.25,534.96,-12959752.00,-545069.90,12199753.00,0.05,0.00,265102.97,0.00,1.00,0.00
13852800,1460123.20,751.09,-13776083.00,-545105.25,12279877.00,0.05,0.00,581187.75,0.00,1.00,0.00
13856400,1787635.50,919.57,-14382225.00,-545105.25,12325046.00,0.05,0.00,814648.56,0.00,1.00,0.00
13860000,1980975.50,1019.02,-14671779.00,-550937.06,12445981.00,0.05,0.00,795759.30,0.00,1.00,0.00
13863600,2042738.90,1050.79,-15181726.00,-586349.20,12579153.00,0.05,0.00,1146183.50,0.00,1.00,0.00
13867200,1979399.20,1018.21,-15436280.00,-599340.94,12740499.00,0.05,0.00,1315722.40,0.00,1.00,0.00
13870800,1792543.60,922.09,-15785043.00,-602404.56,12922126.00,0.05,0.00,1672778.20,0.00,1.00,0.00
13874400,1503013.40,773.16,-15874740.00,-612784.75,13069558.00,0.05,0.00,1914953.60,0.00,1.00,0.00
13878000,1131127.60,581.86,-15936922.00,-467820.00,13214417.00,0.05,0.00,2059197.10,0.00,1.00,0.00
13881600,715350.75,367.98,-15820453.00,-476974.03,13376775.00,0.05,0.00,2205301.50,0.00,1.00,0.00
13885200,302484.88,155.60,-15312381.00,-459564.94,13534505.00,0.05,0.00,1934956.50,0.00,1.00,0.00
13888800,30638.11,15.76,-14870557.00,-478834.25,13713090.00,0.05,0.00,1605663.40,0.00,1.00,0.00
13892400,5249.76,2.70,-14808865.00,-467380.12,13917590.00,0.05,0.00,1353405.40,0.00,1.00,0.00
13896000,0.00,0.00,-14354359.00,-462869.06,14200662.00,0.05,0.00,616566.30,0.00,1.00,0.00
13899600,0.00,0.00,-13615126.00,-443187.28,14368489.00,0.05,302223.50,-7952.62,1.00,0.00,0.00
13903200,0.00,0.00,-12962328.00,-474549.28,14582207.00,0.05,1138162.60,-7166.67,1.00,0.00,0.00
13906800,0.00,0.00,-12453433.00,-474549.28,14739276.00,0.05,1805579.40,-5714.82,1.00,0.00,0.00
13910400,0.00,0.00,-11952619.00,-475694.12,15021942.00,0.06,2586915.20,-6713.42,1.00,0.00,0.00
13914000,0.00,0.00,-11884774.00,-463002.80,15172773.00,0.06,2823011.20,-1985.43,1.00,0.00,0.00
13917600,0.00,0.00,-11654580.00,-458253.80,15387257.00,0.06,3270566.20,-3856.65,1.00,0.00,0.00
13921200,0.00,0.00,-11784898.00,-451059.66,15465860.00,0.07,3230284.50,382.04,1.00,0.00,0.00
13924800,2525.72,1.30,-11763339.00,-444439.25,15634453.00,0.07,3427436.80,-1764.05,1.00,0.00,0.00
13928400,113805.48,58.54,-11997933.00,-450215.53,15670293.00,0.08,3334855.00,-1094.86,1.00,0.00,0.00
13932000,544463.25,280.07,-12178843.00,-450005.75,15634708.00,0.08,3547896.00,-2426.21,1.00,0.00,0.00
13935600,1013948.20,521.58,-13055493.00,-452908.97,15528901.00,0.09,3039113.20,4666.31,1.00,0.00,0.00
13939200,1416792.40,728.80,-13457644.00,-452542.94,15449822.00,0.09,2957300.00,872.29,1.00,0.00,0.00
13942800,1727454.40,888.61,-13734670.00,-456993.30,15358465.00,0.09,2895269.00,1012.75,1.00,0.00,0.00
13946400,1935741.20,995.75,-14173860.00,-465510.62,15321874.00,0.10,2621055.80,2811.48,1.00,0.00,0.00
13950000,2009277.90,1033.58,-14291493.00,-466654.97,15303399.00,0.10,2555820.80,1292.00,1.00,0.00,0.00
13953600,1938395.10,997.12,-14346359.00,-466654.97,15303560.00,0.10,2430505.80,1564.76,1.00,0.00,0.00
13957200,1725246.90,887.47,-14603901.00,-482381.03,15287858.00,0.11,1932033.50,5210.94,1.00,0.00,0.00
13960800,1454485.50,748.19,-14638588.00,-530027.00,15269560.00,0.11,1558259.60,2828.95,1.00,0.00,0.00
13964400,1111850.20,571.94,-14845800.00,-539151.60,15275833.00,0.11,1007785.56,5053.44,1.00,0.00,0.00
13968000,716112.25,368.37,-15093124.00,-542976.30,15232070.00,0.11,317960.75,5879.27,1.00,0.00,0.00
13971600,269652.25,138.71,-15042048.00,-571055.20,15294298.00,0.11,-45855.84,3297.30,0.00,0.00,1.00
13975200,46076.90,23.70,-14816508.00,-573759.25,15313169.00,0.11,-32761.81,-1740.80,0.00,0.00,1.00
13978800,11586.87,5.96,-14503684.00,-581534.75,15441085.00,0.11,364084.20,-3368.78,1.00,0.00,0.00
13982400,0.00,0.00,-14056132.00,-626048.94,15524084.00,0.11,837731.80,-4170.80,1.00,0.00,0.00
13986000,0.00,0.00,-13422504.00,-707474.06,15565226.00,0.12,1430156.10,-5091.65,1.00,0.00,0.00
13989600,0.00,0.00,-13244151.00,-653856.90,15591715.00,0.12,1691489.20,-2217.91,1.00,0.00,0.00
13993200,0.00,0.00,-12618561.00,-578308.50,15554241.00,0.12,2351676.50,-5695.08,1.00,0.00,0.00
13996800,0.00,0.00,-12271955.00,-522369.16,15502339.00,0.12,2705006.00,-3008.96,1.00,0.00,0.00
14000400,0.00,0.00,-12074451.00,-495127.00,15482245.00,0.13,2910910.80,-1756.17,1.00,0.00,0.00
14004000,0.00,0.00,-12028635.00,-502727.97,15450534.00,0.13,2919115.80,-55.82,1.00,0.00,0.00
14007600,0.00,0.00,-11829700.00,-480742.60,15347062.00,0.14,3035611.20,-1007.85,1.00,0.00,0.00
14011200,850.37,0.44,-11962620.00,-474569.10,15265488.00,0.14,2830904.50,1755.76,1.00,0.00,0.00
14014800,121771.16,62.64,-12142878.00,-474251.22,15086481.00,0.14,2590966.00,-157.22,1.00,0.00,0.00
14018400,563913.50,290.08,-12083619.00,-474251.22,14872328.00,0.15,2875539.00,-2832.68,1.00,0.00,0.00
14022000,1032471.30,531.11,-12313091.00,-459624.20,14608826.00,0.15,2868783.80,201.95,1.00,0.00,0.00
14025600,1429046.90,735.11,-13115921.00,-452966.20,14341320.00,0.15,2207605.50,6126.01,1.00,0.00,0.00
14029200,1733242.10,891.59,-13275832.00,-450965.72,14041812.00,0.16,2050141.90,1885.76,1.00,0.00,0.00
14032800,1743523.20,896.87,-13892372.00,-452046.22,13769292.00,0.16,1179377.50,10980.85,1.00,0.00,0.00
14036400,1796866.40,924.31,-14611341.00,-448267.12,13561827.00,0.16,302643.00,3558.07,1.00,0.00,0.00
14040000,1947339.20,1001.72,-15037656.00,-454045.90,13418114.00,0.16,-120584.34,5664.54,0.00,0.00,1.00
14043600,1729253.00,889.53,-14974885.00,-457534.22,13238375.00,0.16,-461081.84,3709.50,0.00,0.00,1.00
14047200,1466288.40,754.26,-14547790.00,-473905.47,13048113.00,0.16,-507195.66,98.59,0.00,0.00,1.00
14050800,1110408.10,571.20,-14677055.00,-477594.28,12926434.00,0.16,-1111993.50,5813.64,0.00,0.00,1.00
14054400,700466.44,360.32,-14818030.00,-477512.62,12762730.00,0.15,-1826334.40,6011.84,0.00,0.00,1.00
14058000,311661.20,160.32,-14790066.00,-477512.62,12620994.00,0.15,-2330724.20,4198.82,0.00,0.00,1.00
14061600,42679.32,21.95,-14519059.00,-492139.72,12509243.00,0.14,-2460120.00,-843.78,0.00,0.00,1.00
14065200,7147.01,3.68,-14326934.00,-514764.03,12455707.00,0.14,-2379623.50,-779.23,0.00,0.00,1.00
14068800,0.00,0.00,-13943215.00,-601903.60,12452593.00,0.14,-2095043.60,-2518.31,0.00,0.00,1.00
14072400,0.00,0.00,-13186692.00,-574545.20,12208973.00,0.13,-1556900.20,-4636.12,0.00,0.00,1.00
14076000,0.00,0.00,-12853959.00,-533698.00,12066995.00,0.13,-1322649.60,-1987.44,0.00,0.00,1.00
14079600,0.00,0.00,-12213526.00,-507733.88,11968122.00,0.13,-758008.10,-4870.07,0.00,0.00,1.00
14083200,0.00,0.00,-11867629.00,-505942.94,11809270.00,0.13,-565922.30,-1620.45,0.00,0.00,1.00
14086800,0.00,0.00,-11717324.00,-485056.28,11667664.00,0.12,-534970.06,-253.88,0.00,0.00,1.00
14090400,0.00,0.00,-11717222.00,-530398.50,11480755.00,0.12,-764873.44,1992.13,0.00,0.00,1.00
14094000,0.00,0.00,-11788887.00,-539832.70,11317133.00,0.12,-1009486.60,2100.02,0.00,0.00,1.00
14097600,2252.09,1.16,-12445713.00,-517039.84,11053422.00,0.12,-1899450.40,7628.87,0.00,0.00,1.00
14101200,142726.56,73.42,-13284577.00,-472471.56,10830647.00,0.11,-2778396.80,5277.73,0.00,0.00,1.00
14104800,601286.06,309.30,-14014528.00,-470873.78,10546438.00,0.11,-3333151.00,4526.56,0.00,0.00,1.00
14108400,1053046.40,541.69,-14744532.00,-452964.90,10215083.00,0.10,-3924065.20,5302.16,0.00,0.00,1.00
14112000,1461089.50,751.59,-15369124.00,-453069.97,9918712.00,0.09,-4437795.00,4597.27,0.00,0.00,1.00
14115600,1767597.20,909.26,-15683530.00,-453069.97,9577696.00,0.08,-4787741.00,3565.04,0.00,0.00,1.00
14119200,1956090.00,1006.22,-16137446.00,-452873.90,9279909.00,0.07,-5349008.00,5312.58,0.00,0.00,1.00
14122800,1977160.00,1017.06,-16241905.00,-453041.12,9010065.00,0.06,-5703425.50,4295.18,0.00,0.00,1.00
14126400,1760451.10,905.58,-16430081.00,-447121.34,8810990.00,0.05,0.00,6305761.50,0.00,1.00,0.00
14130000,1626500.80,836.68,-16892780.00,-438929.66,8593357.00,0.05,0.00,7111852.00,0.00,1.00,0.00
14133600,1557213.10,801.04,-16961554.00,-445187.56,8401154.00,0.05,0.00,7448374.50,0.00,1.00,0.00
14137200,1098280.40,564.96,-17118542.00,-439787.38,8211943.00,0.05,0.00,8248106.50,0.00,1.00,0.00
14140800,532324.60,273.83,-17030474.00,-438222.12,8040638.50,0.05,0.00,8895732.00,0.00,1.00,0.00
14144400,203410.05,104.63,-16444697.00,-457276.38,7849435.50,0.05,0.00,8849128.00,0.00,1.00,0.00
14148000,42496.78,21.86,-15919215.00,-463772.70,7610932.50,0.05,0.00,8729559.00,0.00,1.00,0.00
14151600,12989.49,6.68,-15581274.00,-514563.50,7236230.00,0.05,0.00,8846618.00,0.00,1.00,0.00
14155200,0.00,0.00,-14623705.00,-518351.80,6716002.00,0.05,0.00,8426054.00,0.00,1.00,0.00
14158800,0.00,0.00,-14044960.00,-512350.72,6336992.50,0.05,0.00,8220318.50,0.00,1.00,0.00
14162400,0.00,0.00,-13339765.00,-602707.80,6029429.50,0.05,0.00,7913043.50,0.00,1.00,0.00
14166000,0.00,0.00,-12276998.00,-593109.25,5774499.50,0.05,0.00,7095608.00,0.00,1.00,0.00
14169600,0.00,0.00,-11621300.00,-600556.80,5598715.00,0.05,0.00,6623142.00,0.00,1.00,0.00
14173200,0.00,0.00,-11310307.00,-624655.56,5442534.00,0.05,0.00,6492428.50,0.00,1.00,0.00
14176800,0.00,0.00,-11338748.00,-468163.22,5293438.50,0.05,0.00,6513472.50,0.00,1.00,0.00
14180400,0.00,0.00,-11283853.00,-463209.22,5145864.00,0.05,0.00,6601198.50,0.00,1.00,0.00
14184000,4308.69,2.22,-11784300.00,-457971.84,5027113.50,0.05,0.00,7210849.50,0.00,1.00,0.00
14187600,56728.10,29.18,-12224265.00,-458531.94,4908002.00,0.05,0.00,7718067.50,0.00,1.00,0.00
14191200,230000.95,118.31,-12781913.00,-443572.22,4800722.00,0.05,0.00,8194762.50,0.00,1.00,0.00
14194800,533018.90,274.19,-14020686.00,-359762.50,4723786.50,0.05,0.00,9123643.00,0.00,1.00,0.00
14198400,984566.40,506.46,-14217855.00,-476213.62,4656850.00,0.05,0.00,9052652.00,0.00,1.00,0.00
14202000,1097513.60,564.56,-14716722.00,-469394.22,4592172.00,0.05,0.00,9496430.00,0.00,1.00,0.00
14205600,1189360.00,611.81,-15154655.00,-459001.70,4554021.50,0.05,0.00,9870275.00,0.00,1.00,0.00
14209200,1279666.80,658.26,-15072913.00,-467861.00,4527631.00,0.05,0.00,9733476.00,0.00,1.00,0.00
14212800,1221301.90,628.24,-15344713.00,-432977.66,4451995.00,0.05,0.00,10104394.00,0.00,1.00,0.00
14216400,1085076.60,558.17,-15588587.00,-431955.70,4406105.50,0.05,0.00,10529360.00,0.00,1.00,0.00
14220000,855037.60,439.83,-15818015.00,-426817.10,4368780.50,0.05,0.00,11021014.00,0.00,1.00,0.00
14223600,715112.70,367.86,-16199362.00,-429410.22,4319436.00,0.05,0.00,11594224.00,0.00,1.00,0.00
14227200,528251.80,271.73,-15993180.00,-425086.30,4287226.00,0.05,0.00,11602788.00,0.00,1.00,0.00
14230800,289717.40,149.03,-15372875.00,-434640.22,4281102.00,0.05,0.00,11236696.00,0.00,1.00,0.00
14234400,118370.52,60.89,-15004590.00,-437380.40,4276525.50,0.05,0.00,11047075.00,0.00,1.00,0.00
14238000,39920.23,20.54,-14732542.00,-479592.60,4292853.00,0.05,0.00,10879362.00,0.00,1.00,0.00
14241600,8.28,0.00,-14197097.00,-471524.78,4282710.00,0.05,0.00,10385903.00,0.00,1.00,0.00
14245200,0.00,0.00,-13598110.00,-490745.62,4316069.00,0.05,0.00,9772787.00,0.00,1.00,0.00
14248800,0.00,0.00,-12766548.00,-504460.10,4340055.00,0.05,0.00,8930953.00,0.00,1.00,0.00
14252400,0.00,0.00,-12080990.00,-529610.90,4383411.00,0.05,0.00,8227190.00,0.00,1.00,0.00
14256000,0.00,0.00,-11466638.00,-544596.80,4431994.00,0.05,0.00,7579241.00,0.00,1.00,0.00
14259600,0.00,0.00,-11100289.00,-554240.80,4526333.50,0.05,0.00,7128196.50,0.00,1.00,0.00
14263200,0.00,0.00,-11122745.00,-527996.56,4603554.00,0.05,0.00,7047187.00,0.00,1.00,0.00
14266800,0.00,0.00,-11135363.00,-484600.60,4686643.50,0.05,0.00,6933319.50,0.00,1.00,0.00
14270400,3627.80,1.87,-11518073.00,-485209.70,4770616.50,0.05,0.00,7229038.50,0.00,1.00,0.00
14274000,53209.07,27.37,-12132739.00,-461787.50,4874296.50,0.05,0.00,7667020.50,0.00,1.00,0.00
14277600,132929.25,68.38,-12338257.00,-436687.94,5014237.50,0.05,0.00,7627778.50,0.00,1.00,0.00
14281200,346619.78,178.30,-12885974.00,-516714.60,5144957.00,0.05,0.00,7911111.50,0.00,1.00,0.00
14284800,754502.80,388.12,-13674546.00,-492615.47,5288432.00,0.05,0.00,8124227.00,0.00,1.00,0.00
14288400,1072682.90,551.79,-14255622.00,-498063.88,5439776.50,0.05,0.00,8241226.50,0.00,1.00,0.00
14292000,964549.06,496.17,-14646985.00,-477993.53,5641256.00,0.05,0.00,8519173.00,0.00,1.00,0.00
14295600,1175005.50,604.43,-15033491.00,-474051.53,5816149.50,0.05,0.00,8516388.00,0.00,1.00,0.00
14299200,1227280.80,631.32,-15188631.00,-461420.94,6221284.00,0.05,0.00,8201487.50,0.00,1.00,0.00
14302800,779146.25,400.80,-15477377.00,-461234.20,6617508.00,0.05,0.00,8541957.00,0.00,1.00,0.00
14306400,1002705.30,515.79,-15413551.00,-450077.12,6945462.50,0.05,0.00,7915460.50,0.00,1.00,0.00
14310000,1018397.70,523.87,-15646136.00,-450078.62,7328890.50,0.05,0.00,7748926.00,0.00,1.00,0.00
14313600,690888.30,355.40,-15483827.00,-443898.38,7593991.50,0.05,0.00,7642845.50,0.00,1.00,0.00
14317200,327839.38,168.64,-15140652.00,-450080.75,7837999.50,0.05,0.00,7424894.00,0.00,1.00,0.00
14320800,38087.38,19.59,-14786144.00,-483603.80,8044782.50,0.05,0.00,7186878.50,0.00,1.00,0.00
14324400,7861.63,4.04,-14575160.00,-490964.75,8187339.00,0.05,0.00,6870924.00,0.00,1.00,0.00
14328000,0.00,0.00,-13642066.00,-531239.44,8298197.00,0.05,0.00,5875108.00,0.00,1.00,0.00
14331600,0.00,0.00,-13138392.00,-515610.20,8626864.00,0.05,0.00,5027137.50,0.00,1.00,0.00
14335200,0.00,0.00,-12563440.00,-575705.94,8919597.00,0.05,0.00,4219549.50,0.00,1.00,0.00
14338800,0.00,0.00,-11902361.00,-656311.75,9312770.00,0.05,0.00,3245902.50,0.00,1.00,0.00
14342400,0.00,0.00,-11248692.00,-656280.40,9588304.00,0.05,0.00,2316668.50,0.00,1.00,0.00
14346000,0.00,0.00,-11016995.00,-656228.80,9871698.00,0.05,0.00,1801525.50,0.00,1.00,0.00
14349600,0.00,0.00,-10826803.00,-656080.80,10074449.00,0.05,0.00,1408434.50,0.00,1.00,0.00
14353200,0.00,0.00,-10823973.00,-656024.44,10315933.00,0.05,0.00,1164064.10,0.00,1.00,0.00
14356800,3354.85,1.73,-11255410.00,-656145.60,10618634.00,0.05,0.00,1289566.40,0.00,1.00,0.00
14360400,137149.60,70.55,-11796323.00,-656104.20,10948885.00,0.05,0.00,1366392.80,0.00,1.00,0.00
14364000,590711.60,303.86,-12185205.00,-656233.40,11105644.00,0.05,0.00,1145083.10,0.00,1.00,0.00
14367600,1069062.60,549.93,-12984027.00,-656298.06,11200438.00,0.05,0.00,1370824.90,0.00,1.00,0.00
14371200,1469593.00,755.96,-14155245.00,-534709.75,11321752.00,0.05,0.00,1898610.20,0.00,1.00,0.00
14374800,1769976.20,910.48,-14571664.00,-509659.16,11459022.00,0.05,0.00,1852325.40,0.00,1.00,0.00
14378400,1603891.40,825.05,-14929009.00,-496378.60,11639096.00,0.05,0.00,2182400.00,0.00,1.00,0.00
14382000,1297267.40,667.32,-15327918.00,-475428.10,11793244.00,0.05,0.00,2712834.80,0.00,1.00,0.00
14385600,1403096.80,721.76,-15679609.00,-471136.38,11919526.00,0.05,0.00,2828122.20,0.00,1.00,0.00
14389200,1223970.90,629.61,-16269458.00,-462553.38,12031107.00,0.05,0.00,3476934.00,0.00,1.00,0.00
14392800,686494.25,353.13,-16755329.00,-463119.00,12186639.00,0.05,0.00,4345314.50,0.00,1.00,0.00
14396400,580644.20,298.69,-16655216.00,-463875.56,12460462.00,0.05,0.00,4077985.80,0.00,1.00,0.00
14400000,718661.06,369.68,-16529592.00,-467869.47,12589373.00,0.05,0.00,3689427.20,0.00,1.00,0.00
14403600,397690.62,204.57,-16283325.00,-473471.10,12852779.00,0.05,0.00,3506326.80,0.00,1.00,0.00
14407200,142898.52,73.51,-15895677.00,-569112.56,13083552.00,0.05,0.00,3238339.20,0.00,1.00,0.00
14410800,82798.66,42.59,-15582390.00,-571365.56,13332395.00,0.05,0.00,2738561.50,0.00,1.00,0.00
14414400,7826.32,4.03,-15036076.00,-452024.47,13578470.00,0.05,0.00,1901804.20,0.00,1.00,0.00
14418000,0.00,0.00,-14606331.00,-459919.78,13765244.00,0.05,0.00,1301006.40,0.00,1.00,0.00
14421600,0.00,0.00,-14212854.00,-462917.28,13972181.00,0.05,0.00,703590.25,0.00,1.00,0.00
14425200,0.00,0.00,-13360823.00,-481940.38,14144765.00,0.05,293372.80,-8629.25,1.00,0.00,0.00
14428800,0.00,0.00,-13007540.00,-480972.90,14342628.00,0.05,849377.20,-4737.82,1.00,0.00,0.00
14432400,0.00,0.00,-12773884.00,-655193.25,14603927.00,0.05,1172097.10,-2752.30,1.00,0.00,0.00
14436000,0.00,0.00,-12474029.00,-655193.25,14857470.00,0.05,1723499.20,-4748.86,1.00,0.00,0.00
14439600,0.00,0.00,-12659971.00,-660154.10,14890461.00,0.06,1571691.50,1355.08,1.00,0.00,0.00
14443200,738.63,0.38,-13000800.00,-668529.40,15077338.00,0.06,1410082.80,1335.29,1.00,0.00,0.00
14446800,116129.26,59.74,-13195347.00,-665874.56,15108431.00,0.06,1361498.20,-1840.24,1.00,0.00,0.00
14450400,326799.44,168.11,-13397083.00,-684777.06,15224941.00,0.06,1471331.10,1450.82,1.00,0.00,0.00
14454000,661296.25,340.17,-14248865.00,-669728.90,15271890.00,0.06,1014536.06,-55.88,1.00,0.00,0.00
14457600,1356868.20,697.98,-15087171.00,-652040.10,15223747.00,0.06,844191.30,2787.54,1.00,0.00,0.00
14461200,1733502.50,891.72,-16209265.00,-652040.10,15260297.00,0.07,139375.45,6880.67,1.00,0.00,0.00
14464800,1922593.40,988.99,-16582628.00,-654279.50,15288883.00,0.07,-23550.64,1880.51,0.00,0.00,1.00
14468400,2066725.10,1063.13,-16648235.00,-654444.94,15302461.00,0.07,65275.15,-1231.49,1.00,0.00,0.00
14472000,1782494.80,916.92,-16515250.00,-535539.56,15249247.00,0.07,-10179.38,8868.64,0.00,0.00,1.00
14475600,1309452.80,673.59,-17025484.00,-546212.30,15219349.00,0.06,-1039074.06,3820.52,0.00,0.00,1.00
14479200,648524.10,333.60,-17472482.00,-539780.75,15195717.00,0.06,-2153045.20,14975.96,0.00,0.00,1.00
14482800,137076.89,70.51,-16886846.00,-542875.94,15465359.00,0.06,-1834137.40,-6850.47,0.00,0.00,1.00
14486400,303626.30,156.19,-16520387.00,-543116.30,15497645.00,0.05,-1268874.90,-6642.96,0.00,0.00,1.00
14490000,243728.52,125.37,-15865751.00,-548639.44,15395618.00,0.05,-778742.56,-3698.96,0.00,0.00,1.00
14493600,58074.46,29.87,-15191969.00,-549122.06,15472664.00,0.05,-215242.80,-4890.49,0.00,0.00,1.00
14497200,3.16,0.00,-14859986.00,-556925.56,15696167.00,0.05,274559.34,-4699.70,1.00,0.00,0.00
14500800,0.00,0.00,-14846810.00,-572160.30,15784145.00,0.05,364437.60,-737.29,1.00,0.00,0.00
14504400,0.00,0.00,-14311061.00,-585529.30,15856244.00,0.05,954551.94,-5101.37,1.00,0.00,0.00
14508000,0.00,0.00,-13889166.00,-587040.06,15863494.00,0.05,1383618.00,-3669.64,1.00,0.00,0.00
14511600,0.00,0.00,-13763294.00,-522470.88,15894841.00,0.06,1607173.10,-1903.23,1.00,0.00,0.00
14515200,0.00,0.00,-12751058.00,-517680.20,15784512.00,0.06,2507993.00,-7780.61,1.00,0.00,0.00
14518800,0.00,0.00,-12639044.00,-517680.20,15698911.00,0.06,2541960.20,-226.66,1.00,0.00,0.00
14522400,0.00,0.00,-12436062.00,-515992.28,15636176.00,0.07,2682903.50,-1217.98,1.00,0.00,0.00
14526000,0.00,0.00,-12148310.00,-530946.56,15596140.00,0.07,2914885.80,-1997.39,1.00,0.00,0.00
14529600,1898.18,0.98,-12216427.00,-522989.80,15515345.00,0.07,2778980.50,1153.81,1.00,0.00,0.00
