Time,electricalGroup.Ppv,electricalGroup.Ir,electricalGroup.Pdem,electricalGroup.Ppla,electricalGroup.Pgen,electricalGroup.Soc,electricalGroup.Pbat,electricalGroup.Pgri.real,electricalGroup.batCon1.chaCyc.active,electricalGroup.batCon1.staBy.active,electricalGroup.batCon1.disCyc.active
0,0.00,0.00,-10994957.00,0.00,7196211.00,0.50,0.00,3798746.50,0.00,0.00,1.00
3600,0.00,0.00,-10955582.00,0.00,7400128.00,0.49,-3557542.00,-2087.75,0.00,0.00,1.00
7200,0.00,0.00,-10891327.00,0.00,7633626.00,0.49,-3260256.00,-2555.10,0.00,0.00,1.00
10800,0.00,0.00,-10986413.00,0.00,7851213.50,0.48,-3136251.20,-1051.21,0.00,0.00,1.00
14400,0.00,0.00,-11105312.00,0.00,8088488.50,0.47,-3017839.80,-1015.82,0.00,0.00,1.00
18000,0.00,0.00,-11151833.00,0.00,8273101.50,0.47,-2879916.50,-1185.01,0.00,0.00,1.00
21600,0.00,0.00,-11260854.00,0.00,8473076.00,0.46,-2788558.20,-780.50,0.00,0.00,1.00
25200,15331.60,7.89,-11362227.00,0.00,8689328.00,0.46,-2659195.80,-1627.91,0.00,0.00,1.00
28800,344979.03,177.46,-11372734.00,0.00,8866050.00,0.45,-2167850.50,-6145.37,0.00,0.00,1.00
32400,779725.80,401.09,-11303851.00,0.00,8952138.00,0.45,-1576869.00,-4882.19,0.00,0.00,1.00
36000,1193327.80,613.85,-11300117.00,0.00,9046957.00,0.44,-1063473.60,-3641.33,0.00,0.00,1.00
39600,1318497.00,678.24,-11301920.00,0.00,9171388.00,0.44,-812905.94,-871.05,0.00,0.00,1.00
43200,1296020.60,666.68,-11304430.00,0.00,9252199.00,0.44,-756750.44,-540.01,0.00,0.00,1.00
46800,1026173.90,527.87,-11395961.00,0.00,9367080.00,0.44,-998123.44,4583.50,0.00,0.00,1.00
50400,617815.50,317.81,-11259274.00,0.00,9510983.00,0.44,-1130369.50,105.50,0.00,0.00,1.00
54000,307881.53,158.38,-11312368.00,0.00,9671080.00,0.43,-1331343.10,2063.21,0.00,0.00,1.00
57600,86906.66,44.71,-11418691.00,0.00,9866442.00,0.43,-1464858.90,483.58,0.00,0.00,1.00
61200,12625.44,6.49,-11422410.00,0.00,10080063.00,0.43,-1331162.60,-1441.58,0.00,0.00,1.00
64800,0.00,0.00,-11519582.00,0.00,10331405.00,0.43,-1189499.80,-1322.97,0.00,0.00,1.00
68400,0.00,0.00,-11482543.00,0.00,10491971.00,0.42,-992267.70,-1695.70,0.00,0.00,1.00
72000,0.00,0.00,-11379355.00,0.00,10670082.00,0.42,-711687.30,-2413.90,0.00,0.00,1.00
75600,0.00,0.00,-11265042.00,0.00,10780178.00,0.42,-486790.00,-1925.71,0.00,0.00,1.00
79200,0.00,0.00,-11187431.00,0.00,10902954.00,0.42,-286196.90,-1719.57,0.00,0.00,1.00
82800,0.00,0.00,-11017474.00,0.00,10994839.00,0.42,-24881.64,-2246.94,0.00,0.00,1.00
86400,0.00,0.00,-10988343.00,0.00,11103406.00,0.42,113881.14,-1181.62,1.00,0.00,0.00
90000,0.00,0.00,-10954886.00,0.00,11229167.00,0.42,272914.28,-1366.29,1.00,0.00,0.00
93600,0.00,0.00,-10940036.00,0.00,11298539.00,0.42,357779.97,-722.73,1.00,0.00,0.00
97200,0.00,0.00,-10854636.00,0.00,11409614.00,0.42,553292.25,-1686.01,1.00,0.00,0.00
100800,0.00,0.00,-11054080.00,0.00,11442328.00,0.42,389678.28,1430.76,1.00,0.00,0.00
104400,0.00,0.00,-11128628.00,0.00,11512713.00,0.42,384120.94,35.72,1.00,0.00,0.00
108000,0.00,0.00,-11162511.00,0.00,11621486.00,0.42,458332.47,-642.65,1.00,0.00,0.00
111600,4505.14,2.32,-10951536.00,0.00,11629263.00,0.42,680185.94,-2046.52,1.00,0.00,0.00
115200,96312.98,49.54,-10915763.00,0.00,11743328.00,0.42,920854.20,-3023.41,1.00,0.00,0.00
118800,254310.64,130.82,-10936648.00,0.00,11687220.00,0.43,1004491.60,-390.64,1.00,0.00,0.00
122400,280762.34,144.43,-10972413.00,0.00,11575105.00,0.43,885268.44,1814.19,1.00,0.00,0.00
126000,646197.75,332.41,-10921002.00,0.00,16484430.00,0.43,6159173.50,-50451.85,1.00,0.00,0.00
129600,685214.70,352.48,-10841357.00,0.00,16498258.00,0.44,6347776.00,5660.59,1.00,0.00,0.00
133200,338756.28,174.26,-10841429.00,0.00,16476486.00,0.45,5974867.00,1053.99,1.00,0.00,0.00
136800,284728.47,146.47,-10797617.00,0.00,16471144.00,0.46,5957860.00,-395.46,1.00,0.00,0.00
140400,210931.28,108.50,-10922750.00,0.00,11452221.00,0.46,785521.50,45118.72,1.00,0.00,0.00
144000,99232.37,51.05,-11005684.00,0.00,11431069.00,0.46,526479.75,1862.75,1.00,0.00,0.00
147600,11111.86,5.72,-11203869.00,0.00,11423042.00,0.46,232457.30,2172.77,1.00,0.00,0.00
151200,0.00,0.00,-11023475.00,0.00,11457765.00,0.46,432444.34,-1845.98,1.00,0.00,0.00
154800,0.00,0.00,-11036376.00,0.00,11479551.00,0.46,443098.28,-76.24,1.00,0.00,0.00
158400,0.00,0.00,-10966506.00,0.00,11404031.00,0.46,437573.00,48.48,1.00,0.00,0.00
162000,0.00,0.00,-10732920.00,0.00,11387826.00,0.46,653040.90,-1865.41,1.00,0.00,0.00
165600,0.00,0.00,-10606387.00,0.00,11317285.00,0.47,710417.40,-480.48,1.00,0.00,0.00
169200,0.00,0.00,-10475970.00,0.00,11309312.00,0.47,832291.50,-1050.73,1.00,0.00,0.00
172800,0.00,0.00,-10240788.00,0.00,11267940.00,0.47,1025489.40,-1663.14,1.00,0.00,0.00
176400,0.00,0.00,-10285838.00,0.00,11193805.00,0.47,908989.60,1022.76,1.00,0.00,0.00
180000,0.00,0.00,-10366772.00,0.00,11160318.00,0.47,794528.20,981.87,1.00,0.00,0.00
183600,0.00,0.00,-10365362.00,0.00,11050278.00,0.47,685848.50,932.18,1.00,0.00,0.00
187200,0.00,0.00,-10667929.00,0.00,10956871.00,0.47,292340.25,3397.95,1.00,0.00,0.00
190800,0.00,0.00,-10959528.00,0.00,10875588.00,0.47,-80740.65,3199.80,0.00,0.00,1.00
194400,0.00,0.00,-11111235.00,0.00,10763412.00,0.47,-345558.70,2264.45,0.00,0.00,1.00
198000,24901.17,12.81,-11400982.00,0.00,15522832.00,0.47,4107510.20,-39240.61,1.00,0.00,0.00
201600,292297.53,150.36,-11747824.00,0.00,15326524.00,0.48,3871865.50,867.79,1.00,0.00,0.00
205200,704381.90,362.34,-12031129.00,0.00,15047363.00,0.48,3721380.80,765.12,1.00,0.00,0.00
208800,1112213.90,572.13,-12145022.00,0.00,14741289.00,0.49,3710056.50,1575.52,1.00,0.00,0.00
212400,1131581.90,582.09,-12255546.00,0.00,14454364.00,0.49,3335746.50,5346.75,1.00,0.00,0.00
216000,1069524.20,550.17,-12157122.00,0.00,14164083.00,0.50,3077500.20,1014.73,1.00,0.00,0.00
219600,1012462.60,520.81,-12250205.00,0.00,13898213.00,0.50,2665081.20,4610.75,1.00,0.00,0.00
223200,632625.40,325.42,-12321343.00,0.00,13674617.00,0.51,1992429.60,6530.64,1.00,0.00,0.00
226800,301166.16,154.92,-12192823.00,0.00,13459527.00,0.51,1570619.00,2748.78,1.00,0.00,0.00
230400,96950.48,49.87,-12118118.00,0.00,13348906.00,0.51,1329458.80,1720.50,1.00,0.00,0.00
234000,13374.26,6.88,-11842879.00,0.00,13248920.00,0.51,1418336.00,-1078.97,1.00,0.00,0.00
237600,0.00,0.00,-11523897.00,0.00,13121885.00,0.51,1596341.10,-1647.15,1.00,0.00,0.00
241200,0.00,0.00,-11528939.00,0.00,12989150.00,0.52,1461393.50,1182.30,1.00,0.00,0.00
244800,0.00,0.00,-11331515.00,0.00,12759427.00,0.52,1428188.90,277.17,1.00,0.00,0.00
248400,0.00,0.00,-11036929.00,0.00,12586871.00,0.52,1548894.80,-1047.17,1.00,0.00,0.00
252000,0.00,0.00,-10869319.00,0.00,12392037.00,0.52,1522951.10,233.62,1.00,0.00,0.00
255600,0.00,0.00,-10616046.00,0.00,12191285.00,0.52,1574787.90,-450.70,1.00,0.00,0.00
259200,0.00,0.00,-10298120.00,0.00,12053597.00,0.53,1753930.20,-1546.67,1.00,0.00,0.00
262800,0.00,0.00,-10292425.00,0.00,11848284.00,0.53,1557571.90,1712.97,1.00,0.00,0.00
266400,0.00,0.00,-10331112.00,0.00,11623161.00,0.53,1294312.50,2263.82,1.00,0.00,0.00
270000,0.00,0.00,-10334431.00,0.00,11319088.00,0.53,987295.10,2637.80,1.00,0.00,0.00
273600,0.00,0.00,-10715886.00,0.00,11140427.00,0.53,429347.38,4806.50,1.00,0.00,0.00
277200,0.00,0.00,-11085629.00,0.00,11046634.00,0.53,-35016.79,3977.72,0.00,0.00,1.00
280800,0.00,0.00,-11376261.00,0.00,11010243.00,0.53,-363211.50,2806.27,0.00,0.00,1.00
284400,15182.53,7.81,-11618108.00,0.00,10465147.00,0.53,-1131580.80,6198.00,0.00,0.00,1.00
288000,190477.03,97.98,-11894581.00,0.00,9254907.00,0.53,-2438926.50,10270.83,0.00,0.00,1.00
291600,549415.75,282.62,-12052938.00,0.00,8684475.00,0.52,-2816416.80,2630.82,0.00,0.00,1.00
295200,914973.20,470.67,-12071278.00,0.00,8481893.00,0.52,-2675266.00,-854.66,0.00,0.00,1.00
298800,1178282.20,606.11,-12178721.00,0.00,8342472.50,0.51,-2656686.80,1279.50,0.00,0.00,1.00
302400,1175491.80,604.68,-12358625.00,0.00,8038142.50,0.51,-3140811.00,4180.27,0.00,0.00,1.00
306000,1004930.10,516.94,-12432828.00,0.00,7799506.50,0.50,-3623171.50,5220.38,0.00,0.00,1.00
309600,751514.20,386.58,-12657744.00,0.00,7460242.00,0.49,-4439447.00,6541.38,0.00,0.00,1.00
313200,422003.66,217.08,-12706267.00,0.00,7102146.00,0.48,-5175035.50,7081.54,0.00,0.00,1.00
316800,113563.98,58.42,-12379788.00,0.00,6716506.00,0.47,-5546950.00,2767.80,0.00,0.00,1.00
320400,9090.83,4.68,-12153597.00,0.00,6411837.50,0.46,-5731684.50,984.03,0.00,0.00,1.00
324000,0.00,0.00,-11947507.00,0.00,6214572.00,0.45,-5733010.50,-75.73,0.00,0.00,1.00
327600,0.00,0.00,-11793530.00,0.00,6025494.00,0.44,-5767735.00,301.21,0.00,0.00,1.00
331200,0.00,0.00,-11517187.00,0.00,5842169.00,0.42,-5675816.00,-798.21,0.00,0.00,1.00
334800,0.00,0.00,-11324942.00,0.00,5669278.00,0.41,-5655829.50,-166.08,0.00,0.00,1.00
338400,0.00,0.00,-11009825.00,0.00,5479106.00,0.40,-5531791.50,-1072.18,0.00,0.00,1.00
342000,0.00,0.00,-10903846.00,0.00,3280068.20,0.39,-7605817.00,17961.08,0.00,0.00,1.00
345600,0.00,0.00,-10752271.00,0.00,3221727.00,0.37,-7531344.00,-800.06,0.00,0.00,1.00
349200,0.00,0.00,-10736112.00,0.00,3122261.80,0.36,-7613135.50,714.87,0.00,0.00,1.00
352800,0.00,0.00,-10724639.00,0.00,3008903.00,0.34,-7714862.00,874.31,0.00,0.00,1.00
356400,0.00,0.00,-10869397.00,0.00,2939645.50,0.32,-7927915.00,1836.52,0.00,0.00,1.00
360000,0.00,0.00,-11166905.00,0.00,2777269.80,0.31,-8385689.00,3946.38,0.00,0.00,1.00
363600,0.00,0.00,-11394394.00,0.00,2683073.00,0.29,-8708561.00,2760.47,0.00,0.00,1.00
367200,0.00,0.00,-11836794.00,0.00,2580453.80,0.27,-9251663.00,4676.95,0.00,0.00,1.00
370800,9919.01,5.10,-12000108.00,0.00,2508876.00,0.25,-9479663.00,1650.01,0.00,0.00,1.00
374400,223394.53,114.91,-12087773.00,0.00,2444328.80,0.23,-9422309.00,-2258.66,0.00,0.00,1.00
378000,558022.20,287.05,-12327159.00,0.00,2383285.00,0.21,-9385239.00,613.23,0.00,0.00,1.00
381600,929828.80,478.31,-12536811.00,0.00,2322054.20,0.20,-9287508.00,-2579.76,0.00,0.00,1.00
385200,1250160.90,643.09,-12499730.00,0.00,2270379.50,0.18,-8979708.00,-518.86,0.00,0.00,1.00
388800,1152001.50,592.59,-12628577.00,0.00,2266871.80,0.16,-9206514.00,3190.14,0.00,0.00,1.00
392400,1042078.00,536.05,-12710858.00,0.00,2264668.00,0.14,-9403546.00,566.33,0.00,0.00,1.00
396000,771731.44,396.98,-12982379.00,0.00,2248663.80,0.12,-9956528.00,5456.21,0.00,0.00,1.00
399600,409961.25,210.89,-12917358.00,0.00,2239760.50,0.10,-10265289.00,2347.68,0.00,0.00,1.00
403200,106617.48,54.84,-12664370.00,0.00,2260845.50,0.08,-10297364.00,-457.17,0.00,0.00,1.00
406800,16532.87,8.50,-12521977.00,0.00,2303009.50,0.06,-10203582.00,-1147.89,0.00,0.00,1.00
410400,0.00,0.00,-12291205.00,0.00,2349463.80,0.05,0.00,9941742.00,0.00,1.00,0.00
414000,0.00,0.00,-12208215.00,0.00,2379929.00,0.05,0.00,9828286.00,0.00,1.00,0.00
417600,0.00,0.00,-12007607.00,0.00,2408705.80,0.05,0.00,9598902.00,0.00,1.00,0.00
421200,0.00,0.00,-11691527.00,0.00,2450748.50,0.05,0.00,9240778.00,0.00,1.00,0.00
424800,0.00,0.00,-11526477.00,0.00,2525938.50,0.05,0.00,9000539.00,0.00,1.00,0.00
428400,0.00,0.00,-11356201.00,0.00,2604297.50,0.05,0.00,8751903.00,0.00,1.00,0.00
432000,0.00,0.00,-11143224.00,0.00,2670617.50,0.05,0.00,8472607.00,0.00,1.00,0.00
435600,0.00,0.00,-11161670.00,0.00,2754595.50,0.05,0.00,8407075.00,0.00,1.00,0.00
439200,0.00,0.00,-11171725.00,0.00,2841272.00,0.05,0.00,8330453.50,0.00,1.00,0.00
442800,0.00,0.00,-11212563.00,0.00,2948433.80,0.05,0.00,8264129.00,0.00,1.00,0.00
446400,0.00,0.00,-11548506.00,0.00,3068288.20,0.05,0.00,8480218.00,0.00,1.00,0.00
450000,0.00,0.00,-11769498.00,0.00,3178003.20,0.05,0.00,8591495.00,0.00,1.00,0.00
453600,0.00,0.00,-11840905.00,0.00,3301944.00,0.05,0.00,8538961.00,0.00,1.00,0.00
457200,7412.31,3.81,-12116225.00,0.00,3411984.20,0.05,0.00,8696828.00,0.00,1.00,0.00
460800,139187.94,71.60,-12350810.00,0.00,3541823.20,0.05,0.00,8669798.00,0.00,1.00,0.00
464400,325596.40,167.49,-12535327.00,0.00,3677983.50,0.05,0.00,8531748.00,0.00,1.00,0.00
468000,406730.60,209.22,-12744286.00,0.00,3804835.00,0.05,0.00,8532720.00,0.00,1.00,0.00
471600,342216.25,176.04,-12961700.00,0.00,3952291.80,0.05,0.00,8667192.00,0.00,1.00,0.00
475200,317388.06,163.27,-12957152.00,0.00,4096223.20,0.05,0.00,8543541.00,0.00,1.00,0.00
478800,318093.12,163.63,-12974185.00,0.00,4244709.00,0.05,0.00,8411383.00,0.00,1.00,0.00
482400,294486.47,151.48,-12946796.00,0.00,4407191.50,0.05,0.00,8245118.00,0.00,1.00,0.00
486000,232419.10,119.56,-12789697.00,0.00,4574324.00,0.05,0.00,7982954.00,0.00,1.00,0.00
489600,99137.37,51.00,-12709313.00,0.00,4745804.00,0.05,0.00,7864372.00,0.00,1.00,0.00
493200,7578.71,3.90,-12636352.00,0.00,4921322.50,0.05,0.00,7707450.50,0.00,1.00,0.00
496800,0.00,0.00,-12265530.00,0.00,5111859.50,0.05,0.00,7153670.50,0.00,1.00,0.00
500400,0.00,0.00,-12143222.00,0.00,5306602.00,0.05,0.00,6836620.50,0.00,1.00,0.00
504000,0.00,0.00,-11902243.00,0.00,5481011.50,0.05,0.00,6421231.50,0.00,1.00,0.00
507600,0.00,0.00,-11664618.00,0.00,5692835.50,0.05,0.00,5971782.00,0.00,1.00,0.00
511200,0.00,0.00,-11540717.00,0.00,5884856.00,0.05,0.00,5655860.50,0.00,1.00,0.00
514800,0.00,0.00,-11242970.00,0.00,6078934.50,0.05,0.00,5164036.00,0.00,1.00,0.00
518400,0.00,0.00,-10951400.00,0.00,6288533.00,0.05,0.00,4662867.50,0.00,1.00,0.00
522000,0.00,0.00,-10918429.00,0.00,6486106.50,0.05,0.00,4432323.00,0.00,1.00,0.00
525600,0.00,0.00,-10855289.00,0.00,6684679.50,0.05,0.00,4170609.50,0.00,1.00,0.00
529200,0.00,0.00,-10930448.00,0.00,6896494.00,0.05,0.00,4033953.50,0.00,1.00,0.00
532800,0.00,0.00,-11283378.00,0.00,7096352.50,0.05,0.00,4187025.50,0.00,1.00,0.00
536400,0.00,0.00,-11431246.00,0.00,7312125.50,0.05,0.00,4119120.20,0.00,1.00,0.00
540000,0.00,0.00,-11694051.00,0.00,7495466.00,0.05,0.00,4198585.00,0.00,1.00,0.00
543600,14592.58,7.51,-11899530.00,0.00,7679946.00,0.05,0.00,4204992.00,0.00,1.00,0.00
547200,73955.18,38.04,-12197639.00,0.00,7876960.00,0.05,0.00,4246723.50,0.00,1.00,0.00
550800,185006.27,95.17,-12529924.00,0.00,8072460.00,0.05,0.00,4272458.00,0.00,1.00,0.00
554400,328666.34,169.07,-12719301.00,0.00,13026126.00,0.05,593814.44,-41676.72,1.00,0.00,0.00
558000,392684.72,202.00,-12761673.00,0.00,13233705.00,0.05,862974.25,-1742.49,1.00,0.00,0.00
561600,408333.72,210.05,-13186564.00,0.00,13418228.00,0.05,642101.20,2103.43,1.00,0.00,0.00
565200,447724.66,230.31,-13332718.00,0.00,13594638.00,0.05,708514.80,-1129.92,1.00,0.00,0.00
568800,386356.70,198.74,-13098314.00,0.00,13791782.00,0.05,1077694.20,-2130.67,1.00,0.00,0.00
572400,237725.67,122.29,-12930115.00,0.00,13984923.00,0.06,1290526.10,-2007.78,1.00,0.00,0.00
576000,110902.20,57.05,-12782023.00,0.00,14199728.00,0.06,1526599.90,-2006.95,1.00,0.00,0.00
579600,10945.88,5.63,-12508329.00,0.00,14399424.00,0.06,1898395.20,-3645.23,1.00,0.00,0.00
583200,0.00,0.00,-12138604.00,0.00,14597172.00,0.06,2453698.80,-4869.64,1.00,0.00,0.00
586800,0.00,0.00,-12098154.00,0.00,14784886.00,0.07,2684774.00,-1957.93,1.00,0.00,0.00
590400,0.00,0.00,-11640509.00,0.00,14971671.00,0.07,3325631.80,-5530.02,1.00,0.00,0.00
594000,0.00,0.00,-11091223.00,0.00,15097980.00,0.08,4000959.20,-5797.45,1.00,0.00,0.00
597600,0.00,0.00,-10830745.00,0.00,15245980.00,0.08,4411729.50,-3505.26,1.00,0.00,0.00
601200,0.00,0.00,-10515797.00,0.00,15416449.00,0.09,4896487.00,-4165.49,1.00,0.00,0.00
604800,0.00,0.00,-10344703.00,0.00,15525227.00,0.09,5178122.00,-2401.65,1.00,0.00,0.00
608400,0.00,0.00,-10371078.00,0.00,15685037.00,0.10,5312813.50,-1145.04,1.00,0.00,0.00
612000,0.00,0.00,-10275635.00,0.00,15810736.00,0.11,5533203.50,-1897.68,1.00,0.00,0.00
615600,0.00,0.00,-10312888.00,0.00,15901950.00,0.12,5588599.50,-463.05,1.00,0.00,0.00
619200,0.00,0.00,-10417476.00,0.00,16014762.00,0.12,5597215.50,-70.57,1.00,0.00,0.00
622800,0.00,0.00,-10471271.00,0.00,16120444.00,0.13,5648728.00,-445.26,1.00,0.00,0.00
626400,0.00,0.00,-10693249.00,0.00,16245931.00,0.14,5553510.00,828.02,1.00,0.00,0.00
630000,9189.41,4.73,-10857880.00,0.00,16335942.00,0.15,5487579.50,328.12,1.00,0.00,0.00
633600,107894.19,55.50,-10787482.00,0.00,16417835.00,0.15,5735824.00,-2422.99,1.00,0.00,0.00
637200,260288.92,133.89,-10716339.00,0.00,16465027.00,0.16,6006337.00,-2640.53,1.00,0.00,0.00
640800,376494.84,193.67,-10679266.00,0.00,16508537.00,0.17,6204381.00,-1384.48,1.00,0.00,0.00
644400,464277.12,238.83,-10857264.00,0.00,16539340.00,0.18,6146816.00,462.67,1.00,0.00,0.00
648000,521312.62,268.16,-10836267.00,0.00,16565887.00,0.19,6250760.00,-172.47,1.00,0.00,0.00
651600,445675.72,229.26,-11021544.00,0.00,16626390.00,0.19,6052454.00,1931.99,1.00,0.00,0.00
655200,376303.84,193.57,-11033537.00,0.00,16656227.00,0.20,5999148.50,154.76,1.00,0.00,0.00
658800,262509.34,135.04,-10988703.00,0.00,16702174.00,0.21,5976939.50,959.61,1.00,0.00,0.00
662400,105938.37,54.50,-10996118.00,0.00,16713474.00,0.22,5824308.00,1013.22,1.00,0.00,0.00
666000,16653.36,8.57,-11260468.00,0.00,16761616.00,0.23,5520116.50,2315.80,1.00,0.00,0.00
669600,0.00,0.00,-11321043.00,0.00,16729348.00,0.23,5409101.50,796.71,1.00,0.00,0.00
673200,0.00,0.00,-11164246.00,0.00,16738196.00,0.24,5572529.00,-1421.45,1.00,0.00,0.00
676800,0.00,0.00,-10986488.00,0.00,16712786.00,0.25,5724991.00,-1307.34,1.00,0.00,0.00
680400,0.00,0.00,-11045444.00,0.00,16842000.00,0.26,5795953.50,-602.90,1.00,0.00,0.00
684000,0.00,0.00,-11003556.00,0.00,16774759.00,0.26,5771421.00,217.56,1.00,0.00,0.00
687600,0.00,0.00,-10748555.00,0.00,16862804.00,0.27,6111305.00,-2943.76,1.00,0.00,0.00
691200,0.00,0.00,-10667618.00,0.00,11719478.00,0.28,1095301.40,43441.66,1.00,0.00,0.00
694800,0.00,0.00,-10653752.00,0.00,11674468.00,0.28,1020983.40,267.25,1.00,0.00,0.00
698400,0.00,0.00,-10600159.00,0.00,11691833.00,0.28,1091064.90,-608.91,1.00,0.00,0.00
702000,0.00,0.00,-10561087.00,0.00,11588319.00,0.28,1027784.90,552.99,1.00,0.00,0.00
705600,0.00,0.00,-10749251.00,0.00,11497734.00,0.28,750874.60,2392.02,1.00,0.00,0.00
709200,0.00,0.00,-10842823.00,0.00,11330309.00,0.28,489726.12,2239.68,1.00,0.00,0.00
712800,0.00,0.00,-10998680.00,0.00,11269407.00,0.28,272587.44,1860.07,1.00,0.00,0.00
716400,30225.57,15.55,-11085073.00,0.00,11180366.00,0.28,125942.46,423.88,1.00,0.00,0.00
720000,405310.53,208.49,-11024426.00,0.00,11059995.00,0.28,435637.16,-5241.92,1.00,0.00,0.00
723600,915045.90,470.70,-10977044.00,0.00,10757219.00,0.29,694113.20,-1107.58,1.00,0.00,0.00
727200,1203546.80,619.11,-11127839.00,0.00,10521381.00,0.29,599038.80,1950.16,1.00,0.00,0.00
730800,1087555.50,559.44,-11067411.00,0.00,10278090.00,0.29,303517.00,5282.91,1.00,0.00,0.00
734400,967785.50,497.83,-11106452.00,0.00,10031681.00,0.29,-106728.93,256.06,0.00,0.00,1.00
738000,850878.25,437.69,-11346567.00,0.00,9823245.00,0.29,-663792.75,8651.19,0.00,0.00,1.00
741600,708986.00,364.70,-11344591.00,0.00,14476821.00,0.29,3799136.00,-42080.43,1.00,0.00,0.00
745200,426879.30,219.59,-11557288.00,0.00,14341009.00,0.29,3217649.00,7048.77,1.00,0.00,0.00
748800,117974.01,60.69,-11676672.00,0.00,9417831.00,0.29,-2095866.10,45000.91,0.00,0.00,1.00
752400,19173.02,9.86,-11740884.00,0.00,9366353.00,0.29,-2353895.00,1463.16,0.00,0.00,1.00
756000,0.00,0.00,-11567089.00,0.00,9272480.00,0.28,-2295295.00,-685.83,0.00,0.00,1.00
759600,0.00,0.00,-11490838.00,0.00,9184933.00,0.28,-2305808.00,96.93,0.00,0.00,1.00
763200,0.00,0.00,-11370758.00,0.00,9041134.00,0.28,-2329420.50,203.54,0.00,0.00,1.00
766800,0.00,0.00,-11089468.00,0.00,8869929.00,0.27,-2220483.20,-944.67,0.00,0.00,1.00
770400,0.00,0.00,-10998804.00,0.00,8679306.00,0.27,-2318639.80,857.77,0.00,0.00,1.00
774000,0.00,0.00,-10817638.00,0.00,8537898.00,0.26,-2280081.50,-341.17,0.00,0.00,1.00
777600,0.00,0.00,-10558436.00,0.00,8340904.50,0.26,-2218065.80,-533.83,0.00,0.00,1.00
781200,0.00,0.00,-10572337.00,0.00,12974109.00,0.26,2362132.50,-39639.43,1.00,0.00,0.00
784800,0.00,0.00,-10592058.00,0.00,12708017.00,0.26,2118412.00,2452.63,1.00,0.00,0.00
788400,0.00,0.00,-10639474.00,0.00,7738954.00,0.26,-2857472.80,43047.70,0.00,0.00,1.00
792000,0.00,0.00,-10975928.00,0.00,7549346.50,0.25,-3422067.50,4514.27,0.00,0.00,1.00
795600,0.00,0.00,-11332507.00,0.00,7345270.00,0.24,-3982426.00,4811.13,0.00,0.00,1.00
799200,0.00,0.00,-11694955.00,0.00,7140947.00,0.24,-4549144.50,4863.61,0.00,0.00,1.00
802800,33659.10,17.31,-11996647.00,0.00,6909469.00,0.23,-5050167.50,3351.93,0.00,0.00,1.00
806400,407835.44,209.79,-12245577.00,0.00,6694526.50,0.22,-5144569.00,-1353.57,0.00,0.00,1.00
810000,869724.00,447.39,-12462628.00,0.00,11247618.00,0.21,-384661.34,-39375.44,0.00,0.00,1.00
813600,868026.56,446.52,-12627789.00,0.00,10601879.00,0.21,-1148193.50,9689.92,0.00,0.00,1.00
817200,1107352.50,569.63,-12810901.00,0.00,10174980.00,0.21,-1530661.10,-2093.00,0.00,0.00,1.00
820800,1363112.40,701.19,-12625950.00,0.00,9087717.00,0.20,-2166671.80,8448.73,0.00,0.00,1.00
824400,1216723.10,625.89,-12787171.00,0.00,8574801.00,0.20,-2987860.00,7786.79,0.00,0.00,1.00
828000,782725.00,402.64,-12746182.00,0.00,8193447.00,0.19,-3761211.00,8799.38,0.00,0.00,1.00
831600,444532.28,228.67,-12798102.00,0.00,7844299.50,0.18,-4504529.00,4741.66,0.00,0.00,1.00
835200,144522.39,74.34,-12843993.00,0.00,7514597.50,0.17,-5178983.50,5889.18,0.00,0.00,1.00
838800,6807.91,3.50,-12451286.00,0.00,7221573.00,0.16,-5223477.50,-571.91,0.00,0.00,1.00
842400,0.00,0.00,-12273404.00,0.00,6911106.50,0.15,-5361159.50,1137.74,0.00,0.00,1.00
846000,0.00,0.00,-12099469.00,0.00,6681820.50,0.14,-5417173.50,474.99,0.00,0.00,1.00
849600,0.00,0.00,-11679780.00,0.00,6457085.00,0.13,-5224367.50,-1672.95,0.00,0.00,1.00
853200,0.00,0.00,-11569046.00,0.00,6244653.50,0.12,-5323520.00,872.70,0.00,0.00,1.00
856800,0.00,0.00,-11389175.00,0.00,6038274.50,0.11,-5350673.00,227.47,0.00,0.00,1.00
860400,0.00,0.00,-11064275.00,0.00,5852076.50,0.10,-5213389.00,-1190.23,0.00,0.00,1.00
864000,0.00,0.00,-10737389.00,0.00,5680434.00,0.09,-5058287.00,-1332.19,0.00,0.00,1.00
867600,0.00,0.00,-10610351.00,0.00,5514751.50,0.08,-5095267.50,331.62,0.00,0.00,1.00
871200,0.00,0.00,-10596052.00,0.00,5357625.00,0.06,-5237201.00,1225.64,0.00,0.00,1.00
874800,0.00,0.00,-10856141.00,0.00,5214972.00,0.05,-5637713.00,3456.04,0.00,0.00,1.00
878400,0.00,0.00,-11118594.00,0.00,5073266.50,0.05,0.00,6045327.50,0.00,1.00,0.00
882000,0.00,0.00,-11372246.00,0.00,4933781.00,0.05,0.00,6438465.00,0.00,1.00,0.00
885600,0.00,0.00,-11732314.00,0.00,4811511.50,0.05,0.00,6920802.50,0.00,1.00,0.00
889200,25960.49,13.35,-11940943.00,0.00,4690313.00,0.05,0.00,7224669.50,0.00,1.00,0.00
