Time,chillersFMU.mCenChi,chillersFMU.mAbsChi,chillersFMU.TWetBul,chillersFMU.Qchp,chillersFMU.mChiWat,chillersFMU.pChi,chillersFMU.pFan,chillersFMU.TchiSup,chillersFMU.TchiAbsSup,chillersFMU.QchiAbs,chillersFMU.pPumAbs,chillersFMU.pFanAbs,chillersFMU.absChiOn,chillersFMU.yVal,chillersFMU.pPum
16948800,163.22,97.9,287.81,3149771.8,282.9,362418.28,238.61,281.15,281.15,2331153.5,16400,33635.22,1,0.48,43166.54
16952400,163.26,92.77,287,3150228.2,274.5,352590.66,270.99,281.15,281.15,2175696.2,16400,33013.19,1,0.47,43166.84
16956000,163.27,90.89,286.7,3150685,277.5,348615.16,277.07,281.15,281.15,2119671.2,16400,32779.32,1,0.46,43166.95
16959600,163.19,101.8,288.4,3151141.5,307.3,368936.7,213.36,281.15,281.15,2451553.5,16400,34088.52,1,0.5,43166.3
16963200,163.15,108.29,289.34,3151598.2,337,378069.16,182.41,281.15,281.15,2654872.8,16400,34793.98,1,0.51,43165.88
16966800,163.14,109.41,289.49,3152054.8,332.9,379437.84,180.38,281.15,281.15,2690117.2,16400,34909.24,1,0.52,43165.8
16970400,163.13,110.46,289.64,3152511.5,335.6,380687.84,175.47,281.15,281.15,2723784.2,16400,35018.18,1,0.53,43165.73
16974000,163.12,112.47,289.91,3152968,335.2,382917.75,166.9,281.15,281.15,2787667.5,16400,35221.8,1,0.53,43165.59
16977600,163.08,116.96,290.51,3153424.8,349.6,387316.78,144.64,281.15,281.15,2932119,16400,35667.57,1,0.54,43165.26
16981200,163.03,123.3,291.32,3153881.2,341.5,392248.47,124.85,281.15,281.15,3138959.2,16400,36271.38,1,0.56,43164.78
16984800,163.08,116.85,290.5,3154338,344.4,387231.6,153.44,281.15,281.15,2928864.5,16400,35657.75,1,0.54,43165.27
16987054,163.03,123.78,291.38,3154623.8,350.98,392561.28,121.17,281.15,281.15,3154623.8,16400,36315.49,1,0.56,43164.74
16988400,163.02,124.86,291.76,3154794.5,354.9,394485.2,118.96,281.15,281.15,3207285.5,16400,36414.31,1,0.57,43164.66
16989474,163.03,123.79,291.38,3154930.8,355.05,392569.34,128.02,281.15,281.15,3154930.8,16400,36316.35,1,0.56,43164.74
16992000,163.11,112.68,289.94,3155251.2,355.4,383149,167.64,281.15,281.15,2794570,16400,35243.56,1,0.53,43165.57
16995600,163.09,115.77,290.36,3155707.8,344.9,386234.2,158.72,281.15,281.15,2893703,16400,35550.98,1,0.54,43165.35
16999200,163.21,99.34,288.03,3156164.5,338.2,364919.8,237.1,281.15,281.15,2375302,16400,33804.4,1,0.49,43166.45
17002800,163.23,97.04,287.68,3156621,337.2,360886.16,245.41,281.15,281.15,2305071,16400,33533.69,1,0.48,43166.59
17006400,163.2,100.07,288.14,3157077.8,320.2,366139.1,227.34,281.15,281.15,2397798.8,16400,33889.3,1,0.49,43166.41
17010000,163.22,97.38,287.73,3157534.2,288.7,361500.3,241.69,281.15,281.15,2315446.8,16400,33574.22,1,0.48,43166.57
17013600,163.29,87.08,286.06,3157990.8,274.4,339891.06,308.72,281.15,281.15,2007066.4,16400,32294.43,1,0.45,43167.16
17017200,163.29,87.58,286.14,3158447.5,273.4,341073.4,303.4,281.15,281.15,2021597.6,16400,32358.09,1,0.45,43167.13
17020800,163.32,83.86,285.5,3158904,272.2,331813.72,331.18,281.15,281.15,1913462.2,16400,31876.86,1,0.44,43167.33
17024400,163.25,93.13,287.06,3159360.8,273.4,353321.22,265.88,281.15,281.15,2186436.5,16400,33057.45,1,0.47,43166.82
17028000,163.26,91.55,286.8,3159817.2,270.1,350037.94,276.91,281.15,281.15,2139314.5,16400,32861.89,1,0.46,43166.91
17031600,163.27,90.01,286.55,3160274,264.6,346665.7,284.87,281.15,281.15,2093319.2,16400,32667.6,1,0.46,43167
17035200,163.23,96.51,287.6,3160730.5,269.6,359911.88,245.65,281.15,281.15,2288930.8,16400,33470.28,1,0.48,43166.63
17038800,163.23,96.51,287.6,3161187.2,271,359909.94,245.74,281.15,281.15,2288891.8,16400,33470.13,1,0.48,43166.63
17042400,163.24,94.47,287.27,3161643.8,275.4,356021.44,258.56,281.15,281.15,2227025,16400,33223.01,1,0.47,43166.74
17046000,163.24,94.47,287.27,3162100.5,296.3,356022.9,259.49,281.15,281.15,2227038.8,16400,33223.07,1,0.47,43166.74
17049600,163.21,99.48,288.05,3162557,324.9,365155.56,226.37,281.15,281.15,2379749.2,16400,33821.25,1,0.49,43166.44
17053200,163.16,106.28,289.05,3163013.8,323.8,375448.44,192.85,281.15,281.15,2591264,16400,34581.61,1,0.51,43166.01
17056800,163.19,102.29,288.47,3163470.2,330.5,369688.7,213.01,281.15,281.15,2466522.5,16400,34143.07,1,0.5,43166.27
17060400,163.15,108.25,289.33,3163927,333.6,378014.3,184.34,281.15,281.15,2653458.8,16400,34789.33,1,0.53,43165.88
17064000,163.12,112.15,289.87,3164383.5,334.7,382571.25,166.96,281.15,281.15,2777414.2,16400,35189.39,1,0.53,43165.61
17067600,163.09,115.97,290.38,3164840.2,335.4,386419.06,150.64,281.15,281.15,2900237,16400,35570.91,1,0.54,43165.34
17071200,163.14,108.41,289.36,3165296.8,332.9,378222.2,186.82,281.15,281.15,2658649.8,16400,34806.39,1,0.52,43165.87
17074800,163.08,116.99,290.52,3165753.5,334.6,387348.56,151.42,281.15,281.15,2933131.8,16400,35670.62,1,0.55,43165.26
17078400,163.22,97.97,287.82,3166210,345.5,362555.22,244.36,281.15,281.15,2333419.5,16400,33643.99,1,0.48,43166.54
17082000,163.22,98.13,287.85,3166666.8,346.8,362838.94,240.29,281.15,281.15,2338401.8,16400,33663.23,1,0.49,43166.53
17085600,163.24,95.45,287.43,3167123.2,343.9,357907.94,252.28,281.15,281.15,2256515,16400,33341.6,1,0.48,43166.69
17089200,163.25,93.47,287.11,3167580,331.4,354010.7,263.81,281.15,281.15,2196623,16400,33099.25,1,0.47,43166.8
17092800,163.26,92.47,286.95,3168036.5,330.2,351971.03,271.36,281.15,281.15,2166750,16400,32976.18,1,0.47,43166.86
17096400,163.28,88.49,286.3,3168493.2,310.4,343219.56,299.43,281.15,281.15,2048450,16400,32474.89,1,0.45,43167.08
17100000,163.32,83.2,285.38,3168949.8,296.8,330086.06,340.05,281.15,281.15,1894513.9,16400,31790.79,1,0.44,43167.36
17101944,163.33,81.79,285.05,3169196.5,290.91,326616.2,870.92,281.15,281.15,1853893.6,16400,31604.55,1,0.43,42978.43
17101944,163.33,81.79,285.05,3169196.5,290.91,326616.2,475.29,281.15,281.15,1853893.6,16400,31604.55,1,0.43,42978.43
17103600,163.33,82.12,284.74,3169406.5,285.9,327532.62,458.78,281.15,281.15,1863402.2,16400,31648.35,1,0.43,42976.39
17107200,163.33,82.13,284.53,3169863,279.3,327581.03,417.4,281.15,281.15,1863842.4,16400,31650.38,1,0.43,42971.19
17110800,163.33,82.13,284.53,3170319.8,282.4,327580.97,417.4,281.15,281.15,1863841.9,16400,31650.37,1,0.43,42971.19
17114400,163.33,82.13,284.53,3170776.2,281.3,327580.97,417.4,281.15,281.15,1863841.9,16400,31650.37,1,0.43,42971.19
17118000,163.33,82.13,284.59,3171233,286,327567.75,429.1,281.15,281.15,1863772.9,16400,31650.06,1,0.43,42972.68
17121600,163.33,82.14,284.34,3171689.5,290.1,327602.6,388.22,281.15,281.15,1863906.5,16400,31650.67,1,0.43,42967.46
17125200,163.33,82.16,283.78,3172146,292.2,327686.66,317.19,281.15,281.15,1864463.9,16400,31653.23,1,0.43,42958.53
17127474,163.33,82.13,285.25,3172434.5,301.11,327538.28,575.67,281.15,281.15,1863785.6,16400,31650.12,1,0.43,42989.94
17127474,163.33,82.13,285.25,3172434.5,301.11,327538.28,312.63,281.15,281.15,1863785.6,16400,31650.12,1,0.43,42989.94
17128800,163.29,87.7,286.16,3172602.8,306.3,341349.25,297.22,281.15,281.15,2025086.5,16400,32373.33,1,0.45,43167.13
17132400,163.3,86.92,286.03,3173059.2,263.6,339492,307.49,281.15,281.15,2002257.9,16400,32273.29,1,0.45,43167.17
17136000,163.28,88.49,286.3,3173516,268.7,343217.3,293.51,281.15,281.15,2048490,16400,32475.06,1,0.45,43167.08
17139600,163.23,96.94,287.66,3173972.5,277.7,360688.66,242.36,281.15,281.15,2301823,16400,33520.97,1,0.48,43166.6
17143200,163.2,100.5,288.21,3174429.2,293.5,366842.5,221.97,281.15,281.15,2411032.8,16400,33938.83,1,0.49,43166.38
17146800,163.17,104.35,288.78,3174885.8,270,372757.47,201.3,281.15,281.15,2530704.5,16400,34372.33,1,0.5,43166.14
17150400,138.39,108.41,289.36,3175342.5,246.8,341209.34,147.19,281.15,281.15,2658686.5,16400,34806.51,1,0.58,40891.18
17154000,146.65,105.35,288.92,3175799,252,349261.1,176.49,281.15,281.15,2562215.5,16400,34482.09,1,0.55,41826.57
17157600,163.2,100.52,288.21,3176255.8,300.6,366890.7,225.57,281.15,281.15,2411880.8,16400,33941.99,1,0.49,43166.38
17161200,163.21,99.44,288.05,3176712.2,297.1,365093.8,230.17,281.15,281.15,2378565.5,16400,33816.77,1,0.49,43166.45
17164800,163.22,97.52,287.75,3177169,295.3,361738.78,241.89,281.15,281.15,2319485.8,16400,33589.95,1,0.48,43166.56
17168400,163.25,93.85,287.17,3177625.5,290.2,354778.4,262.96,281.15,281.15,2208097.5,16400,33146.14,1,0.47,43166.78
17172000,163.25,94.19,287.23,3178082.2,296.6,355466.84,260.45,281.15,281.15,2218537.2,16400,33188.61,1,0.47,43166.76
17175600,163.26,91.99,286.88,3178538.8,295,350970.5,275.51,281.15,281.15,2152433.8,16400,32916.69,1,0.47,43166.89
17179200,163.29,87.02,286.05,3178995.5,275.2,339736.84,310.79,281.15,281.15,2005186.1,16400,32286.17,1,0.45,43167.16
17182800,163.31,84.72,285.65,3179452,318.8,334042.94,327.19,281.15,281.15,1938401.8,16400,31989.37,1,0.44,43167.29
17184348,163.33,81.54,285.05,3179648.5,315.49,325764.16,489.2,281.15,281.15,1846839.1,16400,31571.97,1,0.43,43070.09
17184348,163.33,81.54,285.05,3179648.5,315.49,325764.16,260.8,281.15,281.15,1846839.1,16400,31571.97,1,0.43,43070.09
17186400,163.33,82.01,284.21,3179908.8,311.1,327039.6,268.26,281.15,281.15,1860262.2,16400,31633.9,1,0.43,43071.35
17190000,163.33,82,284.63,3180365.2,286.8,327011.94,313.87,281.15,281.15,1860105.6,16400,31633.18,1,0.43,43078.62
17193600,163.33,82,284.73,3180822,282.7,327000.5,326.9,281.15,281.15,1860019.8,16400,31632.78,1,0.43,43080.52
17197200,163.33,82,284.63,3181278.5,283.2,327002,314.18,281.15,281.15,1860001.9,16400,31632.7,1,0.43,43078.67
17200800,163.33,82.01,283.97,3181735.2,283.9,327053.94,246.38,281.15,281.15,1860341.4,16400,31634.26,1,0.43,43067.53
17204400,163.33,82.02,283.23,3182191.8,289,327102.88,189.62,281.15,281.15,1860651.9,16400,31635.69,1,0.43,43056.88
17208000,163.33,82.02,282.91,3182648.5,286,327125,169.04,281.15,281.15,1860680.8,16400,31635.83,1,0.43,43052.88
17211600,163.33,82.02,282.47,3183105,291,327149.12,142.27,281.15,281.15,1860699,16400,31635.91,1,0.43,43047.66
17215200,163.33,82.02,283.23,3183561.8,309.8,327126.56,188.99,281.15,281.15,1860701.9,16400,31635.92,1,0.43,43056.76
17218800,163.33,82.01,285.13,3184018.2,347.4,327001.56,385.83,281.15,281.15,1860176,16400,31633.5,1,0.43,43088.14
17219016,163.33,82,285.25,3184045.5,343.41,326993.62,407.3,281.15,281.15,1860138.1,16400,31633.33,1,0.43,43090.55
17219016,163.33,82,285.25,3184045.5,343.41,326993.62,205.86,281.15,281.15,1860138.1,16400,31633.33,1,0.43,43090.55
17222400,163.25,93.2,287.07,3184475,280.8,353464.7,259.93,281.15,281.15,2188617.2,16400,33066.41,1,0.47,43166.82
17226000,163.21,100.01,288.13,3184931.5,292.2,366034.62,223.83,281.15,281.15,2395915.5,16400,33882.23,1,0.49,43166.41
17229600,163.19,101.66,288.38,3185388.2,293.8,368703.44,215.86,281.15,281.15,2446914.2,16400,34071.54,1,0.5,43166.31
17233200,163.18,104.03,288.73,3185844.8,293.9,372309.38,205.85,281.15,281.15,2520978.5,16400,34338.08,1,0.5,43166.16
17236800,163.19,101.67,288.38,3186301.2,296.4,368721.56,218.31,281.15,281.15,2447230,16400,34072.69,1,0.5,43166.31
17240400,163.23,96.18,287.54,3186758,294.6,359296.6,249.7,281.15,281.15,2278817,16400,33430.32,1,0.48,43166.65
17244000,163.24,94.54,287.29,3187214.5,298.1,356154.97,256.42,281.15,281.15,2229105.2,16400,33231.42,1,0.47,43166.74
17247600,163.24,94.54,287.29,3187671.2,292.9,356155.34,256.92,281.15,281.15,2229104.5,16400,33231.42,1,0.47,43166.74
17251200,163.24,95.22,287.39,3188127.8,292.8,357473.84,252.19,281.15,281.15,2249666.5,16400,33314.19,1,0.48,43166.7
17254800,163.21,99.14,288,3188584.5,289.8,364578.7,229.93,281.15,281.15,2369268.2,16400,33781.48,1,0.49,43166.47
17258400,163.22,97.7,287.78,3189041,289.2,362060,240.34,281.15,281.15,2324981,16400,33611.3,1,0.48,43166.55
17262000,163.24,95.41,287.42,3189497.8,285.3,357835.97,255.01,281.15,281.15,2255339.2,16400,33336.9,1,0.48,43166.69
17265600,163.28,89.28,286.43,3189954.2,268.5,345027.56,294.69,281.15,281.15,2071691.8,16400,32575.1,1,0.46,43167.04
17269200,163.3,86.91,286.03,3190411,330.8,339466.88,306.93,281.15,281.15,2001962.5,16400,32271.99,1,0.45,43167.17
17272800,163.31,85.22,285.74,3190867.5,321.2,335308.1,317.08,281.15,281.15,1952907.6,16400,32054.39,1,0.44,43167.26
17276400,163.26,92.73,286.99,3191324.2,288.5,352498.03,265.38,281.15,281.15,2174435.2,16400,33007.98,1,0.47,43166.84
17280000,163.29,87.08,286.06,3191780.8,286.8,339892.8,309.37,281.15,281.15,2007085.8,16400,32294.51,1,0.45,43167.16
17283600,163.32,83.2,285.38,3192237.5,281.8,330085.84,338.91,281.15,281.15,1894522.9,16400,31790.83,1,0.44,43167.36
17286408,163.33,81.98,285.05,3192593.8,285.47,327229.97,1897.73,281.15,281.15,1859321.8,16400,31629.57,1,0.43,42950.91
17286408,163.33,81.98,285.05,3192593.8,285.47,327229.97,1097.54,281.15,281.15,1859321.8,16400,31629.57,1,0.43,42950.91
17287200,163.33,82.18,284.96,3192694,286.5,327800.1,1013.24,281.15,281.15,1865137,16400,31656.33,1,0.43,42947.73
17290800,163.33,82.2,284.49,3193150.8,287.8,327903.88,797.04,281.15,281.15,1865850.1,16400,31659.61,1,0.43,42938.19
17294400,163.33,82.21,284.49,3193607.2,289.4,327911.38,794.91,281.15,281.15,1865930.5,16400,31659.98,1,0.43,42938.09
17298000,163.33,82.25,283.44,3194064,287.9,328092.94,522.67,281.15,281.15,1867161.8,16400,31665.64,1,0.43,42921.65
17301600,163.33,82.22,284.49,3194520.5,289.9,327943.7,784.73,281.15,281.15,1866269.5,16400,31661.54,1,0.43,42937.57
17305200,163.33,82.18,285.14,3194977.2,294.6,327799.1,1104.95,281.15,281.15,1865296.9,16400,31657.06,1,0.43,42951.16
17305532,163.33,82.18,285.25,3195019.2,297.52,327774.7,1180.75,281.15,281.15,1865150.9,16400,31656.39,1,0.43,42953.81
17305532,163.33,82.18,285.25,3195019.2,297.52,327774.7,645.49,281.15,281.15,1865150.9,16400,31656.39,1,0.43,42953.81
17308800,163.29,88.3,286.26,3195433.8,326.2,342776.53,293.25,281.15,281.15,2042926.9,16400,32450.96,1,0.45,43167.09
17312400,163.26,92.03,286.88,3195890.5,345.4,351049.1,269.1,281.15,281.15,2153627.5,16400,32921.66,1,0.47,43166.89
17316000,163.24,94.77,287.32,3196347,374.7,356595.12,252.9,281.15,281.15,2235944.8,16400,33259.03,1,0.47,43166.73
17319600,163.2,100.34,288.18,3196803.8,285,366582.28,221.56,281.15,281.15,2406150.5,16400,33920.59,1,0.49,43166.39
17323200,163.14,108.58,289.38,3197260.2,292.9,378423.8,183.69,281.15,281.15,2663826.2,16400,34823.38,1,0.52,43165.86
17326800,163.19,102.25,288.47,3197717,310.5,369630.16,217.85,281.15,281.15,2465269.5,16400,34138.52,1,0.5,43166.27
17330400,163.2,100.12,288.15,3198173.5,304.6,366230.62,227.1,281.15,281.15,2399499.2,16400,33895.68,1,0.49,43166.4
17334000,163.16,106.26,289.05,3198630.2,304.5,375428.8,195.04,281.15,281.15,2590769.8,16400,34579.93,1,0.51,43166.01
17337600,163.16,106.49,289.08,3199086.8,313.4,375737.22,193.77,281.15,281.15,2597998.5,16400,34604.45,1,0.51,43166
17341200,163.14,109.23,289.47,3199543.5,313.3,379224.22,183,281.15,281.15,2684472.5,16400,34890.86,1,0.52,43165.81
17344800,163.17,104.93,288.86,3200000,312.9,373593,205.46,281.15,281.15,2548925.5,16400,34436.02,1,0.51,43166.1
17348400,163.23,96.63,287.61,3200456.5,300.8,360130.88,248.89,281.15,281.15,2292478.2,16400,33484.25,1,0.48,43166.62
17352000,163.22,97.52,287.75,3200913.2,330.4,361740.56,242.37,281.15,281.15,2319513.8,16400,33590.06,1,0.48,43166.56
17355600,163.25,93.84,287.17,3201369.8,327.3,354768.7,262.68,281.15,281.15,2207955,16400,33145.56,1,0.47,43166.78
17359200,163.28,89.72,286.5,3201826.5,327.7,346029.25,289.17,281.15,281.15,2084851.1,16400,32631.47,1,0.46,43167.02
17362800,128.48,87.43,286.11,3202283,215.9,292936.88,240.93,281.15,281.15,2017146.6,16400,32338.62,1,0.54,39912.52
17366400,126.01,84.49,285.61,3202739.8,210.5,282969.88,250.02,281.15,281.15,1931514.5,16400,31958.39,1,0.54,39675.19
17370000,132.12,81.78,285.07,3203196.2,213.9,283954.78,461.92,281.15,281.15,1853817.8,16400,31604.2,1,0.51,40095.41
17370218,131.83,81.97,285.05,3203224,213.8,284263.12,1240.88,281.15,281.15,1859138,16400,31628.72,1,0.51,40014.83
17370218,131.83,81.97,285.05,3203224,213.8,284263.12,679.57,281.15,281.15,1859138,16400,31628.72,1,0.51,40014.83
17373600,130.11,82.19,284.87,3203653,212.3,282784.06,590.34,281.15,281.15,1865361.1,16400,31657.36,1,0.51,39840.5
17377200,130.1,82.2,284.47,3204109.5,212.3,282832.78,488.71,281.15,281.15,1865831,16400,31659.52,1,0.51,39831.39
17380800,129.98,82.22,284.02,3204566.2,212.2,282758.12,406.32,281.15,281.15,1866405.5,16400,31662.16,1,0.51,39812.49
17384400,129.77,82.23,284.21,3205022.8,212,282502.78,431.61,281.15,281.15,1866479.5,16400,31662.5,1,0.51,39795.05
17388000,130.92,82.18,285.14,3205479.5,213.1,283756.44,682.43,281.15,281.15,1865231.1,16400,31656.76,1,0.51,39924.97
17388400,145.72,82.18,285.25,3205530,227.91,303034.8,838.02,281.15,281.15,1865046.4,16400,31655.91,1,0.47,41496.06
17388400,145.72,82.18,285.25,3205530,227.91,303034.8,457.45,281.15,281.15,1865046.4,16400,31655.91,1,0.47,41496.06
17391600,163.29,87.43,286.11,3205936,346.6,340711.34,299.33,281.15,281.15,2017190.6,16400,32338.82,1,0.45,43167.14
17395200,163.24,95.16,287.38,3206392.8,357.2,357354.88,248.91,281.15,281.15,2247847.5,16400,33306.9,1,0.48,43166.7
17398800,163.19,101.67,288.38,3206849.2,281.1,368721.47,215.18,281.15,281.15,2447282.2,16400,34072.88,1,0.5,43166.31
17402400,163.17,105.39,288.93,3207306,288.5,374241.53,198.52,281.15,281.15,2563526.2,16400,34486.61,1,0.51,43166.07
17406000,133.84,106.26,289.05,3207762.5,240.1,332353.2,148.89,281.15,281.15,2590733.8,16400,34579.81,1,0.59,40438.51
17409600,133.14,107.06,289.16,3208219.2,240.2,332360.88,142.66,281.15,281.15,2615863.8,16400,34664.63,1,0.59,40369.23
17413200,131.84,107.96,289.29,3208675.8,239.8,331627.9,135.97,281.15,281.15,2644301,16400,34759.16,1,0.6,40240.99
17416800,163.16,106.26,289.05,3209132.5,294.3,375427.12,195.57,281.15,281.15,2590717.2,16400,34579.75,1,0.51,43166.01
17420400,163.14,108.88,289.42,3209589,294,378798.66,183.6,281.15,281.15,2673424,16400,34854.8,1,0.52,43165.84
17424000,163.16,106.81,289.13,3210045.8,298.3,376166.25,193.14,281.15,281.15,2608142.8,16400,34638.7,1,0.51,43165.97
17427600,163.17,105.35,288.92,3210502.2,296,374185.7,200.63,281.15,281.15,2562232,16400,34482.15,1,0.51,43166.07
17431200,163.19,102.31,288.48,3210959,296.7,369718.84,215.14,281.15,281.15,2467096.5,16400,34145.16,1,0.5,43166.27
17434800,163.19,101.65,288.38,3211415.5,274.5,368704.8,218.49,281.15,281.15,2446899.8,16400,34071.48,1,0.5,43166.31
17438400,163.2,101.4,288.34,3211872.2,292.9,368298.97,219.77,281.15,281.15,2438947.8,16400,34042.27,1,0.5,43166.32
17442000,163.23,96.99,287.67,3212328.8,300.9,360778.78,244.41,281.15,281.15,2303286.2,16400,33526.7,1,0.48,43166.59
17445600,163.23,96.99,287.67,3212785.5,295.4,360779.9,243.68,281.15,281.15,2303319.8,16400,33526.83,1,0.48,43166.59
17449200,163.26,92.72,286.99,3213242,294.2,352496.5,268.63,281.15,281.15,2174360.8,16400,33007.67,1,0.47,43166.84
17452800,163.25,93.2,287.07,3213698.8,292.7,353466.12,266.1,281.15,281.15,2188552,16400,33066.14,1,0.47,43166.82
17456400,163.27,90.08,286.56,3214155.2,291.9,346816.94,286.55,281.15,281.15,2095309.9,16400,32676.07,1,0.46,43167
17460000,163.28,88.6,286.31,3214611.8,288.7,343473.97,296.2,281.15,281.15,2051716.4,16400,32489.02,1,0.45,43167.08
17463600,163.29,87.58,286.14,3215068.5,291.6,341072.25,303.18,281.15,281.15,2021582,16400,32358.02,1,0.45,43167.13
17467200,163.29,87.58,286.14,3215525,294.2,341072.44,302.91,281.15,281.15,2021588.6,16400,32358.05,1,0.45,43167.13
17470800,163.32,83.52,285.44,3215981.8,294.3,330929.44,331.87,281.15,281.15,1903749.5,16400,31832.8,1,0.44,43167.35
17474400,163.28,88.6,286.31,3216438.2,313.6,343473.7,292.72,281.15,281.15,2051756.9,16400,32489.2,1,0.46,43167.08
17478000,163.26,91.81,286.85,3216895,323.2,350580.22,270.39,281.15,281.15,2146993.2,16400,32894,1,0.47,43166.9
17481600,163.24,95.25,287.4,3217351.5,321.7,357525.84,250.66,281.15,281.15,2250506.2,16400,33317.56,1,0.48,43166.7
17485200,163.2,100.07,288.14,3217808.2,288.6,366137.84,225.32,281.15,281.15,2397805.5,16400,33889.33,1,0.49,43166.41
17488800,163.15,107.96,289.29,3218264.8,289.6,377647.9,187.06,281.15,281.15,2644256.2,16400,34759.01,1,0.52,43165.9
17492400,163.16,106.41,289.07,3218721.5,292.4,375635.47,194.62,281.15,281.15,2595597.5,16400,34596.32,1,0.52,43166
17496000,163.11,112.69,289.94,3219178,307.1,383150.3,162.47,281.15,281.15,2794713,16400,35244.01,1,0.53,43165.57
17499600,163.09,116.28,290.42,3219634.8,308,386708.56,151.43,281.15,281.15,2910311.2,16400,35601.56,1,0.54,43165.31
17503200,163.13,110.95,289.71,3220091.2,311.4,381245.7,176.69,281.15,281.15,2739217.2,16400,35067.74,1,0.52,43165.69
17506800,163.16,106.41,289.07,3220548,315.4,375634.7,193.35,281.15,281.15,2595601,16400,34596.33,1,0.52,43166
17510400,163.12,111.79,289.82,3221004.5,304.4,382187.16,169.08,281.15,281.15,2766167.5,16400,35153.72,1,0.53,43165.63
17514000,163.13,109.8,289.55,3221461.2,306.6,379906.75,179.52,281.15,281.15,2702561,16400,34949.64,1,0.52,43165.77
17517600,163.16,106.93,289.15,3221917.8,311.4,376325.22,193.89,281.15,281.15,2611917.5,16400,34651.4,1,0.51,43165.97
17521200,163.19,102.74,288.54,3222374.5,304.9,370383.9,214.91,281.15,281.15,2480573.2,16400,34193.91,1,0.5,43166.24
17524800,163.26,91.85,286.85,3222831,277.3,350659.4,274.09,281.15,281.15,2148047.5,16400,32898.4,1,0.47,43166.9
17528400,163.26,92.51,286.96,3223287.8,309.8,352055.78,270.59,281.15,281.15,2167978.8,16400,32981.27,1,0.47,43166.86
17532000,163.27,90.78,286.68,3223744.2,311.7,348377.44,281.34,281.15,281.15,2116379.2,16400,32765.42,1,0.46,43166.96
17535600,163.28,89.72,286.5,3224201,305.8,346030.06,288.72,281.15,281.15,2084870.1,16400,32631.55,1,0.46,43167.02
17539200,163.2,100.2,288.16,3224657.5,295.5,366355.78,227.66,281.15,281.15,2401828.2,16400,33904.41,1,0.49,43166.4
17542800,163.21,98.97,287.97,3225114.2,296.5,364284.88,234.53,281.15,281.15,2363935,16400,33761.17,1,0.49,43166.48
17546400,163.25,93.12,287.06,3225570.8,297.4,353317.97,268.69,281.15,281.15,2186337.5,16400,33057.04,1,0.47,43166.82
17550000,163.28,88.45,286.29,3226027.5,298.7,343124.3,298.52,281.15,281.15,2047253,16400,32469.71,1,0.45,43167.09
17553600,163.32,82.57,285.27,3226484,308.2,328381.7,345.26,281.15,281.15,1876195.2,16400,31707.08,1,0.43,43167.4
17557200,163.33,82.15,285.05,3226940.8,313.4,327772.53,4803.9,281.15,281.15,1864387.6,16400,31652.88,1,0.43,42937.91
17557238,163.33,82.16,285.05,3226945.5,313.4,327809.3,5000,281.15,281.15,1864705.4,16400,31654.34,1,0.43,42937
17557238,163.33,82.16,285.05,3226945.5,313.4,327809.3,4329.33,281.15,281.15,1864705.4,16400,31654.34,1,0.43,42937
17560800,163.33,82.22,284.88,3227397.2,313.8,327993.47,4097.19,281.15,281.15,1866448.8,16400,31662.36,1,0.43,42931.78
17562510,163.33,82.21,285.25,3227614.2,321.64,327911.66,4484.5,281.15,281.15,1865934.4,16400,31659.99,1,0.43,42940.54
17562510,163.33,82.21,285.25,3227614.2,321.64,327911.66,3405.5,281.15,281.15,1865934.4,16400,31659.99,1,0.43,42940.54
17564400,163.31,85.29,285.75,3227854,330.3,335474.6,315.34,281.15,281.15,1954847.1,16400,32063.06,1,0.44,43167.25
17568000,163.27,90.79,286.68,3228310.5,323.8,348376.34,277.11,281.15,281.15,2116419,16400,32765.59,1,0.46,43166.96
17571600,163.24,95.41,287.42,3228767,282.7,357834.1,249.75,281.15,281.15,2255384.2,16400,33337.08,1,0.48,43166.69
17575200,163.22,97.19,287.7,3229223.8,291.7,361155.9,240.8,281.15,281.15,2309655.2,16400,33551.62,1,0.48,43166.58
17578800,163.22,98.37,287.88,3229680.2,293.5,363254.28,234.76,281.15,281.15,2345715.5,16400,33691.4,1,0.49,43166.51
17582400,163.18,104.12,288.74,3230137,291.9,372436.1,206.91,281.15,281.15,2523680.5,16400,34347.61,1,0.5,43166.15
17586000,163.21,99.99,288.13,3230593.5,294.9,366016.66,227.18,281.15,281.15,2395526.2,16400,33880.77,1,0.49,43166.41
17589600,163.21,99.99,288.13,3231050.2,291.6,366016.94,225.94,281.15,281.15,2395552.5,16400,33880.86,1,0.49,43166.41
17593200,163.18,104.12,288.74,3231506.8,295.5,372433.9,203.09,281.15,281.15,2523696.8,16400,34347.67,1,0.5,43166.15
17596800,163.1,114.43,290.18,3231963.5,297.2,384941.72,157.19,281.15,281.15,2850672.8,16400,35418.71,1,0.54,43165.45
17600400,163.16,106.41,289.07,3232420,298.9,375634.94,196.56,281.15,281.15,2595547.8,16400,34596.15,1,0.51,43166
17604000,163.14,109.32,289.48,3232876.8,292.9,379334.16,182.98,281.15,281.15,2687349,16400,34900.23,1,0.52,43165.81
17607600,163.18,104.03,288.73,3233333.2,296.7,372309,207.66,281.15,281.15,2520937.8,16400,34337.93,1,0.5,43166.16
